,objectid,pulau,pejabat,id_prov,nama_prov,id_kab,nama_kab,jenis_izin,badan_usaha,nama_usaha,kode_wiup,sk_iup,tgl_berlaku,tgl_akhir,kegiatan,luas_sk,komoditas,kode_golongan,kode_jnskom,cnc,generasi,kode_wil,lokasi,geometry
,187527,SULAWESI,MENTERI,72,SULAWESI TENGAH,01,BANGGAI,IUP,PT,C-GONG PERKASA,3472012122023066,51/1/IUP/PMDN/2023,1703696400000,2334848400000.0,OPERASI PRODUKSI,3029.0,NIKEL,2,12,I.T,,,KEC TOILI BARAT,"[[[13586215.235069023, -170172.51500503256], [13591930.477802576, -170175.12091969483], [13591930.477802576, -172498.20713562059], [13588068.30985182, -172498.20713562059], [13588068.30985182, -176290.671441402], [13589524.739930568, -176290.671441402], [13589524.739930568, -179275.8115923269], [13588714.581389502, -179275.8115923269], [13588714.581389502, -179087.1125109287], [13588538.325566188, -179087.1125109287], [13588538.325566188, -178855.1055233117], [13588408.452789823, -178855.1055233117], [13588408.452789823, -178641.6594462179], [13588290.9488334, -178641.6594462179], [13588290.9488334, -178431.3069006781], [13588096.139724508, -178431.3069006781], [13588096.139724508, -178159.08620152384], [13587817.840997532, -178159.08620152384], [13587817.840997532, -177945.64077576355], [13586667.53962977, -177945.64077576355], [13586664.447396953, -178394.18581131802], [13586441.808415374, -178394.18581131802], [13586441.808415374, -178075.56402560297], [13586318.138694998, -178075.56402560297], [13586318.138694998, -177497.56668156805], [13586139.025634307, -177497.56668156805], [13586139.025634307, -175205.69558617406], [13585452.635776646, -175205.69558617406], [13585452.635776646, -171507.34158504618], [13586206.772783978, -171507.34158504618], [13586206.772783978, -170174.95076296714], [13586215.235069023, -170172.51500503256]]]"
,187535,KEPULAUAN MALUKU,GUBERNUR,82,MALUKU UTARA,02,HALMAHERA TENGAH,IUP,PT,KARYA WIJAYA,2682022122023001,502/34/DPMPTSP/XII/2020,1607014800000,2238166800000.0,OPERASI PRODUKSI,500.0,NIKEL,2,12,I.T,,,"DESA UBULIE, KEC PULAU GEBE","[[[14405475.271172432, -4608.008828617411], [14405817.578606615, -4608.008828617411], [14405817.578606615, -5309.63107856778], [14406109.173890183, -5309.63107856778], [14406109.173890183, -5761.712057508721], [14406648.764174981, -5761.712057508721], [14406648.764174981, -6010.3257670382345], [14406967.570840146, -6010.3257670382345], [14406967.570840146, -8541.918109878214], [14404987.011529343, -8541.918109878214], [14404987.011529343, -7471.704037322701], [14405475.271172432, -7471.704037322701], [14405475.271172432, -4608.008828617411]]]"
,187587,SULAWESI,BUPATI,74,SULAWESI TENGGARA,08,KOLAKA UTARA,IUP,PT,ANUGRAH BUKIT BESAR,3474082122023001,540/128 TAHUN 2014,1405443600000,1878829200000.0,OPERASI PRODUKSI,1008.0,NIKEL DMP,2,12,I.T,,,"DESA LARUI, KECAMATAN POREHU","[[[13499851.633367596, -325680.47291425715], [13499605.431723353, -325680.47291425715], [13499605.431723353, -325797.5108468966], [13499137.518834164, -325797.5108468966], [13499137.518834164, -325979.1056711144], [13497732.233938852, -325979.1056711144], [13497732.233938852, -326306.8129422872], [13496885.27807219, -326306.8129422872], [13496885.27807219, -326760.41528644814], [13495219.196434187, -326760.41528644814], [13495219.196434187, -323762.0263419226], [13497797.788762458, -323762.0263419226], [13497797.788762458, -323949.34608284], [13498411.591966908, -323949.34608284], [13498411.591966908, -324329.869331336], [13498818.526599396, -324329.869331336], [13498818.526599396, -324702.03394989454], [13499285.449969644, -324702.03394989454], [13499285.449969644, -325130.8605689943], [13499851.633367596, -325130.8605689943], [13499851.633367596, -325680.47291425715]]]"
,187602,SULAWESI,BUPATI,72,SULAWESI TENGAH,06,MOROWALI,IUP,PT,SUGICO PENDRAGON ENERGI,3472062122023002,540.3/SK.021/DESDM/I/2012,1326387600000,1957539600000.0,OPERASI PRODUKSI,4524.0,NIKEL,2,12,I.T,,,"BAHOEA, LANONA, BAHOMANTE","[[[13536415.44774397, -276146.5111466077], [13537293.944095917, -276146.5111466077], [13537293.944095917, -276452.61749661], [13539567.026204282, -276452.61749661], [13539567.026204282, -275733.93397018604], [13540386.461332465, -275733.93397018604], [13540386.461332465, -275087.6789032578], [13541035.206611885, -275087.6789032578], [13541035.206611885, -278520.47712679877], [13554284.081378236, -278520.47712679877], [13554284.081378236, -283958.4599617412], [13550177.629038824, -283958.4599617412], [13550177.629038824, -281816.2374211909], [13546133.639290214, -281816.2374211909], [13546133.639290214, -279595.1195865585], [13541066.747097166, -279595.1195865585], [13541066.747097166, -279411.2660340751], [13540990.678815566, -279411.2660340751], [13540990.678815566, -279056.5592564578], [13540878.12245392, -279056.5592564578], [13540878.12245392, -278784.8037320987], [13540775.46117047, -278784.8037320987], [13540775.46117047, -278615.80803694593], [13540695.991410514, -278615.80803694593], [13540695.991410514, -278519.54861690494], [13540649.608252248, -278519.54861690494], [13540649.608252248, -278395.4328702134], [13540599.82372693, -278395.4328702134], [13540599.82372693, -278160.20135596086], [13540513.860367108, -278160.20135596086], [13540513.860367108, -277984.3969634685], [13540411.198972354, -277984.3969634685], [13540411.198972354, -277659.7165520526], [13540232.469407316, -277659.7165520526], [13540232.469407316, -277450.7948452356], [13540070.128409022, -277450.7948452356], [13540070.128409022, -277242.1829736619], [13539864.805842148, -277242.1829736619], [13539864.805842148, -277036.6665486728], [13539593.309960565, -277036.6665486728], [13539593.309960565, -276859.0063925783], [13539303.570038961, -276859.0063925783], [13539303.570038961, -276638.0149048147], [13538682.34549801, -276638.0149048147], [13538682.34549801, -276587.2549440701], [13538529.899577951, -276587.2549440701], [13538529.899577951, -276516.6863532373], [13537521.221315404, -276516.6863532373], [13537521.221315404, -276625.3249129833], [13537277.555306526, -276625.3249129833], [13537277.555306526, -276704.8694487456], [13537097.27962508, -276704.8694487456], [13537097.27962508, -276808.24646700063], [13536864.127074184, -276808.24646700063], [13536864.127074184, -276938.24151762924], [13536699.93082526, -276938.24151762924], [13536699.93082526, -277057.4038783594], [13536415.44774397, -277057.4038783594], [13536415.44774397, -276146.5111466077]]]"
,187605,SULAWESI,MENTERI,72,SULAWESI TENGAH,06,MOROWALI,IUP,PT,SUGICO PENDRAGON ENERGI,3472062122023003,31/1/IUP/PMDN/2023,1687366800000,1957539600000.0,OPERASI PRODUKSI,4250.0,NIKEL,2,12,I.T,,,"DESA BAHOMOLOE, BAHOMOHONI DAN BENTE","[[[13565267.913641175, -281417.26316053595], [13565267.913641175, -279718.3077250567], [13560578.889337055, -279718.3077250567], [13560578.889337055, -273656.51865307865], [13564454.353733072, -273656.51865307865], [13564454.353733072, -277097.3309707519], [13566783.09558682, -277097.3309707519], [13566783.09558682, -277916.92286986974], [13569845.927700045, -277916.92286986974], [13569845.927700045, -278055.89487821463], [13567335.054691575, -278055.89487821463], [13567335.054691575, -281417.26316053595], [13565267.913641175, -281417.26316053595]]]"
,187648,SULAWESI,BUPATI,72,SULAWESI TENGAH,6,MOROWALI,IUP,PT,SUGICO PENDRAGON ENERGI,3472062122023004,37/1/IUP/PMDN/2023,1689094800000,1957453200000.0,OPERASI PRODUKSI,4429.0,NIKEL DMP,2,12,I.T, ,MW074,"DESA BAHO'EA, LANONA DAN BAHOMANTE KEC. BUNGKU BARAT DAN BUNGKU TENGAH","[[[13529119.358034851, -269220.71495576], [13529119.358034851, -265256.52113821346], [13529130.823942412, -265183.73579321726], [13535320.855547465, -265183.73579321726], [13535320.855547465, -269930.119314195], [13536046.213349465, -269930.119314195], [13536046.213349465, -270958.85627109575], [13536738.620582199, -270958.85627109575], [13536738.620582199, -271857.3495045551], [13537579.08273769, -271857.3495045551], [13537579.08273769, -272407.656987255], [13538419.210934713, -272407.656987255], [13538419.210934713, -273074.06768902525], [13539404.388428226, -273074.06768902525], [13539404.388428226, -273508.6123023077], [13540752.244822752, -273508.6123023077], [13540752.244822752, -274855.8200984581], [13536422.584547834, -274855.8200984581], [13536422.584547834, -272581.58532523806], [13533030.123065922, -272581.58532523806], [13533030.123065922, -269220.71495576], [13529119.358034851, -269220.71495576]]]"
,187650,SULAWESI,BUPATI,72,SULAWESI TENGAH,6,MOROWALI,IUP,PT,DELAPAN INTI POWER,3472062122023005,28/1/IUP/PMDN/2023,1687366800000,1957280400000.0,OPERASI PRODUKSI,4941.0,NIKEL DMP,2,12,I.T, ,MW075,"DESA BAHOMOLEO, BAHOMOHONI, BENTE, IPI, BAHORURU, DAN MATANSALA, KEC. BUNGKU TENGAH, KAB. MOROWALI","[[[13563630.626570584, -281291.300254091], [13565192.154493798, -281291.300254091], [13565192.154493798, -281557.8357203638], [13564840.558116024, -281557.8357203638], [13564840.558116024, -284013.28344921407], [13563043.082298178, -284013.28344921407], [13561249.168704044, -284013.1163044029], [13561248.033245238, -284051.28104124765], [13561249.084991788, -284626.13959527557], [13560971.315255031, -284627.7593468631], [13560119.275872497, -284626.0376365071], [13560119.275872497, -285279.4667073382], [13560120.611706384, -285316.35032692354], [13558923.036624432, -285316.35032692354], [13558923.036624432, -285979.699954032], [13558867.154240053, -285979.699954032], [13557708.98625784, -285979.699954032], [13557639.411576094, -285979.699954032], [13557639.411576094, -284006.1519374605], [13555219.771124206, -284006.1519374605], [13554432.185726846, -284006.1519374605], [13554432.185726846, -283968.1543573917], [13554432.185726846, -282689.3912221897], [13554432.185726846, -279125.04919086903], [13554432.185726846, -278512.0954671839], [13560376.646535207, -278512.0954671839], [13560376.646535207, -279120.25786837563], [13560376.646535207, -281291.300254091], [13560547.299314594, -281291.300254091], [13560578.914049974, -281291.300254091], [13563630.626570584, -281291.300254091]]]"
,187664,SULAWESI,MENTERI,74,SULAWESI TENGGARA,02,KONAWE,IUP,PT,BERKAH TARULI JAYA,3474022122023001,36/1/IUP/PMDN/2023,1689094800000,1987779600000.0,OPERASI PRODUKSI,1130.0,NIKEL,2,12,I.T,,HKON68,"KEC ROUTA, KAB KONAWE","[[[13537145.827279529, -339102.7542284957], [13537145.827279529, -337904.38396132545], [13539625.778182494, -337904.38396132545], [13540067.963912854, -337904.38396132545], [13540067.963912854, -341298.2491099555], [13536487.186921889, -341298.2491099555], [13536487.186921889, -340003.86218996014], [13536487.186921889, -339102.7542284957], [13537145.827279529, -339102.7542284957]]]"
,187668,SULAWESI,MENTERI,74,SULAWESI SELATAN,08,LUWU TIMUR,IUP,PT,ANUGERAH JAYA BUANA,3474082122023002,34/1/IUP/PMDN/2023,1689094800000,1936026000000.0,OPERASI PRODUKSI,2800.0,NIKEL,2,12,I.T,,BCAU68,"KEC. TOWOTI DAN WASUPONDA, KAB. LUWU TIMUR","[[[13509730.063086953, -316295.8392585791], [13510251.811306413, -316295.8392585791], [13510251.811306413, -316765.41216605407], [13510444.61054189, -316765.41216605407], [13510444.61054189, -317228.94937486586], [13510602.807894774, -317228.94937486586], [13510602.807894774, -318157.73189592484], [13510753.089207344, -318157.73189592484], [13510753.089207344, -319086.5211580033], [13510903.370519914, -319086.5211580033], [13510903.370519914, -322343.3897611627], [13509872.675711127, -322343.3897611627], [13509872.675711127, -324997.1036532739], [13508890.033852963, -324997.1036532739], [13508890.033852963, -327351.24628460465], [13511114.44463093, -327351.24628460465], [13511114.44463093, -328050.9459542599], [13510930.860200258, -328050.9459542599], [13510930.860200258, -331353.3788159605], [13510005.238634309, -331353.3788159605], [13510005.238634309, -331246.4917476837], [13509594.809905639, -331246.4917476837], [13509594.809905639, -331032.4702048025], [13509141.399385756, -331032.4702048025], [13509141.399385756, -330775.5333756657], [13508684.896744361, -330775.5333756657], [13508684.896744361, -330475.89833578217], [13508536.718145652, -330475.89833578217], [13508536.718145652, -330208.4659933059], [13508342.341958264, -330208.4659933059], [13508342.341958264, -329876.7541713857], [13508201.986670732, -329876.7541713857], [13508201.986670732, -329555.7255649198], [13508040.01681162, -329555.7255649198], [13508040.01681162, -329213.20924879215], [13507877.923165252, -329213.20924879215], [13507877.923165252, -328828.0575683358], [13507672.878897099, -328828.0575683358], [13507672.878897099, -328474.92289886647], [13507499.993494002, -328474.92289886647], [13507499.993494002, -328132.50253588805], [13507230.167516109, -328132.50253588805], [13507230.167516109, -327822.19161402114], [13506938.603179362, -327822.19161402114], [13506938.603179362, -327576.0675596272], [13506646.946113486, -327576.0675596272], [13506646.946113486, -327319.23076133983], [13506452.600872919, -327319.23076133983], [13506452.600872919, -326805.62073012855], [13506733.466070758, -326805.62073012855], [13506733.466070758, -326484.6000702155], [13506970.885831688, -326484.6000702155], [13506970.885831688, -326217.0834848875], [13507294.949225849, -326217.0834848875], [13507294.949225849, -325831.84823662014], [13507489.201737287, -325831.84823662014], [13507489.201737287, -325607.03021844005], [13507986.026858585, -325607.03021844005], [13507986.026858585, -325125.50415909704], [13508323.97424228, -325125.50415909704], [13508323.97424228, -324846.9369405039], [13508424.069054862, -324846.9369405039], [13508424.069054862, -324740.396108645], [13509033.203074588, -324740.396108645], [13509033.203074588, -324290.9809678885], [13509407.236563658, -324290.9809678885], [13509407.236563658, -323873.6440421667], [13509674.40334156, -323873.6440421667], [13509674.40334156, -322279.29930824816], [13509469.111610187, -322279.29930824816], [13509469.111610187, -321722.89021137485], [13509296.47367032, -321722.89021137485], [13509296.47367032, -321187.87787687464], [13509102.097482933, -321187.87787687464], [13509102.097482933, -320620.7611372337], [13508875.46959003, -320620.7611372337], [13508875.46959003, -320160.64814907213], [13508616.187905619, -320160.64814907213], [13508616.187905619, -319721.9308948555], [13508346.238140443, -319721.9308948555], [13508346.238140443, -319326.0339166511], [13508119.486460272, -319326.0339166511], [13508119.486460272, -318812.42558543413], [13507892.734891418, -318812.42558543413], [13507892.734891418, -318213.24424153846], [13507703.368081117, -318213.24424153846], [13507703.368081117, -317637.10019023955], [13509730.063086953, -317637.10019023955], [13509730.063086953, -316295.8392585791]]]"
,187692,SULAWESI,MENTERI,73,SULAWESI SELATAN,24,LUWU TIMUR,IUP,PT,MITRA BERKARYA SEJATI,1473242122023004,39/1/IUP/PMDN/2023,1690304400000,1930150800000.0,OPERASI PRODUKSI,3807.0,NIKEL,2,12,I.T,,,KEC KALAENA DAN ANGKONA,"[[[13453042.746061165, -266481.17735261045], [13455392.20569667, -266481.17735261045], [13455393.72086626, -267123.2791814357], [13456250.417188374, -267123.2791814357], [13456248.252580874, -268193.4445130342], [13458249.06580511, -268193.53732416005], [13458252.7455822, -267379.105502421], [13460221.245207276, -267379.105502421], [13460219.730037691, -267913.1048121098], [13462378.740614807, -267913.1048121098], [13462378.740614807, -267531.9020672619], [13463458.230541278, -267531.9329298931], [13463456.49885528, -268185.58331063413], [13466766.61486083, -268191.2779916371], [13466760.244936941, -271211.19795337203], [13459666.07019377, -271211.19795337203], [13459666.07019377, -269921.32956543873], [13458663.978371538, -269921.32956543873], [13458663.978371538, -269102.3697641372], [13456485.208473489, -269102.3697641372], [13456485.208473489, -270058.46804399096], [13454631.708116278, -270058.46804399096], [13454631.708116278, -269225.9206590997], [13453044.199337112, -269225.9206590997], [13453042.746061165, -266481.17735261045]]]"
,187711,SULAWESI,GUBERNUR,72,SULAWESI TENGAH,12,MOROWALI UTARA,IUP,PT,COCOMAN,3472062122014012,540/691/DISESDM-G.ST/2016,1473872400000,1789405200000.0,OPERASI PRODUKSI,190.0,NIKEL DMP,2,12,CNC-3, ,MW164,DESA MONDOWE DAN KOROMATANTU KEC. PETASIA,"[[[13504968.928465724, -225903.1051418654], [13504974.494440263, -225901.47473638336], [13505290.208872624, -225901.47473638336], [13505290.208872624, -225183.94336841494], [13505466.155561717, -225183.94336841494], [13505466.155561717, -224982.51518702894], [13505473.458342947, -224978.69087701762], [13506231.097906725, -224978.69087701762], [13506233.332311552, -224982.51518702894], [13506233.332311552, -225374.23276312533], [13506092.018451877, -225374.23276312533], [13506092.018451877, -226829.41209741877], [13504679.807035211, -226829.41209741877], [13504679.807035211, -226435.66161500936], [13504968.928465724, -226435.66161500936], [13504968.928465724, -225903.1051418654]]]"
,187739,SULAWESI,MENTERI,73,SULAWESI SELATAN,24,LUWU TIMUR,IUP,PT,PARAMOS REZEKI INDAH,3473242122023019,35/1/IUP/PMDN/2023,1689094800000,1936026000000.0,OPERASI PRODUKSI,6639.0,NIKEL,2,12,I.T,,KGVZ46,"KEC. NUHA, KAB. LUWU TIMUR","[[[13527358.988676842, -325966.9373816639], [13525565.508004209, -325966.9373816639], [13525565.508004209, -326810.3270329099], [13525627.352215234, -326810.3270329099], [13525627.352215234, -327633.8752434268], [13521978.546658942, -327633.8752434268], [13521978.546658942, -330936.11113961384], [13520886.038585937, -330936.11113961384], [13520886.038585937, -329889.8517103774], [13516536.260430006, -329889.8517103774], [13516536.260430006, -326807.4785281328], [13524272.934093326, -326822.40255372884], [13524272.934093326, -324369.3460110743], [13525936.913128773, -324368.8505559111], [13525936.573047731, -322104.30467193533], [13527853.742031097, -322104.30467193533], [13527853.742031097, -321481.6699234969], [13528361.822666116, -321484.9209043695], [13528361.822666116, -319992.15821072686], [13530203.820157697, -319992.15821072686], [13530203.820157697, -318320.2749018975], [13531749.924208859, -318320.2749018975], [13531749.924208859, -318166.9891532281], [13531749.924208859, -317500.50277814135], [13531811.768308567, -317500.50277814135], [13531811.768308567, -316878.1382914918], [13533728.937403265, -316878.1382914918], [13533728.937403265, -315428.8352196087], [13533790.781502973, -315428.8352196087], [13533790.781502973, -314605.0567704262], [13539418.600253658, -314605.0567704262], [13539418.600253658, -316616.92693148664], [13536619.96636148, -316616.92693148664], [13536619.96636148, -319434.86133916705], [13532490.415227732, -319434.86133916705], [13532490.415227732, -319474.4603222808], [13532490.415227732, -320905.5112036403], [13531216.580172013, -320905.5112036403], [13531216.580172013, -320949.1664678161], [13531216.580172013, -322128.4855723974], [13529381.44741947, -322128.4855723974], [13529381.44741947, -322179.94367732364], [13529381.44741947, -323057.33475103247], [13527358.988676842, -323057.33475103247], [13527358.988676842, -323091.45459674194], [13527358.988676842, -325966.9373816639]]]"
,187745,SULAWESI,GUBERNUR,72,SULAWESI TENGAH,01,BANGGAI,IUP,PT,PRIMA BANGUN PERSADA NUSANTARA,3472012122014030,43/1/IUP/PMDN/2023,1693501200000,2324653200000.0,OPERASI PRODUKSI,450.0,NIKEL,2,12,I.T,,,,"[[[13686731.393032989, -80074.88109776628], [13686731.393032989, -79719.19977645723], [13686731.392699022, -79719.18741903226], [13692281.894163432, -79719.18741903226], [13692281.894163432, -80693.30998090532], [13690432.766101863, -80693.30998090532], [13690432.766101863, -81621.01039410169], [13689529.85371204, -81621.01039410169], [13689529.85371204, -80074.88109776628], [13686731.393032989, -80074.88109776628]]]"
,187755,SULAWESI,BUPATI,72,SULAWESI TENGAH,06,MOROWALI,IUP,PT,MULTI MENTARI INTERNUSA,3472062122023006,540.3/SK.008/DESDM/I/2011,1294765200000,1925917200000.0,OPERASI PRODUKSI,856.0,NIKEL,2,12,I.T,,,"DESA BAHOEA REKO-REKO, KEC. BUNGKU BARAT","[[[13549159.983323382, -271565.5144345507], [13551347.411317479, -271565.5144345507], [13551347.411317479, -271716.241588034], [13551643.335593397, -271716.241588034], [13551643.335593397, -272631.7495936069], [13552092.015034929, -272631.7495936069], [13552092.015034929, -274091.99356087076], [13552820.539208537, -274091.99356087076], [13552820.539208537, -274879.070376174], [13553286.225819238, -274879.070376174], [13553286.225819238, -275207.7682574039], [13550661.55957824, -275207.7682574039], [13550661.55957824, -274767.956952332], [13550356.667849416, -274767.956952332], [13550356.667849416, -274383.8583112224], [13550060.125082403, -274383.8583112224], [13550060.125082403, -273956.73932356527], [13549814.603822894, -273956.73932356527], [13549814.603822894, -272897.61318819073], [13549602.787544835, -272897.61318819073], [13549602.787544835, -272386.5224238564], [13549391.280512331, -272385.694677102], [13549391.280512331, -272095.3812535562], [13549159.983323382, -272095.3812535562], [13549159.983323382, -271565.5144345507]]]"
,187762,SULAWESI,BUPATI,74,SULAWESI TENGGARA,09,KONAWE UTARA,IUP,PT,MUSHAR UTAMA SULTRA,3474092122023001,577 TAHUN 2013,1387472400000,2018624400000.0,OPERASI PRODUKSI,136.0,NIKEL,2,12,I.T,,JUVO51,KEC MOLAWE,"[[[13600407.766272021, -382141.7886897751], [13601155.46211097, -382141.7886897751], [13601155.46211097, -383980.634824648], [13600407.766272021, -383980.634824648], [13600407.766272021, -382141.7886897751]]]"
,187770,KEPULAUAN MALUKU,MENTERI,82,MALUKU UTARA,02,HALMAHERA TENGAH,IUP,PT,MINERAL JAYA MOLAGINA,1682022122023001,20052200274670002,1719248400000,1971709200000.0,EKSPLORASI,914.5,NIKEL,2,12,CNC,,,DESA SONOF KACEPO,"[[[14412925.946584862, -13401.639681956347], [14413325.150635308, -13401.639681956347], [14413325.150635308, -12805.769902908913], [14413893.807663664, -12805.769902908913], [14413893.807663664, -13241.462941784923], [14414602.541792164, -13241.462941784923], [14414602.541792164, -13001.81628388061], [14415139.658335239, -13001.81628388061], [14415139.658335239, -14794.064346360898], [14415420.740049493, -14794.064346360898], [14415420.740049493, -15141.01108513121], [14415707.387738282, -15141.01108513121], [14415707.387738282, -15372.618070920782], [14415990.324703164, -15372.618070920782], [14415990.324703164, -15497.543729649555], [14416431.582808208, -15497.543729649555], [14416431.582808208, -16184.015966166133], [14416674.630437324, -16184.015966166133], [14416674.630437324, -16377.279588268659], [14417837.300625023, -16377.279588268659], [14417837.300625023, -16607.95916865879], [14418197.233608149, -16607.95916865879], [14418197.233608149, -16314.507657105523], [14418537.995037246, -16314.507657105523], [14418537.995037246, -16698.25193992123], [14416378.706050089, -16698.25193992123], [14416378.706050089, -16432.011889383444], [14414396.600734198, -16432.011889383444], [14414396.600734198, -15956.428778728607], [14412925.946584862, -15956.428778728607], [14412925.946584862, -15662.668096529409], [14412403.672603453, -15662.668096529409], [14412403.672603453, -15043.606257991349], [14412925.946584862, -15043.606257991349], [14412925.946584862, -13401.639681956347]]]"
,187772,KEPULAUAN MALUKU,MENTERI,82,MALUKU UTARA,06,HALMAHERA TIMUR,WIUP,WIUP,BLOK PUMLANGA,1682062122023001,232.K/MB.01/MEM.B/2023,1691712000000,,LELANG,3715.0,NIKEL,2,12,,,,DESA BOLOLO DESA PUMLANGA DAN DESA MARIMOI,"[[[14310624.571416698, 166698.26698491123], [14311471.836417599, 166698.26698491123], [14311471.836417599, 168455.24734213742], [14320241.338550385, 168455.24734213742], [14320241.338550385, 163623.5814599367], [14316663.653792238, 163623.5814599367], [14316663.653792238, 164873.24785830625], [14310624.571416698, 164873.24785830625], [14310624.571416698, 166698.26698491123]]]"
,187774,KEPULAUAN MALUKU,MENTERI,82,MALUKU UTARA,06,HALMAHERA TIMUR,IUP,PT,ANEKA TAMBANG TBK,1682062122023002,81200038033160074,1722531600000,1974992400000.0,EKSPLORASI,4121.0,NIKEL,2,12,CNC,,,DESA MARIMOI,"[[[14306348.047608288, 166698.26698491123], [14310593.649311192, 166698.26698491123], [14310593.649311192, 164845.40868856653], [14316632.73168673, 164845.40868856653], [14316632.73168673, 162253.28632234462], [14312065.540331382, 162253.28632234462], [14312065.540331382, 161554.22210891932], [14310596.741544006, 161554.22210891932], [14310596.741544006, 161050.03097595857], [14310123.633708129, 161050.03097595857], [14310123.633708129, 160685.03444661185], [14308701.217967702, 160685.03444661185], [14308701.217967702, 160307.6656047851], [14307489.072388923, 160307.6656047851], [14307489.072388923, 161514.0105235213], [14306348.047608288, 161514.0105235213], [14306348.047608288, 166698.26698491123]]]"
,187775,KEPULAUAN MALUKU,MENTERI,82,MALUKU UTARA,06,HALMAHERA TIMUR,IUP,PT,WASILE JAYA LESTARI,1682062122023003,06062200203270002,1719248400000,1971709200000.0,EKSPLORASI,2728.0,NIKEL,2,12,CNC,,,DESA LOLOBATA,"[[[14271638.011999173, 139712.09210799116], [14273001.67576139, 139712.09210799116], [14273001.67576139, 140614.09057959088], [14274320.626157701, 140614.09057959088], [14274320.626157701, 142333.78118372496], [14276013.486367116, 142333.78118372496], [14276013.486367116, 143304.97792572595], [14278487.252804462, 143304.97792572595], [14278487.252804462, 141016.17559133674], [14276400.01235208, 141016.17559133674], [14276400.01235208, 139593.41567923233], [14275085.823980944, 139593.41567923233], [14275085.823980944, 139160.40316984314], [14278135.143132502, 139160.40316984314], [14278135.143132502, 137954.1574833954], [14277581.854316443, 137954.1574833954], [14277581.854316443, 136416.17038123574], [14276144.565067528, 136416.17038123574], [14276144.565067528, 137361.70699189664], [14275487.409043986, 137361.70699189664], [14275487.409043986, 138104.62864723068], [14272952.69518544, 138104.62864723068], [14272952.69518544, 137226.6390406328], [14268665.472349454, 137226.6390406328], [14268665.472349454, 138104.62864723068], [14271638.011999173, 138104.62864723068], [14271638.011999173, 139712.09210799116]]]"
,187778,KEPULAUAN MALUKU,MENTERI,82,MALUKU UTARA,06,HALMAHERA TIMUR,WIUP,WIUP,BLOK WAILUKUM,1682062122023004,230.K/MB.01/MEM.B/2023,1691712000000,,LELANG,217.0,NIKEL,2,12,,,,DESA WAILUKUM DAN MABA SANGAJI,"[[[14276724.694237337, 79706.82999052473], [14276969.597117081, 79706.82999052473], [14276969.597117081, 79473.04085886791], [14277730.280267067, 79473.04085886791], [14277730.280267067, 78528.60810647863], [14277923.852505088, 78528.60810647863], [14277923.852505088, 77085.67646737015], [14277567.93938009, 77085.67646737015], [14277567.93938009, 76649.33415958218], [14277234.29015326, 76649.33415958218], [14277234.29015326, 76229.38217017439], [14277037.934927963, 76229.38217017439], [14277037.934927963, 75763.66261330179], [14276724.694237337, 75763.66261330179], [14276724.694237337, 77642.93329264385], [14277279.12719512, 77642.93329264385], [14277279.12719512, 77836.51990928694], [14277787.79537441, 77836.51990928694], [14277787.79537441, 78359.76073891943], [14277587.420290982, 78359.76073891943], [14277587.420290982, 79272.65025958323], [14276969.597117081, 79272.65025958323], [14276969.597117081, 78560.15098334831], [14276724.694237337, 78560.15098334831], [14276724.694237337, 79706.82999052473]]]"
,187788,KEPULAUAN MALUKU,MENTERI,82,MALUKU UTARA,02,KAB. HALMAHERA TENGAH,IUP,PT,ANEKA TAMBANG TBK,1682022122023002,81200038033160073                                                                                   ,1722556800000,1975017600000.0,EKSPLORASI,615.7,NIKEL,2,12,CNC,,,LILIEF SAWAI,"[[[14241475.377477648, 66671.69406066035], [14243852.048606083, 66671.69406066035], [14243852.048606083, 65369.18624107429], [14242182.874735275, 65369.18624107429], [14242182.874735275, 62895.294734263254], [14243234.534677723, 62895.294734263254], [14243234.534677723, 62462.05542681735], [14243419.44870839, 62462.05542681735], [14243419.44870839, 62156.5307395612], [14241475.377477648, 62156.5307395612], [14241475.377477648, 66671.69406066035]]]"
,187931,SULAWESI,BUPATI,74,SULAWESI TENGGARA,09,KONAWE UTARA,IUP,PT,SUJUD BUMI BERKAH,3474092122014080,71 TAHUN 2012,1329325200000,1928941200000.0,OPERASI PRODUKSI,168.0,NIKEL,2,12,CNC-16, ,KW 08 ME ER 026,KEC. LASOLO,"[[[13616564.714235144, -379244.208228846], [13619768.600499678, -379238.7439286426], [13619767.598624248, -379649.4593497652], [13619310.966073016, -379649.4593497652], [13619310.966073016, -380098.53826068685], [13618148.233991679, -380099.2073640168], [13618148.233991679, -379565.48726644606], [13616562.487845333, -379565.48726644606], [13616564.714235144, -379244.208228846]]]"
