,objectid,pulau,pejabat,id_prov,nama_prov,id_kab,nama_kab,jenis_izin,badan_usaha,nama_usaha,kode_wiup,sk_iup,tgl_berlaku,tgl_akhir,kegiatan,luas_sk,komoditas,kode_golongan,kode_jnskom,cnc,generasi,kode_wil,lokasi,geometry
786,159686,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,PT,KALIMANTAN PERSADA COAL,3364023032014353,540/964/IUP-OP/DPMPTSP/V/2019,1558630800000,1874250000000,OPERASI PRODUKSI,4185,BATUBARA,3,3,CNC-8,,,"SEBULU, TENGGARONG","[[[13029446.127561051, -32468.36215070678], [13030874.022669446, -32468.36215070678], [13030874.022669446, -34097.99036872231], [13031801.759305729, -34097.99036872231], [13031801.759305729, -30733.64922877823], [13032074.492058167, -30733.871870344214], [13032074.492058167, -31556.755357596976], [13032642.221461209, -31556.755357596976], [13032642.221461209, -33524.3529724684], [13033657.009939289, -33524.68693555336], [13033657.009939289, -38838.94244734307], [13032655.80243909, -38838.38583957143], [13032655.134522147, -38034.421878378336], [13031647.136533014, -38034.421878378336], [13031647.136533014, -38659.04683038024], [13031028.64544216, -38659.04683038024], [13031028.64544216, -41887.37645331884], [13028072.556364154, -41889.491569258535], [13028071.554488728, -39932.12069029623], [13026112.108811783, -39932.12069029623], [13026112.108811783, -38810.55545128144], [13026371.817183806, -38810.55545128144], [13026371.817183806, -38659.04683038024], [13028143.689518768, -38659.04683038024], [13028143.689518768, -38359.03533453053], [13028644.62722734, -38359.03533453053], [13028644.62722734, -39571.21589173171], [13029448.576589843, -39571.21589173171], [13029448.576589843, -36540.82274353757], [13030410.265670808, -36540.82274353757], [13030410.265670808, -35715.15283417719], [13029018.772035887, -35715.15283417719], [13029018.772035887, -36203.7418444764], [13028394.158373052, -36203.7418444764], [13028394.158373052, -37106.6691458337], [13027784.906799937, -37106.6691458337], [13027784.906799937, -36704.68773523576], [13027391.058441516, -36704.68773523576], [13027392.282955911, -35977.98230289401], [13026861.622943297, -35977.42569658618], [13026861.622943297, -35726.95288526222], [13026560.392401213, -35726.95288526222], [13026558.833928347, -35418.59309983833], [13026276.527699687, -35418.50404287114], [13026276.527699687, -34895.38354463305], [13026112.108811783, -34895.38354463305], [13026112.108811783, -33962.51262012048], [13029445.90492207, -33962.51262012048], [13029446.127561051, -32468.36215070678]]]"
787,159696,KALIMANTAN,BUPATI,62,KALIMANTAN TENGAH,13,BARITO TIMUR,IUP,PT,TAMBANG ANEKA MINERAL,3362133032014129,487 TAHUN 2010,1293642000000,1924794000000,OPERASI PRODUKSI,1666,BATUBARA,3,3,CNC-7,,,"DESA JAWETEN DAN KARANG LANGIT KEC. DUSUN TIMUR, KARUSEN JANANG DAN AWANG KAB. BARITO TIMUR","[[[12814527.709258469, -222684.20850554333], [12817477.675764486, -222684.20850554333], [12817477.675764486, -224568.5579619276], [12818532.093981285, -224568.5579619276], [12818532.093981285, -225345.16023792935], [12820652.730280899, -225345.16023792935], [12820652.730280899, -224568.5579619276], [12822187.15814199, -224568.5579619276], [12822187.15814199, -227330.67968952193], [12817140.600346364, -227330.67968952193], [12817140.600346364, -225840.17352816754], [12816692.316756947, -225840.17352816754], [12816692.316756947, -224655.10684577475], [12816444.853528904, -224655.10684577475], [12816444.853528904, -224373.62819472386], [12816095.421647312, -224373.62819472386], [12816095.421647312, -224123.00451610863], [12815736.750247972, -224123.00451610863], [12815736.750247972, -223770.23835093298], [12815427.504702544, -223770.23835093298], [12815427.504702544, -223414.46539962487], [12815099.780121654, -223414.46539962487], [12815099.780121654, -223036.9725676543], [12814527.709258469, -223036.9725676543], [12814527.709258469, -222684.20850554333]]]"
788,159713,KALIMANTAN,BUPATI,62,KALIMANTAN TENGAH,3,KAPUAS,IUP,PT,TRI OETAMA PERSADA,3362033032014049,267/DISTAMBEN TAHUN 2011,1311094800000,1942160400000,OPERASI PRODUKSI,10000,BATUBARA,3,3,CNC-3,,09/BB/25/TOEP,,"[[[12745222.086721923, -129529.13017433324], [12745222.086721923, -126566.2101804923], [12749696.128376389, -126566.2101804923], [12749696.128376389, -128836.3582306394], [12750469.7988374, -128836.3582306394], [12750469.7988374, -134605.71926981723], [12733299.101341015, -134605.71926981723], [12733299.101341015, -129529.13017433324], [12745222.086721923, -129529.13017433324]]]"
789,159752,KALIMANTAN,MENTERI,63,KALIMANTAN SELATAN,10,KAB. TANAH BUMBU,IUP,PT,ASTRI MINING RESOURCES,3363103032014078,641/1/IUP/PMDN/2021,1625616000000,1943136000000,OPERASI PRODUKSI,24,BATUBARA,3,3,CNC-14,,,"DESA BATU AMPAR, KEC. SIMPANG EMPAT, KAB. TANAH BUMBU","[[[12913240.280075863, -361053.358635707], [12914539.007505557, -361053.358635707], [12914539.007505557, -361276.3546520938], [12914338.013931036, -361276.3546520938], [12914338.013931036, -361232.99426864204], [12913240.280075863, -361232.99426864204], [12913240.280075863, -361053.358635707]]]"
790,160278,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,CV,ARIMBI PRIMA COAL,3364023032014248,503/58/IUP-OP/DPMPTSP/I/2018,1515430800000,1830877200000,OPERASI PRODUKSI,92.48,BATUBARA,3,3,CNC-3,,KTN 2010 2902 OP,SAMBOJA,"[[[13014699.300657194, -111294.19133518903], [13014699.300657194, -110642.31706817435], [13015944.297842223, -110642.31706817435], [13015944.297842223, -110903.95732647897], [13016240.519007223, -110903.95732647897], [13016240.519007223, -111294.19133518903], [13014699.300657194, -111294.19133518903]]]"
791,160279,KALIMANTAN,GUBERNUR,63,KALIMANTAN SELATAN,5,TAPIN,IUP,PT,ENERGI BATUBARA LESTARI,3363053032014018,503/11.5-29/DPMPTSP/X/2020,1603213200000,1907427600000,OPERASI PRODUKSI,1894.5,BATUBARA,3,3,CNC-1,,TP10A01OP,"KEC. LOKPAIKAT, PIANI, DAN BUNGUR, KAB. TAPIN","[[[12829571.31392478, -328537.6851611049], [12829571.31392478, -331324.39668501774], [12829231.170986762, -331324.39668501774], [12829231.170986762, -330488.3766168417], [12827863.178232193, -330488.3766168417], [12827863.178232193, -330822.7839625521], [12827685.06704692, -330822.7839625521], [12827685.06704692, -331324.39668501774], [12827177.102072857, -331324.39668501774], [12826318.5366965, -331324.39668501774], [12825860.66426878, -331324.39668501774], [12825860.66426878, -333182.2394790932], [12823077.67699895, -333182.2394790932], [12823077.67699895, -330395.48588576587], [12824129.027695853, -330395.48588576587], [12824129.027695853, -328537.6851611049], [12829571.31392478, -328537.6851611049]], [[12826202.662457423, -329639.9768781561], [12826202.662457423, -330437.2867228028], [12827073.737472873, -330437.2867228028], [12827073.737472873, -329131.2494457762], [12826550.535866149, -329131.2494457762], [12826550.535866149, -329322.2929242738], [12826295.428662641, -329322.2929242738], [12826295.428662641, -329639.9768781561], [12826202.662457423, -329639.9768781561]]]"
792,160297,KALIMANTAN,MENTERI,63,KALIMANTAN SELATAN,10,KAB. TANAH BUMBU,IUP,PT,GRAND ANUGRAH JAYA,3363103032014129,12920005520470007,1703116800000,1994544000000,OPERASI PRODUKSI,1235,BATUBARA,3,3,CNC-25,,,KALIMANTAN SELATAN,"[[[12869003.151305478, -404626.8182334439], [12866053.184799463, -404626.8182334439], [12866053.184799463, -400475.0038951587], [12868548.596755186, -400475.0038951587], [12868548.596755186, -400081.5198358468], [12869003.151305478, -400081.5198358468], [12869003.151305478, -404626.8182334439]]]"
793,160300,SUMATERA,GUBERNUR,15,JAMBI,9,TEBO,IUP,PT,ELYON COAL TEBO,2115093032016065,99/KEP.KA.DPM-PTSP-6.1/IUPOP/V /2019,1427475600000,2058541200000,OPERASI PRODUKSI,1489,BATUBARA,3,3,CNC-18,,,"SUO-SUO, SUMAI, MUARO TEBO","[[[11414731.508047787, -140706.87934454586], [11419524.430506205, -140706.87934454586], [11419524.430506205, -143645.2069265052], [11415813.780850206, -143645.2069265052], [11415813.780850206, -146274.26266367853], [11414731.532760713, -146274.27502339354], [11414733.566901771, -142209.1836823988], [11415457.143591922, -142209.1836823988], [11415457.143591922, -142408.27247721143], [11416080.532740366, -142408.27247721143], [11416080.532740366, -142584.31251704073], [11416781.845532365, -142584.31251704073], [11416781.845532365, -141753.55145824153], [11416425.623161828, -141753.55145824153], [11416425.623161828, -141553.12695540005], [11415835.62986062, -141553.12695540005], [11415835.62986062, -141352.70259231736], [11415334.692152048, -141352.70259231736], [11415334.692152048, -141233.5615092936], [11414733.566901771, -141233.5615092936], [11414731.508047787, -140706.87934454586]]]"
794,160350,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,CV,JAYA PRIMA,3364023032014351,503/420/IUP-OP/DPMPTSP/II/2019,1553187600000,1868720400000,OPERASI PRODUKSI,162.1,BATUBARA,3,3,CNC -22,,KTN 2009 1693 ER,"KEC. SAMBOJA, KUKAR","[[[13019587.450817415, -112252.91066741878], [13019587.450817415, -111548.4838491092], [13020532.775933223, -111548.4838491092], [13020532.775933223, -110799.41253707328], [13020824.432999114, -110799.41253707328], [13020824.432999114, -110935.46550633859], [13021289.414512144, -110935.46550633859], [13021289.414512144, -111093.22911899489], [13021578.62254923, -111093.22911899489], [13021578.62254923, -111333.60399117858], [13021288.18999775, -111333.7436070853], [13021288.18999775, -111634.43564957583], [13021133.567225035, -111634.43564957583], [13021133.567225035, -111943.72869525949], [13020978.944452325, -111943.72869525949], [13020978.944452325, -112252.91066741878], [13020574.85470075, -112252.91066741878], [13019587.450817415, -112252.91066741878]]]"
795,160351,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,CV,WULU BUMI SAKTI,3364023032014019,503/1206/IUP-OP/DPMPTSP/VII/2019,1562518800000,1878051600000,OPERASI PRODUKSI,84,BATUBARA,3,3,CNC-1,,KTN 2009 1794 OP,SAMBOJA,"[[[13027118.548328048, -114296.27949921656], [13027061.330109783, -114296.27949921656], [13027061.330109783, -114287.92919693392], [13026702.658710442, -114287.92919693392], [13026702.658710442, -113811.62827838254], [13026600.57873739, -113811.62827838254], [13026600.57873739, -114176.59185184835], [13026442.95033842, -114176.59185184835], [13026442.95033842, -114296.27949921656], [13026223.984900039, -114296.27949921656], [13026223.984900039, -113258.72810134898], [13027118.548328048, -113258.72810134898], [13027118.548328048, -114296.27949921656]]]"
796,160359,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,12,KOTA SAMARINDA,IUP,KOPERASI,PERTAMBANGAN BARA SUMBER MAKMUR,3364723032014015,503/1801/IUP-OP/DPMPTSP/2018,1540141200000,1855674000000,OPERASI PRODUKSI,87.51,BATUBARA,3,3,CNC-16,,OP.06BB056.11,"KEL. LOK BAHU, KEC. SUNGAI KUNJANG, KOTA SAMARINDA","[[[13031927.661649814, -49383.26666343143], [13031927.661649814, -49991.31217244308], [13032127.034857815, -49991.31217244308], [13032127.034857815, -50793.72810655275], [13031653.481743986, -50793.72810655275], [13031653.481743986, -49383.26666343143], [13031927.661649814, -49383.26666343143]], [[13031827.028830139, -52808.454704613156], [13031653.593063477, -52808.454704613156], [13031653.593063477, -51599.81850798935], [13032026.958635593, -51599.81850798935], [13032026.958635593, -52204.19203359205], [13031827.028830139, -52204.19203359205], [13031827.028830139, -52808.454704613156]]]"
797,160374,SUMATERA,GUBERNUR,18,LAMPUNG,11,MESUJI,IUP,PT,INDOTEX PRATAMA JAYA,3118113032014003,540/7460/KEP/V.16/2018,1529600400000,2160752400000,OPERASI PRODUKSI,4795,BATUBARA,3,3,CNC-7,,181104201001,"KEC MESUJI, KAB SIMPANG PEMATANG DAN MESUJI","[[[11736945.520451797, -434316.5176232998], [11736945.687542353, -434316.78964967467], [11736945.687542353, -437431.8181198322], [11724321.16673047, -437430.7059880585], [11724321.16673047, -436694.26812087523], [11727730.994052954, -436694.26812087523], [11727730.994052954, -431999.5241332643], [11728627.783870786, -431999.5241332643], [11728627.783870786, -430613.3273900019], [11729512.10590565, -430613.3273900019], [11729512.10590565, -430613.21581671113], [11729527.80195385, -430613.21581671113], [11729527.80195385, -428878.37858742685], [11732629.051647862, -428878.37858742685], [11732629.051647862, -429804.4244797916], [11731070.578776756, -429804.4244797916], [11731070.578776756, -432552.4911038124], [11730692.203827549, -432552.04480148014], [11730692.203827549, -435922.80363863934], [11732859.705632787, -435922.80363863934], [11732859.705632787, -433058.3761595016], [11733455.932825476, -433058.3761595016], [11733455.932825476, -430984.0861654475], [11733551.357785413, -430983.7514442622], [11734187.524518969, -430983.7514442622], [11734187.524518969, -432492.24030786345], [11735523.358408488, -432492.24030786345], [11735523.358408488, -434316.5176232998], [11736945.520451797, -434316.5176232998]]]"
798,160377,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,1,PASER,IUP,PT,NUANSA SAKTI KENCANA,3364013032014015,503/1297/IUP-OP/DPMPTSP/VIII/2018,1533488400000,1849107600000,OPERASI PRODUKSI,203.739,BATUBARA,3,3,CNC-1,,0172ET0003,"DESA PETANGIS, KEC. BATU ENGAU, KAB. PASER","[[[12931919.381385429, -231994.57149451633], [12933535.987854972, -231994.57149451633], [12933535.987854972, -233274.36257822564], [12932358.784239843, -233274.36257822564], [12932358.784239843, -233251.4649957194], [12931919.381385429, -233251.4649957194], [12931919.381385429, -231994.57149451633]]]"
799,160389,KALIMANTAN,BUPATI,63,KALIMANTAN SELATAN,11,BALANGAN,IUP,CV,KARISMA,3363113032014006,188.45/257/KUM TAHUN 2014,1398272400000,2029338000000,OPERASI PRODUKSI,193,BATUBARA,3,3,CNC-1,,63 11 03,"DESA BARAMBAN, PIYAIT, KEC. AWAYAN, KAB. BALANGAN","[[[12863078.48065356, -272708.81598262594], [12863078.48065356, -271485.66312575876], [12864837.947099175, -271485.66312575876], [12864837.947099175, -272503.3057374476], [12863857.717089105, -272503.3057374476], [12863857.717089105, -272708.81598262594], [12863078.48065356, -272708.81598262594]]]"
800,160391,KALIMANTAN,GUBERNUR,62,KALIMANTAN TENGAH,13,BARITO TIMUR,IUP,PT,BARA MERATUS,3362133032014048,570/16/DESDM-IUPOP/III/DPMPTSP-2019,1503939600000,1819472400000,OPERASI PRODUKSI,1785,BATUBARA,3,3,CNC-1,,KPL-26/ZA/2005,"DESA AWANG DAN PATANGKEP TUTUI, KAB. BARITO TIMUR","[[[12837796.599780004, -224540.71083949457], [12837796.599780004, -226985.03621239058], [12834828.042919023, -226985.03621239058], [12834828.042919023, -222684.20850554333], [12836064.913781218, -222684.20850554333], [12836064.913781218, -219713.86620893335], [12837796.599780004, -219713.86620893335], [12837796.599780004, -224540.71083949457]]]"
801,160396,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,3,BERAU,IUP,PT,MARINA BARA LESTARI,3364033032014003,503/1279/IUP-OP/DPMPTSP/VII/2017,1501434000000,2132586000000,OPERASI PRODUKSI,2688,BATUBARA,3,3,CNC-14,,540/SG.MBL.10/DPE.PU/IV/10,"KAMPUNG GUNUNG SARI, KEC. SEGAH, KAB. BERAU","[[[13040340.18688855, 242846.463611617], [13040340.18688855, 242185.75038558347], [13042505.35098448, 242185.75038558347], [13042505.35098448, 242758.5688847091], [13042951.964781541, 242758.5688847091], [13042951.964781541, 241919.7279895178], [13043662.183132805, 241919.7279895178], [13043662.183132805, 243290.8395592247], [13043998.367995, 243290.8395592247], [13043998.367995, 243993.88950319376], [13045192.82613121, 243993.88950319376], [13045192.82613121, 242465.58679437844], [13046116.777904788, 242465.58679437844], [13046116.777904788, 242133.50391025763], [13045432.16303642, 242133.50391025763], [13045432.16303642, 241632.20593142128], [13046503.947093775, 241632.20593142128], [13046503.947093775, 241332.65325150348], [13046840.354594953, 241332.65325150348], [13046840.354594953, 241046.13478588735], [13047086.148030624, 241046.13478588735], [13047086.148030624, 240767.63752090462], [13047304.22291308, 240767.63752090462], [13047304.22291308, 240481.34281077073], [13048035.814606575, 240481.34281077073], [13048035.814606575, 239414.14733689406], [13047596.10261794, 239414.14733689406], [13047596.10261794, 238314.65336975534], [13048597.978035081, 238314.65336975534], [13048597.978035081, 239107.80331973132], [13048746.144277332, 239107.80331973132], [13048746.144277332, 239375.15806769836], [13050167.582855264, 239375.15806769836], [13050167.582855264, 239582.46968454772], [13050619.651307385, 239582.46968454772], [13050619.651307385, 239881.12807927033], [13051178.47515116, 239881.12807927033], [13051178.47515116, 236656.17980223813], [13050798.987007044, 236656.17980223813], [13050798.987007044, 237059.32286186508], [13049232.499132607, 237059.32286186508], [13049232.499132607, 236661.7496087211], [13047154.275558982, 236661.7496087211], [13047154.275558982, 237759.00500986225], [13046375.929679358, 237759.00500986225], [13046375.929679358, 238731.50222333297], [13045663.484938284, 238731.50222333297], [13045663.484938284, 241098.71512105264], [13039655.905978637, 241098.71512105264], [13039655.905978637, 241915.3834061389], [13037312.074099993, 241915.3834061389], [13037312.074099993, 242154.5584580581], [13037822.251326302, 242154.5584580581], [13037822.251326302, 242846.463611617], [13040340.18688855, 242846.463611617]]]"
802,160420,SUMATERA,GUBERNUR,15,JAMBI,4,BATANGHARI,IUP,PT,BATU HITAM JAYA,2115043032020001,241/KEP.KA.DPM-PTSP-6.1/IUPOP/XI/2019,1571936400000,1971882000000,OPERASI PRODUKSI,2000,BATUBARA,3,3,CNC-2,,,BATIN XXIV,"[[[11454454.810245603, -196695.6412163715], [11459866.162012555, -196695.6412163715], [11459866.162012555, -200408.0519429616], [11454454.810245603, -200408.0519429616], [11454454.810245603, -196695.6412163715]]]"
803,160421,SUMATERA,GUBERNUR,15,JAMBI,4,BATANGHARI,IUP,PT,BATU HITAM SUKSES,2115043032020002,239/KEP.KA.DPM-PTSP-6.1/IUPOP/XI/2019,1574614800000,1971882000000,OPERASI PRODUKSI,1945,BATUBARA,3,3,CNC-2,,,BATIN XXIV,"[[[11449198.081251368, -196695.6412163715], [11454454.810245603, -196695.6412163715], [11454454.810245603, -200408.0519429616], [11449198.081251368, -200408.0519429616], [11449198.081251368, -196695.6412163715]]]"
804,160422,SUMATERA,GUBERNUR,15,JAMBI,4,BATANGHARI,IUP,PT,ALAM SEMESTA SUKSES BATU BARA,2115043032020003,240/KEP.KA.DPM-PTSP-6.1/IUPOP/XI/2019,1574614800000,1971882000000,OPERASI PRODUKSI,1945,BATUBARA,3,3,CNC-2,,,BATIN XXIV,"[[[11459866.162012555, -196695.6412163715], [11462494.526509678, -196695.6412163715], [11462494.526509678, -204120.53054372434], [11459866.162012555, -204120.53054372434], [11459866.162012555, -196695.6412163715]]]"
805,160426,KALIMANTAN,MENTERI,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,PT,SILAU KENCANA,3364023032014091,6/1/IUP/PMA/2021,1612717200000,2243782800000,OPERASI PRODUKSI,4774,BATUBARA,3,3,CNC-22,IUP PMA,005-09,"KEC. KEMBANG JANGGUT, KAB. KUK","[[[12941485.696076855, 32050.57475791682], [12941485.696744766, 35314.872464071246], [12950809.242773717, 35315.50988924421], [12950809.229304064, 35526.88849040042], [12950809.22329281, 35527.15209904647], [12955889.2136711, 35527.131281978174], [12955889.2136711, 32050.57475791682], [12941485.696076855, 32050.57475791682]]]"
806,160851,KALIMANTAN,MENTERI,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,PT,TANUR JAYA,3364023032014093,11/1/IUP/PMA/2020,1583514000000,2214579600000,OPERASI PRODUKSI,5000,BATUBARA,3,3,CNC-13,IUP PMA,KW KTN 2,"DS. LONG LALANG, RITAN BARU, K","[[[12938017.83423027, 50094.409550623786], [12935160.943175012, 50094.409550623786], [12935160.943175012, 48267.664288458946], [12933031.9579136, 48267.664288458946], [12933031.9579136, 59367.5416729967], [12938017.83423027, 59367.5416729967], [12938017.83423027, 50094.409550623786]]]"
807,160862,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,KUD,PADAT KARYA,2564023032017001,503/897/IUP-OP/DPMPTSP/V/2018,1526576400000,1810918800000,OPERASI PRODUKSI,25.5,BATUBARA,3,3,I.T,,,KEC. LOA JANAN,"[[[13026457.149807394, -81420.66837354707], [13026628.148901708, -81420.66837354707], [13026628.148901708, -82422.62643344162], [13026117.006869378, -82422.62643344162], [13026117.006869378, -82402.52546492162], [13026136.79702582, -82402.52546492162], [13026136.79702582, -82382.42438588548], [13026156.89631647, -82382.42438588548], [13026156.89631647, -82322.12137635592], [13026176.995718455, -82322.12137635592], [13026176.995718455, -82302.02030059797], [13026196.785874886, -82302.02030059797], [13026196.785874886, -82261.50899158763], [13026216.885165552, -82261.50899158763], [13026216.885165552, -82241.40802962187], [13026236.984567534, -82241.40802962187], [13026236.984567534, -82221.30695714576], [13026256.774723964, -82221.30695714576], [13026257.083858188, -82201.2059968078], [13026276.87401463, -82201.2059968078], [13026276.87401463, -82181.10492596343], [13026296.9734166, -82181.10492596343], [13026296.9734166, -82161.00385593683], [13026317.072707266, -82161.00385593683], [13026317.072707266, -82140.90289804646], [13026336.862863697, -82140.90289804646], [13026336.862863697, -82120.80182965062], [13026356.962265678, -82120.80182965062], [13026356.962265678, -82080.59980662848], [13026377.061556343, -82080.59980662848], [13026377.061556343, -82040.39778687198], [13026396.851712774, -82040.39778687198], [13026396.851712774, -81999.88649926326], [13026416.95100344, -81999.88649926326], [13026416.95100344, -81939.5835363211], [13026437.050405411, -81939.5835363211], [13026437.050405411, -81879.2804693743], [13026457.149807394, -81879.2804693743], [13026457.149807394, -81420.66837354707]]]"
808,161961,KALIMANTAN,MENTERI,63,KALIMANTAN SELATAN,2,KOTABARU,IUP,PT,SUMBER DAYA ENERGI,3363023032014083,4/1/IUP/PMA/2023,1675875600000,2031152400000,OPERASI PRODUKSI,18500,BATUBARA,3,3,I.T,,KTB. 1105IUPE0022,KEC SUNGAI DURIAN KAB KOTABARU,"[[[12909386.927404273, -302630.66221441363], [12909386.770332461, -302630.6993255393], [12909386.770332461, -302630.66221441363], [12909386.770332461, -297086.17297108896], [12909386.770332461, -297086.1234916121], [12912227.891200738, -297086.1234916121], [12912227.891200738, -291230.0615467064], [12927192.322884843, -291230.0615467064], [12927192.322884843, -302630.6993255393], [12927192.250081906, -302630.66221441363], [12909386.927404273, -302630.66221441363]]]"
809,162376,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,CV,BARA NAGA,3364023032014021,503/1465/IUP-OP/DPMPTSP/VIII/2017,1503507600000,1818954000000,OPERASI PRODUKSI,86.73,BATUBARA,3,3,"CNC-15, I.T.",,KTN 2010 171 OP,"KEC. ANGGANA, KAB. KUTAI KARTANEGARA","[[[13059013.140913194, -56371.699521759605], [13058215.64808115, -56371.699521759605], [13058215.64808115, -56312.58656583628], [13058103.994631886, -56312.58656583628], [13058103.994631886, -55898.57336200885], [13058360.697377654, -55898.57336200885], [13058360.697377654, -56331.511617114], [13058540.033077326, -56331.511617114], [13058540.033077326, -56016.019944629625], [13058734.842186214, -56016.019944629625], [13058734.842186214, -54479.19671781645], [13059136.816867467, -54479.19671781645], [13059136.816867467, -55722.34786173635], [13059013.140913194, -55722.34786173635], [13059013.140913194, -56371.699521759605]]]"
810,164712,KALIMANTAN,GUBERNUR,62,KALIMANTAN TENGAH,12,MURUNG RAYA,IUP,PT,ENERGY PERSADA KHATULISTIWA,3362123032014043,570/110/DESDM-IUPOP/XII/DPMPTSP-2019,1469206800000,1753117200000,OPERASI PRODUKSI,17020,BATUBARA,3,3,CNC-8,,,"BARITO TUHUP RAYA, LAUNG TUHUP","[[[12777921.811661795, -6152.9394579147165], [12777925.254662324, -6153.495053754486], [12783157.270729613, -6153.495053754486], [12783157.270729613, -16759.787117065247], [12790640.414252652, -16759.787117065247], [12790640.414252652, -16698.951251361086], [12790640.414252652, -14842.612131834067], [12791168.763161305, -14842.612131834067], [12792835.881962992, -14842.612131834067], [12792835.881962992, -15234.7052926226], [12792911.641110374, -15234.7052926226], [12792911.641110374, -15445.59444400121], [12793033.7833047, -15445.59444400121], [12793033.7833047, -15624.32465051255], [12793162.41909888, -15624.32465051255], [12793162.41909888, -15801.199390332384], [12793260.13289887, -15801.199390332384], [12793260.13289887, -16032.497299509863], [12793361.557311453, -16032.497299509863], [12793361.557311453, -16314.198410547382], [12793468.547698574, -16314.198410547382], [12793468.547698574, -16605.17617195144], [12793561.93239488, -16605.17617195144], [12793561.93239488, -16911.305828346885], [12793634.908554984, -16911.305828346885], [12793634.908554984, -17099.931142054793], [12793726.771847816, -17099.931142054793], [12793736.951347329, -17099.931142054793], [12793736.951347329, -17212.685837680438], [12793736.951347329, -17291.339579545314], [12793840.540367411, -17291.339579545314], [12793840.540367411, -17509.95940527012], [12793917.016857583, -17509.95940527012], [12793960.208820015, -17509.95940527012], [12793960.208820015, -17598.96590916727], [12793960.208820015, -17811.141676099825], [12794124.8503469, -17811.141676099825], [12794149.761199906, -17811.141676099825], [12794149.761199906, -17915.114488269406], [12794149.761199906, -18002.859307769002], [12794240.0536634, -18002.859307769002], [12794240.0536634, -18892.49133064685], [12794133.372521833, -18892.49133064685], [12794133.372521833, -19381.990048102238], [12794091.318467235, -19381.990048102238], [12794091.318467235, -19480.941178167017], [12793389.387184145, -19480.941178167017], [12793389.387184145, -21336.27556630726], [12791534.062411804, -21336.27556630726], [12791534.062411804, -23188.519506602785], [12788723.245269282, -23188.519506602785], [12788723.245269282, -24119.28052705609], [12787826.28223832, -24119.28052705609], [12787826.28223832, -24111.636496939434], [12786894.76073936, -24111.636496939434], [12786894.76073936, -25974.693862466534], [12779484.8901542, -25970.129725501396], [12779484.870561963, -25954.03223717725], [12779539.387278827, -25943.697361443024], [12779539.387278827, -21181.664291227728], [12778884.321501369, -21181.664291227728], [12778549.88068163, -21181.664291227728], [12778549.917751022, -20666.236467801158], [12778549.917751022, -11255.630875715891], [12777925.41540768, -11255.742195378902], [12777921.811661795, -6152.9394579147165]]]"
811,167351,KALIMANTAN,BUPATI,63,KALIMANTAN SELATAN,10,TANAH BUMBU,IUP,PT,SUMBER ARUM ENERGI,3.3631E+15,503/11.5-17/DPMPTSP/VII/2020,1595437200000,1753203600000,OPERASI PRODUKSI,47.5,BATUBARA,3,3,CNC-22,,TB. 09 AGPR 19,"DESA BAYANSARI, KEC. ANGSANA, KAB. TANAH BUMBU","[[[12871724.33154499, -407502.2420150166], [12872129.423171988, -407502.2420150166], [12872129.423171988, -407133.4690707061], [12872413.844470968, -407133.4690707061], [12872413.844470968, -408044.4723391758], [12871724.33154499, -408044.4723391758], [12871724.33154499, -407502.2420150166]]]"
812,167542,KALIMANTAN,GUBERNUR,62,KALIMANTAN TENGAH,3,KAPUAS,IUP,PT,SINTA MANI,3362033032014047,570/121/DESDM-IUPOP/XII/DPMPTSP-2020,1529514000000,1845046800000,OPERASI PRODUKSI,3500,BATUBARA,3,3,CNC-3,,09/BB/23/STM / 6203143201916,"DESA JANGKANG, KEC. KAPUAS TENGAH, KAB. KAPUAS","[[[12708523.167553116, -126942.32168005254], [12710282.906063575, -126942.32168005254], [12710282.906063575, -128724.34799502292], [12712829.017813459, -128724.37271298147], [12712921.734592836, -129149.34131641452], [12708533.96554372, -129149.34131641452], [12708533.96554372, -133053.47260562217], [12705346.220605364, -133053.47260562217], [12705346.220605364, -133633.01718408996], [12704342.118798412, -133633.01718408996], [12704342.118798412, -133135.97830841874], [12703152.002122348, -133135.97830841874], [12703152.002122348, -132156.82299287844], [12701868.37707401, -132156.82299287844], [12701868.37707401, -128774.11794570765], [12706498.93393253, -128774.11794570765], [12706498.93393253, -127721.0453544198], [12708523.167553116, -127721.0453544198], [12708523.167553116, -126942.32168005254]]]"
