,objectid,pulau,pejabat,id_prov,nama_prov,id_kab,nama_kab,jenis_izin,badan_usaha,nama_usaha,kode_wiup,sk_iup,tgl_berlaku,tgl_akhir,kegiatan,luas_sk,komoditas,kode_golongan,kode_jnskom,cnc,generasi,kode_wil,lokasi,geometry,komoditas_mapped,provinsi_norm,kabupaten_norm,kegiatan_norm,lokasi_norm
4040,183677,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,02,KAB. BELITUNG,IUP,PT,TIMAH INVESTASI MINERAL,2119026112019001,91200042900610007,1691712000000.0,2322864000000.0,OPERASI PRODUKSI,60.56,PASIR KUARSA,6,11,CNC,None,None,"DESA BANTAN, KECAMATAN MEMBALONG, KABUPATEN BELITUNG, PROVINSI BANGKA BELITUNG","[[[11984648.648333116, -322425.7166150051], [11984648.648333116, -322317.35097656935], [11984798.62040014, -322317.35097656935], [11984798.62040014, -322643.3767603875], [11984767.698294627, -322643.3767603875], [11984767.698294627, -322695.7020265296], [11984702.452716555, -322695.7020265296], [11984702.452716555, -322732.23682213546], [11984526.50602747, -322732.23682213546], [11984526.50602747, -322941.22829940193], [11984490.018058736, -322941.22829940193], [11984490.018058736, -322986.12272339506], [11984340.973617027, -322986.12272339506], [11984340.973617027, -322962.28228722024], [11984161.625560896, -322962.28228722024], [11984161.625560896, -322834.4103156698], [11983957.230508013, -322834.4103156698], [11983957.230508013, -323204.0935900304], [11984217.285306292, -323204.0935900304], [11984217.285306292, -323163.2239959531], [11984340.973617027, -323163.2239959531], [11984340.973617027, -323222.98023415654], [11984293.971967665, -323222.98023415654], [11984293.971967665, -323274.6864551626], [11984269.543573325, -323274.6864551626], [11984269.543573325, -323380.57588278165], [11984293.044342345, -323380.57588278165], [11984293.044342345, -323451.1689583086], [11984320.564969502, -323451.1689583086], [11984320.564969502, -323487.394329571], [11984253.15489525, -323487.394329571], [11984253.15489525, -323612.1706386241], [11984212.646957068, -323612.1706386241], [11984212.646957068, -323637.8690602644], [11984047.213837285, -323637.8690602644], [11984047.213837285, -323756.76272760855], [11984084.629542656, -323756.76272760855], [11984084.629542656, -323938.81906167563], [11984002.995286511, -323938.81906167563], [11984002.995286511, -323890.208788428], [11983918.268686239, -323890.208788428], [11983918.268686239, -322425.7166150051], [11984648.648333116, -322425.7166150051]]]",Non-Metallic Mineral,Kepulauan Bangka Belitung,Kabupaten Belitung,Operasi Produksi,"Desa Bantan, Kecamatan Amatan Membalong, Kabupaten Upaten Belitung, Provinsi Insi Bangka Belitung"
4042,183682,KALIMANTAN,GUBERNUR,61,KALIMANTAN BARAT,01,KAB. SAMBAS,IUP,CV,BORNEO INTI MINERAL,2361015122020054,503/24/IUP-OP/DPMPTSP-C.I/2020,1594252800000.0,1783987200000.0,OPERASI PRODUKSI,64.5,ANDESIT,5,12,CNC,None,None,SAJINGAN BESAR,"[[[12203906.300386816, 176488.64846727205], [12204527.834173307, 176488.64846727205], [12204527.834173307, 175443.08433507814], [12203906.300386816, 175443.08433507814], [12203906.300386816, 176488.64846727205]]]",Non-Metallic Mineral,Kalimantan Barat,Kabupaten Sambas,Operasi Produksi,Sajingan Besar
4046,183688,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,02,KAB. BELITUNG,IUP,PT,TIMAH INVESTASI MINERAL,2119026112019005,91200042900610010,1691625600000.0,2322777600000.0,OPERASI PRODUKSI,96.68,PASIR KUARSA,6,11,CNC,None,None,"DESA BANTAN, KECAMATAN MEMBALONG, KABUPATEN BELITUNG, PROVINSI BANGKA BELITUNG","[[[11987133.237473983, -326344.8969301387], [11987351.23810635, -326344.8969301387], [11987351.23810635, -326531.6013444649], [11987612.529775482, -326531.6013444649], [11987612.529775482, -326797.57045817625], [11987794.969953109, -326797.57045817625], [11987794.969953109, -327097.9087539911], [11988036.162220273, -327097.9087539911], [11988036.162220273, -327652.14336035965], [11987563.363629946, -327652.14336035965], [11987563.363629946, -327590.2175435752], [11987323.099099422, -327590.2175435752], [11987323.099099422, -327528.29175764514], [11986888.02534869, -327528.29175764514], [11986888.02534869, -327478.4415870274], [11986749.803721836, -327478.4415870274], [11986749.803721836, -327175.3157233853], [11986598.285427084, -327175.3157233853], [11986598.285427084, -326918.3249264208], [11986972.442703424, -326918.3249264208], [11986972.442703424, -327178.412025456], [11987294.032244544, -327178.412025456], [11987294.032244544, -326692.29733318835], [11987133.237473983, -326692.29733318835], [11987133.237473983, -326344.8969301387]]]",Non-Metallic Mineral,Kepulauan Bangka Belitung,Kabupaten Belitung,Operasi Produksi,"Desa Bantan, Kecamatan Amatan Membalong, Kabupaten Upaten Belitung, Provinsi Insi Bangka Belitung"
4047,183689,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KAB. BELITUNG TIMUR,IUP,PT,TIMAH INVESTASI MINERAL,2119066112019003,91200042900610009,1692144000000.0,2323296000000.0,OPERASI PRODUKSI,144.1,PASIR KUARSA,6,11,CNC-1,None,None,"DESA JANGKAR ASAM, KECAMATAN GANTUNG, KABUPATEN BELITUNG TIMUR, PROVINSI BANGKA BELITUNG","[[[12033148.385864243, -341415.92139435996], [12033148.385864243, -340490.0297887443], [12033664.784625573, -340490.0297887443], [12033664.784625573, -341168.1905334014], [12034227.56654517, -341168.1905334014], [12034227.56654517, -340573.63843052177], [12035600.50689451, -340573.63843052177], [12035600.50689451, -341326.11883929995], [12034951.143235322, -341326.11883929995], [12034951.143235322, -341084.5814755428], [12034434.744474, -341084.5814755428], [12034434.744474, -341276.5727078478], [12033745.182010852, -341276.5727078478], [12033745.182010852, -341415.92139435996], [12033148.385864243, -341415.92139435996]]]",Non-Metallic Mineral,Kepulauan Bangka Belitung,Kabupaten Belitung Timur,Operasi Produksi,"Desa Jangkar Asam, Kecamatan Amatan Gantung, Kabupaten Upaten Belitung Timur, Provinsi Insi Bangka Belitung"
4048,183690,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,02,KAB. BELITUNG,IUP,PT,TIMAH INVESTASI MINERAL,2119026112019007,91200042900610008,1692057600000.0,2323209600000.0,OPERASI PRODUKSI,82.67,PASIR KUARSA,6,11,CNC,None,None,"DESA SIJUK, KECAMATAN SUJUK, KABUPATEN BELITUNG, PROVINSI KEPULAUAN BANGKA BELITUNG","[[[12000290.582794657, -286651.37296046346], [12000290.582794657, -286411.1753888013], [12000492.813240038, -286411.1753888013], [12000492.813240038, -286272.81433439907], [12000409.942113033, -286272.81433439907], [12000409.942113033, -286316.4584362727], [12000290.582794657, -286316.4584362727], [12000290.582794657, -285681.6088808755], [12000513.840267336, -285681.6088808755], [12000513.840267336, -285610.41674686654], [12000757.815521764, -285610.41674686654], [12000757.815521764, -285554.7011982272], [12000609.0803256, -285554.7011982272], [12000609.0803256, -285450.38938086404], [12000727.821041565, -285450.38938086404], [12000727.821041565, -285431.8175125965], [12001031.166653976, -285431.8175125965], [12001031.166653976, -285562.12997393013], [12001445.213377409, -285562.12997393013], [12001445.213377409, -285265.29025111056], [12001513.860322524, -285265.29025111056], [12001513.860322524, -285207.0986219426], [12001274.214283086, -285207.0986219426], [12001274.214283086, -285353.81584829435], [12001171.86213388, -285353.81584829435], [12001171.86213388, -285103.71561093896], [12001317.195962997, -285103.71561093896], [12001317.195962997, -284726.08975774376], [12001256.279377285, -284726.08975774376], [12001256.279377285, -284701.94646307384], [12001297.715052107, -284701.94646307384], [12001297.715052107, -284668.20779039443], [12001353.065551963, -284668.20779039443], [12001353.065551963, -284627.65961670066], [12001397.593348281, -284627.65961670066], [12001397.593348281, -284644.37417048763], [12001530.558246138, -284644.37417048763], [12001530.558246138, -285678.513545737], [12001484.484333413, -285678.513545737], [12001484.484333413, -285988.9734989673], [12001347.808822965, -285988.9734989673], [12001347.808822965, -285883.1136938705], [12001428.515453795, -285883.1136938705], [12001428.515453795, -285812.54057134123], [12001338.532124525, -285812.54057134123], [12001338.532124525, -285658.70353616215], [12001270.194313638, -285658.70353616215], [12001270.194313638, -285681.9184366806], [12001174.645121146, -285681.9184366806], [12001174.645121146, -285781.89697342535], [12001245.147428209, -285781.89697342535], [12001245.147428209, -285880.0183543543], [12001296.1689357, -285880.0183543543], [12001296.1689357, -285988.9734989673], [12001131.663441235, -285988.9734989673], [12001131.663441235, -286052.7370205304], [12000887.069807036, -286052.7370205304], [12000887.069807036, -286030.760285809], [12000844.088127125, -286030.760285809], [12000844.088127125, -285879.39935332024], [12000751.012676364, -285879.39935332024], [12000751.012676364, -285811.92145917064], [12000509.51116366, -285811.92145917064], [12000509.51116366, -286063.880167485], [12000545.07161839, -286063.880167485], [12000545.07161839, -286193.2646477929], [12000599.185247384, -286193.2646477929], [12000599.185247384, -286361.0311119546], [12000662.266217953, -286361.0311119546], [12000662.266217953, -286545.2031045733], [12000807.600047074, -286545.2031045733], [12000807.600047074, -286626.30077744194], [12000675.253528984, -286626.30077744194], [12000675.253528984, -286651.37296046346], [12000290.582794657, -286651.37296046346]]]",Non-Metallic Mineral,Kepulauan Bangka Belitung,Kabupaten Belitung,Operasi Produksi,"Desa Sijuk, Kecamatan Amatan Sujuk, Kabupaten Upaten Belitung, Provinsi Insi Kepulauan Bangka Belitung"
4053,183696,SULAWESI,GUBERNUR,72,SULAWESI TENGAH,12,KAB. MOROWALI UTARA,IUP,CV,MEKAR INDAH BERMANFAAT,1472125442022005,22022200680890002,1712275200000.0,1870041600000.0,OPERASI PRODUKSI,27.4,BATU GAMPING,5,44,CNC,None,None,"DESA TANAUGE, DESA/KELURAHAN TANAUGE, KEC. PETASIA, KAB. MOROWALI UTARA, PROVINSI SULAWESI TENGAH","[[[13520043.813908957, -222474.58388021588], [13520060.38815662, -222474.58388021588], [13520060.38815662, -222722.08020675217], [13519990.256877422, -222722.08020675217], [13519990.256877422, -222867.31702840596], [13519360.992508892, -222867.31702840596], [13519360.992508892, -222792.00675926713], [13519412.415991064, -222792.00675926713], [13519412.415991064, -222718.73858574408], [13519448.594825571, -222718.73858574408], [13519448.594825571, -222650.23536848775], [13519500.018196426, -222650.23536848775], [13519500.018196426, -222576.16281287218], [13519544.545992743, -222576.16281287218], [13519544.545992743, -222500.7598781401], [13519584.837414522, -222500.7598781401], [13519584.837414522, -222436.4955821772], [13519637.714172654, -222436.4955821772], [13519637.714172654, -222351.28439855957], [13519696.620773636, -222351.28439855957], [13519696.620773636, -222260.25639807247], [13519840.439433161, -222260.25639807247], [13519840.439433161, -222359.39093217562], [13519927.144848706, -222359.39093217562], [13519927.144848706, -222422.10803304674], [13520043.813908957, -222422.10803304674], [13520043.813908957, -222474.58388021588]]]",Limestone,Sulawesi Tengah,Kabupaten Morowali Utara,Operasi Produksi,"Desa Tanauge, Desa/kelurahan Urahan Urahan Tanauge, Kecamatan Petasia, Kabupaten Morowali Utara, Provinsi Insi Sulawesi Tengah"
4057,183705,JAWA DAN BALI,GUBERNUR,35,JAWA TIMUR,08,KAB. LUMAJANG,IUP,PT,HUTAMA MINERAL ASIA,1235085472022004,04122100016930006,1680739200000.0,1775433600000.0,EKSPLORASI,91.8,PASIR,5,47,CNC,None,None,"DESA PANDANARUM, KECAMATAN TEMPEH","[[[12598467.629205128, -924984.4967261568], [12599184.959647339, -924984.4967261568], [12599184.959647339, -924845.9440351838], [12600444.879766703, -924845.9440351838], [12600444.879766703, -925373.0963726311], [12598467.629205128, -925373.0963726311], [12598467.629205128, -924984.4967261568]]]","Sand, Stone, Gravel",Jawa Timur,Kabupaten Lumajang,Eksplorasi,"Desa Pandanarum, Kecamatan Amatan Tempeh"
4065,183715,JAWA DAN BALI,GUBERNUR,32,JAWA BARAT,04,KAB. BANDUNG,IUP,CV,NR BERY,1232045122022010,91201029011470006,1681776000000.0,1776470400000.0,EKSPLORASI,1.3,ANDESIT,5,12,CNC,None,None,"KAMPUNG RANCAMULYA , DESA/KELURAHAN SUKARESMI, KEC. RANCABALI, KAB. BANDUNG, PROVINSI JAWA BARAT","[[[11947195.391113989, -799212.062383449], [11947195.391113989, -799216.0203835345], [11947199.256349348, -799216.0203835345], [11947199.256349348, -799222.0976274606], [11947203.090749208, -799222.0976274606], [11947203.090749208, -799228.1436820149], [11947206.925037747, -799228.1436820149], [11947206.925037747, -799234.1896250817], [11947210.759437613, -799234.1896250817], [11947210.759437613, -799240.2668711735], [11947214.593726153, -799240.2668711735], [11947214.593726153, -799246.3129278731], [11947218.428126011, -799246.3129278731], [11947218.428126011, -799252.3901753987], [11947222.26241455, -799252.3901753987], [11947222.26241455, -799258.4362335311], [11947226.065867595, -799258.4362335311], [11947226.065867595, -799264.4821801793], [11947229.900156135, -799264.4821801793], [11947229.900156135, -799269.0947281446], [11947232.80681936, -799269.0947281446], [11947232.80681936, -799273.6447840743], [11947243.691416532, -799273.6447840743], [11947243.691416532, -799278.1949526019], [11947254.606960515, -799278.1949526019], [11947254.606960515, -799282.74500934], [11947265.491446367, -799282.74500934], [11947265.491446367, -799287.2951786778], [11947276.376043538, -799287.2951786778], [11947276.376043538, -799291.8452362258], [11947287.29158753, -799291.8452362258], [11947287.29158753, -799296.3954063784], [11947298.1761847, -799296.3954063784], [11947298.1761847, -799297.7043825592], [11947301.361146651, -799297.7043825592], [11947301.361146651, -799308.456343603], [11947307.514554143, -799308.456343603], [11947307.514554143, -799311.6663485016], [11947304.267809875, -799311.6663485016], [11947304.267809875, -799315.0321921731], [11947301.082847925, -799315.0321921731], [11947301.082847925, -799318.3356557535], [11947296.722797427, -799318.3356557535], [11947296.722797427, -799331.6743850433], [11947294.218108885, -799331.6743850433], [11947294.218108885, -799339.4345653731], [11947286.178392624, -799339.4345653731], [11947286.178392624, -799347.2258248602], [11947279.56100549, -799347.2258248602], [11947279.56100549, -799353.614761741], [11947272.974676501, -799353.614761741], [11947272.974676501, -799362.9331081149], [11947266.388236187, -799362.9331081149], [11947266.388236187, -799372.2827585691], [11947259.801795874, -799372.2827585691], [11947259.801795874, -799381.6322985379], [11947252.968003653, -799381.6322985379], [11947252.968003653, -799387.7407523349], [11947248.422494892, -799387.7407523349], [11947248.422494892, -799376.2407710422], [11947233.88917877, -799376.2407710422], [11947233.88917877, -799364.7407923406], [11947219.355751324, -799364.7407923406], [11947219.355751324, -799353.2718942007], [11947204.822323887, -799353.2718942007], [11947204.822323887, -799341.8031108268], [11947190.289007766, -799341.8031108268], [11947190.289007766, -799326.7814565907], [11947171.148177925, -799326.7814565907], [11947171.148177925, -799285.8615544176], [11947165.82966661, -799285.8615544176], [11947165.82966661, -799266.3521289747], [11947164.53090211, -799266.3521289747], [11947164.53090211, -799258.1557468609], [11947166.850021062, -799258.1557468609], [11947166.850021062, -799242.4795736864], [11947168.334355153, -799242.4795736864], [11947168.334355153, -799232.0704932329], [11947177.178020779, -799232.0704932329], [11947177.178020779, -799223.4064895476], [11947187.784319224, -799223.4064895476], [11947187.784319224, -799215.5528687362], [11947193.412076084, -799215.5528687362], [11947193.412076084, -799212.062383449], [11947195.391113989, -799212.062383449]]]",Non-Metallic Mineral,Jawa Barat,Kabupaten Bandung,Eksplorasi,"Kampung Rancamulya, Desa/kelurahan Urahan Urahan Sukaresmi, Kecamatan Rancabali, Kabupaten Bandung, Provinsi Insi Jawa Barat"
4067,183717,JAWA DAN BALI,GUBERNUR,33,JAWA TENGAH,17,KAB. REMBANG,IUP,PT,RAJA BATU PUTIH INDONESIA,1233175442022011,09032200183490009,1718928000000.0,1876694400000.0,OPERASI PRODUKSI,11.8,BATU GAMPING,5,44,CNC,None,None,"KAJAR DAN TEGALDOWO, DESA KAJAR,	KEC. GUNEM, KAB. REMBANG, PROVINSI JAWA TENGAH","[[[12414068.222306067, -767874.7795721991], [12414256.847060645, -767874.7795721991], [12414256.847060645, -768033.6267232663], [12414395.99642414, -768033.6267232663], [12414395.99642414, -768064.7732966534], [12414498.039216483, -768064.7732966534], [12414498.039216483, -768083.4611597378], [12414516.592502058, -768083.4611597378], [12414516.592502058, -768102.1491415045], [12414538.237909125, -768102.1491415045], [12414538.237909125, -768254.7675872444], [12414216.64836801, -768254.7675872444], [12414216.64836801, -768245.423624801], [12414198.095082434, -768245.423624801], [12414198.095082434, -768220.5063248989], [12414182.63402968, -768220.5063248989], [12414182.63402968, -768211.1622563456], [12414154.804156983, -768211.1622563456], [12414154.804156983, -768180.0157094136], [12414068.222306067, -768180.0157094136], [12414068.222306067, -767874.7795721991]]]",Limestone,Jawa Tengah,Kabupaten Rembang,Operasi Produksi,"Kajar dan Tegaldowo, Desa Kajar, Kecamatan Gunem, Kabupaten Rembang, Provinsi Insi Jawa Tengah"
4077,183730,KALIMANTAN,MENTERI,64,KALIMANTAN TIMUR,02,KAB. KUTAI KARTANEGARA,IUP,PT,BLACKCOALINDO ALAM ENERGI,3364023032014214,875/1/IUP/PMDN/2022,1654214400000.0,2285280000000.0,OPERASI PRODUKSI,999.9,BATUBARA,3,03,CNC-24,None,None,MUARA WIS,"[[[12977475.646121712, -62475.97103058546], [12977475.646121712, -57352.574534859195], [12978750.872782385, -57352.574534859195], [12978750.872782385, -55969.68453808593], [12980552.702416833, -55969.68453808593], [12980552.702416833, -56258.81715815692], [12980461.482216706, -56258.81715815692], [12980461.482216706, -57557.90543244173], [12979610.81584877, -57557.90543244173], [12979610.81584877, -58460.55837735263], [12978739.431587769, -58460.55837735263], [12978739.431587769, -62475.97103058546], [12977475.646121712, -62475.97103058546]]]",Coal,Kalimantan Timur,Kabupaten Kutai Kartanegara,Operasi Produksi,Muara Wis
4094,183753,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,04,KAB. BANGKA TENGAH,IUP,PT,BANGKA CIPTA PRATAMA,2119044332019002,188.4/402/ESDM/DPMPTSP/2019,1558310400000.0,1873929600000.0,OPERASI PRODUKSI,120.49,ZIRKON,4,33,CNC,None,None,"DESA NIBUNG KECAMATAN KOBA KABUPATEN BANGKA TENGAH, PROVINSI KEPULAUAN BANGKA BELITUNG","[[[11841765.443550725, -281853.6896605091], [11842244.735740911, -281853.6896605091], [11842244.735740911, -283347.14484111307], [11841743.79803234, -283347.14484111307], [11841743.79803234, -283847.03017376136], [11841541.258452728, -283847.03017376136], [11841541.258452728, -283611.7898069182], [11841122.26424585, -283611.7898069182], [11841122.26424585, -283664.4093071796], [11840961.46947529, -283664.4093071796], [11840961.46947529, -283367.2639700131], [11841264.505842153, -283367.2639700131], [11841264.505842153, -282862.73750675336], [11841765.443550725, -282862.73750675336], [11841765.443550725, -281853.6896605091]]]",Non-Metallic Mineral,Kepulauan Bangka Belitung,Kabupaten Bangka Tengah,Operasi Produksi,"Desa Nibung Kecamatan Amatan Koba Kabupaten Upaten Bangka Tengah, Provinsi Insi Kepulauan Bangka Belitung"
