,objectid,pulau,pejabat,id_prov,nama_prov,id_kab,nama_kab,jenis_izin,badan_usaha,nama_usaha,kode_wiup,sk_iup,tgl_berlaku,tgl_akhir,kegiatan,luas_sk,komoditas,kode_golongan,kode_jnskom,cnc,generasi,kode_wil,lokasi,geometry,komoditas_mapped,provinsi_norm,kabupaten_norm,kegiatan_norm,lokasi_norm
3994,183613,JAWA DAN BALI,GUBERNUR,32,JAWA BARAT,17,KAB. BANDUNG BARAT,IUP,PT,PARAHYANGAN KAPUR BUMI INDONESIA,1232176092022009,91202046519990014,1697587200000.0,1918512000000.0,EKSPLORASI,15.7,BATU GAMPING UNTUK INDUSTRI,6,09,CNC,None,None,"CINTALAKSANA RT. 001 RW. 003, DESA/KELURAHAN GUNUNGMASIGIT, KEC. CIPATAT, KAB. BANDUNG BARAT, PROVINSI JAWA BARAT,","[[[11960749.683259798, -761399.6081158144], [11960876.773048894, -761399.6081158144], [11960876.773048894, -761240.4070027644], [11961019.076427514, -761240.4070027644], [11961019.076427514, -761327.2948756663], [11960996.78158254, -761327.2948756663], [11960996.78158254, -761385.8741983672], [11961063.851575745, -761385.8741983672], [11961063.851575745, -761466.9075012592], [11960956.706565855, -761466.9075012592], [11960956.706565855, -761536.3245786047], [11960930.886677882, -761536.3245786047], [11960930.886677882, -761554.9479358182], [11960903.366050731, -761554.9479358182], [11960903.366050731, -761572.1076513856], [11960885.43114493, -761572.1076513856], [11960885.43114493, -761584.3468003302], [11960864.558740402, -761584.3468003302], [11960864.558740402, -761597.6759247592], [11960840.470538434, -761597.6759247592], [11960840.470538434, -761617.0156001167], [11960825.442407176, -761617.0156001167], [11960825.442407176, -761687.9278027164], [11960852.62284196, -761687.9278027164], [11960852.62284196, -761659.4632409335], [11960876.649372937, -761659.4632409335], [11960876.649372937, -761627.9467240521], [11960907.787883544, -761627.9467240521], [11960907.787883544, -761611.5966784327], [11960928.845746337, -761611.5966784327], [11960928.845746337, -761596.2744992833], [11960946.873381274, -761596.2744992833], [11960946.873381274, -761578.9278819503], [11960966.910889616, -761578.9278819503], [11960966.910889616, -761556.5674218617], [11960979.805360192, -761556.5674218617], [11960979.805360192, -761530.1272582669], [11960992.792671224, -761530.1272582669], [11960992.792671224, -761501.7873386544], [11961004.697622852, -761501.7873386544], [11961004.697622852, -761472.2329054393], [11961050.98805198, -761472.2329054393], [11961050.98805198, -761511.566132862], [11961069.355767967, -761511.566132862], [11961069.355767967, -761544.857681214], [11961048.45241662, -761544.857681214], [11961048.45241662, -761562.204287536], [11961024.271374196, -761562.204287536], [11961024.271374196, -761577.5264569647], [11960998.173076171, -761577.5264569647], [11960998.173076171, -761601.0081783574], [11960969.137279432, -761601.0081783574], [11960969.137279432, -761620.5346369796], [11960938.988287782, -761620.5346369796], [11960938.988287782, -761640.9332385231], [11960917.00268835, -761640.9332385231], [11960917.00268835, -761660.2105939883], [11960902.96396473, -761660.2105939883], [11960902.96396473, -761724.022317999], [11960925.722678019, -761724.022317999], [11960925.722678019, -761877.1519523973], [11960887.966780286, -761877.1519523973], [11960887.966780286, -761845.6976433513], [11960865.11533786, -761845.6976433513], [11960865.11533786, -761833.8010567973], [11960849.406933194, -761833.8010567973], [11960849.406933194, -761817.5444519527], [11960817.217121318, -761817.5444519527], [11960817.217121318, -761798.4849904705], [11960780.883664036, -761798.4849904705], [11960780.883664036, -761785.4983257554], [11960587.187750058, -761785.4983257554], [11960587.187750058, -761769.9892022415], [11960731.810247632, -761769.9892022415], [11960731.810247632, -761704.526877368], [11960608.152883716, -761704.526877368], [11960608.152883716, -761717.6691371188], [11960559.852581173, -761717.6691371188], [11960559.852581173, -761679.3945652451], [11960523.611964352, -761679.3945652451], [11960523.611964352, -761661.3317357082], [11960508.181858413, -761661.3317357082], [11960508.181858413, -761615.645229732], [11960530.167457845, -761615.645229732], [11960530.167457845, -761589.1738693388], [11960558.368358405, -761589.1738693388], [11960558.368358405, -761562.6713543176], [11960586.414636195, -761562.6713543176], [11960586.414636195, -761534.1758034208], [11960615.450544251, -761534.1758034208], [11960615.450544251, -761511.7530266664], [11960642.538249908, -761511.7530266664], [11960642.538249908, -761482.198587958], [11960676.459747782, -761482.198587958], [11960676.459747782, -761454.6995467083], [11960710.535868425, -761454.6995467083], [11960710.535868425, -761427.1381843338], [11960733.603827268, -761427.1381843338], [11960733.603827268, -761410.8506471909], [11960749.683259798, -761410.8506471909], [11960749.683259798, -761399.6081158144]]]",Limestone,Jawa Barat,Kabupaten Bandung Barat,Eksplorasi,"Cintalaksana Rt. 001 Rw. 003, Desa/kelurahan Urahan Urahan Gunungmasigit, Kecamatan Cipatat, Kabupaten Bandung Barat, Provinsi Insi Jawa Barat"
3999,183621,SUMATERA,GUBERNUR,15,JAMBI,02,KAB. MERANGIN,IUP,PT,INDO BANGKO ENERGI,1115026122022010,26112100189190010,1687219200000.0,1908144000000.0,EKSPLORASI,100.0,BATU KUARSA,6,12,CNC,None,None,"DESA BUKIT BUNGKUL, KECAMATAN RENAH PAMENANG DAN DESA TAMBANG EMAS, KECAMATAN	PAMENANG SELATAN, DESA/KELURAHAN BUKIT BUNGKUL, KEC.	RENAH PAMENANG, KAB. MERANGIN, PROVINSI	JAMBI, KODE	POS:	37351","[[[11392436.687783616, -245636.1333805997], [11393750.876266066, -245636.1333805997], [11393750.876266066, -246394.28792916576], [11392436.687783616, -246394.28792916576], [11392436.687783616, -245636.1333805997]]]",Non-Metallic Mineral,Jambi,Kabupaten Merangin,Eksplorasi,"Desa Bukit Bungkul, Kecamatan Amatan Renah Pamenang dan Desa Tambang Emas, Kecamatan Amatan Pamenang Selatan, Desa/kelurahan Urahan Urahan Bukit Bungkul, Kecamatan Renah Pamenang, Kabupaten Merangin, Provinsi Insi Jambi, Kode Pos: 37351"
4001,183623,SUMATERA,GUBERNUR,15,JAMBI,02,KAB. MERANGIN,IUP,PT,KUARSA KILAU RAYA,1115026122022011,26112100157360009,1687219200000.0,1908144000000.0,EKSPLORASI,100.0,BATU KUARSA,6,12,CNC,None,None,"DUSUN BANGKO, KECAMATAN BANGKO, KABUPATEN MERANGIN, PROVINSI JAMBI, DESA/KELURAHAN	DUSUN BANGKO, KEC. BANGKO, KAB. MERANGIN, PROVINSI JAMBI,	KODE POS: 37313","[[[11388080.385081012, -232206.5310428103], [11388080.385081012, -230466.63867102764], [11389149.05219263, -230466.63867102764], [11389149.05219263, -231044.33178073572], [11388822.205811199, -231044.33178073572], [11388822.205811199, -231332.71492800355], [11388278.595556946, -231332.71492800355], [11388278.595556946, -232206.5310428103], [11388080.385081012, -232206.5310428103]]]",Non-Metallic Mineral,Jambi,Kabupaten Merangin,Eksplorasi,"Dusun Bangko, Kecamatan Amatan Bangko, Kabupaten Upaten Merangin, Provinsi Insi Jambi, Desa/kelurahan Urahan Urahan Dusun Bangko, Kecamatan Bangko, Kabupaten Merangin, Provinsi Insi Jambi, Kode Pos: 37313"
4004,183626,SUMATERA,GUBERNUR,15,JAMBI,02,KAB. MERANGIN,IUP,PT,KUARSA CEMERLANG SEJAHTERA,1115026122022012,25112100503850010,1685404800000.0,1906329600000.0,EKSPLORASI,100.0,BATU KUARSA,6,12,CNC,None,None,"KECAMATAN PAMENANG SELATAN, KABUPATEN MERANGIN, PROVINSI JAMBI.","[[[11400414.584660912, -249751.87176292558], [11400615.578124108, -249751.87176292558], [11400615.578124108, -249790.55398071688], [11400716.074911369, -249790.55398071688], [11400716.074911369, -250161.90405088145], [11400770.188540356, -250161.90405088145], [11400770.188540356, -250223.79573734268], [11400893.876851091, -250223.79573734268], [11400893.876851091, -250076.80292296337], [11402073.554207955, -250076.80292296337], [11402073.554207955, -250610.619673559], [11401852.461342774, -250610.619673559], [11401852.461342774, -250510.04544178268], [11401605.084721304, -250510.04544178268], [11401605.084721304, -250601.33592485017], [11400012.597623194, -250601.33592485017], [11400012.597623194, -250448.15353495307], [11400252.243662624, -250448.15353495307], [11400252.243662624, -250247.00522331396], [11400484.159342652, -250247.00522331396], [11400484.159342652, -250130.958160779], [11400414.584660912, -250130.958160779], [11400414.584660912, -249751.87176292558]]]",Non-Metallic Mineral,Jambi,Kabupaten Merangin,Eksplorasi,"Kecamatan Amatan Pamenang Selatan, Kabupaten Upaten Merangin, Provinsi Insi Jambi."
4005,183627,JAWA DAN BALI,GUBERNUR,32,JAWA BARAT,04,KAB. BANDUNG,IUP,PT,GUNUNG PUNCAK SALAM,1232045122022009,91204110715430012,1684800000000.0,1779494400000.0,EKSPLORASI,19.82,ANDESIT,5,12,CNC,None,None,KP. CIKUYA BABAKN RT. 04 RW.016 LAGADAR MARGAASIH,"[[[11969754.131300475, -772824.0559005273], [11969754.131300475, -772831.8743634257], [11969719.467635553, -772831.8743634257], [11969719.467635553, -772830.4104060044], [11969717.921630468, -772830.4104060044], [11969717.921630468, -772751.2598786881], [11969705.243564978, -772751.2598786881], [11969705.243564978, -772739.1428613], [11969675.527383512, -772739.1428613], [11969675.527383512, -772732.2900278678], [11969653.603677714, -772732.2900278678], [11969653.603677714, -772740.357646699], [11969633.22597701, -772740.357646699], [11969633.22597701, -772754.7175268253], [11969541.63474901, -772754.7175268253], [11969541.63474901, -772744.407043685], [11969533.625979569, -772744.407043685], [11969533.625979569, -772737.5542095717], [11969525.5862633, -772737.5542095717], [11969525.5862633, -772704.8475288046], [11969504.219043644, -772704.8475288046], [11969504.219043644, -772697.0913209397], [11969490.953545205, -772697.0913209397], [11969490.953545205, -772687.7154019153], [11969397.135927394, -772687.7154019153], [11969397.135927394, -772783.3437760334], [11969361.699259926, -772783.3437760334], [11969361.699259926, -772788.0472748623], [11969336.930673229, -772788.0472748623], [11969336.930673229, -772806.7369137483], [11969328.890845643, -772806.7369137483], [11969328.890845643, -772831.6563677707], [11969296.948385678, -772831.6563677707], [11969296.948385678, -772755.5585582195], [11969318.006359791, -772755.5585582195], [11969318.006359791, -772739.2362718262], [11969340.08468836, -772739.2362718262], [11969340.08468836, -772727.0257345524], [11969350.134389345, -772727.0257345524], [11969350.134389345, -772614.6392246288], [11969469.215297677, -772614.6392246288], [11969469.215297677, -772598.4727402682], [11969457.990619466, -772598.4727402682], [11969457.990619466, -772546.2355636378], [11969466.555986365, -772546.2355636378], [11969466.555986365, -772525.2098659392], [11969479.914325258, -772525.2098659392], [11969479.914325258, -772507.8909769867], [11969490.458730066, -772507.8909769867], [11969490.458730066, -772460.7622858048], [11969511.856785228, -772460.7622858048], [11969511.856785228, -772436.3101685568], [11969523.792794988, -772436.3101685568], [11969523.792794988, -772401.797038452], [11969541.727589471, -772401.797038452], [11969541.727589471, -772384.4780777458], [11969546.675072914, -772384.4780777458], [11969546.675072914, -772301.9330587689], [11969638.513652822, -772301.9330587689], [11969638.513652822, -772359.5276603275], [11969822.871086037, -772359.5276603275], [11969822.871086037, -772223.967033686], [11969920.80140244, -772223.967033686], [11969920.80140244, -772263.4639533466], [11969957.93880908, -772263.4639533466], [11969957.93880908, -772484.6536174825], [11969902.588197906, -772484.6536174825], [11969902.588197906, -772556.0475587585], [11969856.885424366, -772556.0475587585], [11969856.885424366, -772693.353445233], [11969812.419410365, -772693.353445233], [11969812.419410365, -772824.0559005273], [11969754.131300475, -772824.0559005273]]]",Non-Metallic Mineral,Jawa Barat,Kabupaten Bandung,Eksplorasi,Kp. Cikuya Babakn Rt. 04 Rw.016 Lagadar Margaasih
4012,183635,SUMATERA,GUBERNUR,17,BENGKULU,02,KAB. REJANG LEBONG,IUP,CV,DAFFA ARYA SEJAHTERA,1117025332022002,05022200089840006,1696550400000.0,1854403200000.0,OPERASI PRODUKSI,23.85,BATU GUNUNG QUARRY BESAR,5,33,CNC,None,None,"DESA DUKU ILIR, KEC CURUP TIMUR","[[[11414873.131152999, -382940.08435219637], [11414873.131152999, -382804.0918125657], [11414771.706740422, -382804.0918125657], [11414771.706740422, -382740.2776071193], [11415050.005467406, -382740.2776071193], [11415050.005467406, -382684.5176314558], [11415135.041201912, -382684.5176314558], [11415135.041201912, -382597.7799248085], [11415486.006843453, -382597.7799248085], [11415486.006843453, -382851.79764610546], [11415056.189821718, -382851.79764610546], [11415056.189821718, -383050.05580665136], [11414612.457974952, -383050.05580665136], [11414612.457974952, -383177.0650199988], [11414417.648866069, -383177.0650199988], [11414417.648866069, -382940.08435219637], [11414873.131152999, -382940.08435219637]]]","Sand, Stone, Gravel",Bengkulu,Kabupaten Rejang Lebong,Operasi Produksi,"Desa Duku Ilir, Kecamatan Curup Timur"
4025,183649,JAWA DAN BALI,GUBERNUR,35,JAWA TIMUR,03,KAB. TRENGGALEK,IUP,CV,WATU MULYO,1235035122022007,02022300378150001,1680134400000.0,1774828800000.0,EKSPLORASI,7.61,ANDESIT,5,12,CNC,None,None,"DESA NGEPEH, KEC. TUGU, KAB. TRENGGALEK, PROV. JAWA TIMUR","[[[12426060.145398596, -900860.3766212681], [12426175.113719653, -900860.3766212681], [12426175.113719653, -900807.4087243925], [12426212.405749071, -900807.4087243925], [12426212.405749071, -900857.4408045537], [12426249.23391017, -900857.4408045537], [12426249.23391017, -900782.8924630563], [12426300.811903795, -900782.8924630563], [12426300.811903795, -900862.3129202188], [12426284.113980182, -900862.3129202188], [12426284.113980182, -900893.8250672809], [12426324.065320909, -900893.8250672809], [12426324.065320909, -901017.2502709191], [12426255.8821328, -901017.2502709191], [12426255.8821328, -901005.2575903415], [12426197.872321632, -901005.2575903415], [12426197.872321632, -901110.9126012482], [12426112.341883313, -901110.9126012482], [12426112.341883313, -901068.6879848489], [12426067.381165497, -901068.6879848489], [12426067.381165497, -901110.9126012482], [12426017.720316138, -901110.9126012482], [12426017.720316138, -901072.8730497668], [12425972.759598322, -901072.8730497668], [12425972.759598322, -901110.9126012482], [12425900.12363058, -901110.9126012482], [12425900.12363058, -901066.6580210691], [12425954.515558293, -901066.6580210691], [12425954.515558293, -900980.0852939662], [12425973.656388141, -900980.0852939662], [12425973.656388141, -900897.4478446504], [12426060.145398596, -900897.4478446504], [12426060.145398596, -900860.3766212681]]]",Non-Metallic Mineral,Jawa Timur,Kabupaten Trenggalek,Eksplorasi,"Desa Ngepeh, Kecamatan Tugu, Kabupaten Trenggalek, Provinsi Jawa Timur"
4026,183651,SULAWESI,GUBERNUR,72,SULAWESI TENGAH,06,KAB. MOROWALI,IUP,PT,BERKAH UTAMA MOROWALI,1472065402022005,21022200562760010,1703635200000.0,1861488000000.0,OPERASI PRODUKSI,19.77,KERIKIL BERPASIR ALAMI (SIRTU),5,40,CNC,None,None,"DESA LE-LE, DESA/KELURAHAN LE-LE, KEC. BAHODOPI, KAB. MOROWALI, PROVINSI SULAWESI TENGAH,","[[[13585831.62298305, -304890.0144908892], [13586170.714619791, -304890.0144908892], [13586170.714619791, -305051.3646705537], [13585986.480862524, -305051.3646705537], [13585986.480862524, -305277.2923393967], [13586020.093114858, -305277.2923393967], [13586020.093114858, -305363.19941141416], [13586004.632062098, -305363.19941141416], [13586004.632062098, -305391.0611884337], [13585976.802189406, -305391.0611884337], [13585976.802189406, -305417.25126414053], [13585944.952458574, -305417.25126414053], [13585944.952458574, -305440.0050946445], [13585933.04750695, -305440.0050946445], [13585933.04750695, -305631.4467128789], [13585976.24559194, -305631.4467128789], [13585976.24559194, -305684.07459998823], [13586004.075464645, -305684.07459998823], [13586004.075464645, -305725.8673683421], [13586033.451453758, -305725.8673683421], [13586033.451453758, -305758.4038834474], [13586053.61263805, -305758.4038834474], [13586053.61263805, -305847.56185491214], [13585991.923049795, -305847.56185491214], [13585991.923049795, -306043.7096023566], [13585965.330159275, -306043.7096023566], [13585965.330159275, -306087.607507831], [13585923.121481908, -306087.607507831], [13585923.121481908, -306135.7467944871], [13585897.98186735, -306135.7467944871], [13585897.98186735, -306175.7751520371], [13585887.406515727, -306175.7751520371], [13585887.406515727, -306228.49609044974], [13585850.7638129, -306228.49609044974], [13585850.7638129, -306243.97496772785], [13585785.981991826, -306243.97496772785], [13585785.981991826, -306268.276838787], [13585747.484038368, -306268.276838787], [13585747.484038368, -306301.49443310406], [13585649.83213202, -306301.49443310406], [13585649.83213202, -306489.5010133656], [13585508.456378713, -306489.5010133656], [13585508.456378713, -306415.7285612293], [13585489.439336132, -306415.7285612293], [13585489.439336132, -306318.86169203214], [13585524.504975732, -306318.86169203214], [13585524.504975732, -306299.6988962852], [13585557.684306566, -306299.6988962852], [13585557.684306566, -306276.72826418164], [13585584.833905855, -306276.72826418164], [13585584.833905855, -306236.9475133103], [13585605.644416742, -306236.9475133103], [13585605.644416742, -306208.09501117724], [13585707.285345733, -306208.09501117724], [13585707.285345733, -306194.93792992213], [13585744.020777693, -306194.93792992213], [13585744.020777693, -306181.34754098917], [13585831.62298305, -306181.34754098917], [13585831.62298305, -306103.1173511817], [13585872.811194643, -306103.1173511817], [13585872.811194643, -306054.38996695174], [13585909.45389747, -306054.38996695174], [13585909.45389747, -305964.45785334863], [13585881.376672866, -305964.45785334863], [13585881.376672866, -305802.6422782622], [13585978.688498175, -305802.6422782622], [13585978.688498175, -305736.1143999106], [13585966.659759274, -305736.1143999106], [13585966.659759274, -305714.2582275607], [13585940.499678941, -305714.2582275607], [13585940.499678941, -305666.2430228135], [13585886.169533543, -305666.2430228135], [13585886.169533543, -305649.61875700916], [13585848.104501585, -305649.61875700916], [13585848.104501585, -305527.36732659553], [13585878.28444005, -305527.36732659553], [13585878.28444005, -305414.9294858576], [13585895.84820667, -305414.9294858576], [13585895.84820667, -305383.7242904013], [13585907.44402407, -305383.7242904013], [13585907.44402407, -305366.20235346205], [13585924.234676816, -305366.20235346205], [13585924.234676816, -305344.3773355184], [13585941.179952342, -305344.3773355184], [13585941.179952342, -305287.75598950667], [13585930.357248819, -305287.75598950667], [13585930.357248819, -305263.4542974116], [13585913.65932519, -305263.4542974116], [13585913.65932519, -305118.57325910137], [13585903.083973566, -305118.57325910137], [13585903.083973566, -305023.4101292946], [13585831.62298305, -305023.4101292946], [13585831.62298305, -304890.0144908892]]]","Sand, Stone, Gravel",Sulawesi Tengah,Kabupaten Morowali,Operasi Produksi,"Desa Le-le, Desa/kelurahan Urahan Urahan Le-le, Kecamatan Bahodopi, Kabupaten Morowali, Provinsi Insi Sulawesi Tengah"
4033,183665,SUMATERA,GUBERNUR,21,KEPULAUAN RIAU,03,KAB. NATUNA,IUP,PT,SILIKA SUMBER MINERALINDO,1121036112022028,550/1G.a.4/DPMPTSP/XII/2023,1703808000000.0,1924732800000.0,EKSPLORASI,502.0,PASIR KUARSA,6,11,CNC,None,None,"DESA PENGADAH DAN DESA KELANGA, KECEMATAN BUNGURAN TIMUR","[[[12050767.787515095, 457085.1420729688], [12050767.787515095, 457013.83859471726], [12050848.184900373, 457013.83859471726], [12050848.184900373, 456945.6353453107], [12050947.135571226, 456945.6353453107], [12050947.135571226, 456880.5322060256], [12050999.703083811, 456880.5322060256], [12050999.703083811, 456772.02722828113], [12051107.930341786, 456772.02722828113], [12051107.930341786, 456632.5209903537], [12051256.356403721, 456632.5209903537], [12051256.356403721, 456176.80216976587], [12051642.882388685, 456176.80216976587], [12051642.882388685, 456000.09540879884], [12051862.429137457, 456000.09540879884], [12051862.429137457, 455758.2868993737], [12052224.217482533, 455758.2868993737], [12052224.217482533, 455659.0835546022], [12052347.905793268, 455659.0835546022], [12052347.905793268, 455358.3740636062], [12052595.282526055, 455358.3740636062], [12052595.282526055, 455178.56892082863], [12052316.983799074, 455178.56892082863], [12052316.983799074, 454787.9589658579], [12052193.295377022, 454787.9589658579], [12052193.295377022, 454564.75404193264], [12051983.025326695, 454564.75404193264], [12051983.025326695, 454778.65878680017], [12051299.64732918, 454778.65878680017], [12051299.64732918, 453910.64282425144], [12051615.052515987, 453910.64282425144], [12051615.052515987, 453799.04138435447], [12051664.527795753, 453799.04138435447], [12051664.527795753, 453647.1396597617], [12051744.925292354, 453647.1396597617], [12051744.925292354, 453516.9383381653], [12052626.204520252, 453516.9383381653], [12052626.204520252, 453650.2397174427], [12052913.77994568, 453650.2397174427], [12052913.77994568, 453516.9383381653], [12053012.730616534, 453516.9383381653], [12053012.730616534, 453371.237186563], [12053693.016381234, 453371.237186563], [12053693.016381234, 454031.5445035021], [12053949.669589834, 454031.5445035021], [12053949.669589834, 454211.34745660354], [12054348.564506054, 454211.34745660354], [12054348.564506054, 454713.5573371878], [12054654.693105735, 454713.5573371878], [12054654.693105735, 454102.84560451447], [12054354.748860365, 454102.84560451447], [12054354.748860365, 453919.9429133059], [12053717.754021117, 453919.9429133059], [12053717.754021117, 451929.7378581758], [12055115.432010345, 451929.7378581758], [12055115.432010345, 451734.4397284758], [12055263.858072279, 451734.4397284758], [12055263.858072279, 451551.54185104475], [12055489.589286683, 451551.54185104475], [12055489.589286683, 451421.34367112396], [12055724.597088214, 451421.34367112396], [12055724.597088214, 451288.0455909285], [12055962.697122555, 451288.0455909285], [12055962.697122555, 451145.4479040428], [12056142.045178685, 451145.4479040428], [12056142.045178685, 450974.9510816808], [12055826.639880558, 450974.9510816808], [12055826.639880558, 451117.5483877964], [12055492.68140818, 451117.5483877964], [12055492.68140818, 451356.2445399916], [12054750.55154377, 451356.2445399916], [12054750.55154377, 451272.5458217387], [12054388.763198696, 451272.5458217387], [12054388.763198696, 450835.45384984405], [12053968.222875401, 450835.45384984405], [12053968.222875401, 451387.24410976085], [12053686.831915604, 451387.24410976085], [12053686.831915604, 453321.6367653102], [12051151.221267244, 453321.6367653102], [12051151.221267244, 455097.9667519182], [12050758.510927968, 455097.9667519182], [12050758.510927968, 455885.3913422356], [12050675.021309873, 455885.3913422356], [12050675.021309873, 456046.59717174195], [12050495.673142426, 456046.59717174195], [12050495.673142426, 456186.1024941671], [12050415.275757141, 456186.1024941671], [12050415.275757141, 456285.30642395257], [12050378.16929732, 456285.30642395257], [12050378.16929732, 456551.91751042585], [12050492.581020927, 456551.91751042585], [12050492.581020927, 457035.5395939014], [12050569.88617339, 457035.5395939014], [12050569.88617339, 457085.1420729688], [12050767.787515095, 457085.1420729688]]]",Non-Metallic Mineral,Kepulauan Riau,Kabupaten Natuna,Eksplorasi,"Desa Pengadah dan Desa Kelurahan Anga, Kecamatan Ematan Bunguran Timur"
4034,183666,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,04,KAB. BANGKA TENGAH,IUP,PT,PUTRAPRIMA MINERAL MANDIRI,2119044332019001,NOMOR : 188.4 / 399 /ESDM/ DPMPTSP / 2019,1555977600000.0,1871596800000.0,OPERASI PRODUKSI,74.99,ZIRKON,4,33,CNC-1,None,None,"KELURAHAN PERLANG, KECAMATAN LUBUK BESAR","[[[11857241.945003806, -285763.0155059856], [11857241.945003806, -286001.35475548514], [11857108.979994625, -286001.35475548514], [11857108.979994625, -287038.28990183404], [11857232.668305358, -287038.28990183404], [11857232.668305358, -287208.5337260179], [11857108.979994625, -287208.5337260179], [11857108.979994625, -288363.1016099076], [11856753.376115179, -288363.1016099076], [11856753.376115179, -288415.7228667811], [11856592.5812333, -288415.7228667811], [11856592.5812333, -288632.3988895654], [11856274.083813677, -288632.3988895654], [11856274.083813677, -288880.02918078646], [11856097.82799036, -288880.02918078646], [11856097.82799036, -288551.91919148515], [11856323.559204757, -288551.91919148515], [11856323.559204757, -288276.4312816756], [11856648.240978695, -288276.4312816756], [11856648.240978695, -288152.61666708515], [11856926.539705679, -288152.61666708515], [11856926.539705679, -285763.0155059856], [11857241.945003806, -285763.0155059856]]]",Non-Metallic Mineral,Kepulauan Bangka Belitung,Kabupaten Bangka Tengah,Operasi Produksi,"Kelurahan Urahan Perlang, Kecamatan Amatan Lubuk Besar"
4037,183670,JAWA DAN BALI,GUBERNUR,35,JAWA TIMUR,14,KAB. PASURUAN,IUP,PT,BUMI KEJAYAN LESTARI,1235145122022152,21122100379050006,1677110400000.0,1771804800000.0,EKSPLORASI,11.66,ANDESIT,5,12,CNC,None,None,"DESA KEDUNGPENGARON, KECAMATAN KEJAYAN, KABUPATEN PASURUAN, PROVINSI JAWA TIMUR","[[[12562001.002866793, -868469.1203977832], [12561960.185683064, -868469.1203977832], [12561960.185683064, -868462.8786247962], [12561950.290604843, -868462.8786247962], [12561950.290604843, -868419.1857875788], [12561770.63341449, -868419.1857875788], [12561770.63341449, -868412.9439088461], [12561748.369516337, -868412.9439088461], [12561748.369516337, -868404.8295576157], [12561703.532474468, -868404.8295576157], [12561703.532474468, -868418.8736711509], [12561690.545163441, -868418.8736711509], [12561690.545163441, -868426.9880248067], [12561431.727347344, -868426.9880248067], [12561431.727347344, -868215.7026069801], [12562001.002866793, -868215.7026069801], [12562001.002866793, -868469.1203977832]]]",Non-Metallic Mineral,Jawa Timur,Kabupaten Pasuruan,Eksplorasi,"Desa Kedungpengaron, Kecamatan Amatan Kejayan, Kabupaten Upaten Pasuruan, Provinsi Insi Jawa Timur"
4039,183672,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,02,KAB. BELITUNG,IUP,PT,TIMAH INVESTASI MINERAL,2119026112019006,91200042900610011,1691712000000.0,2322864000000.0,OPERASI PRODUKSI,24.48,PASIR KUARSA,6,11,CNC,None,None,"DESA SIJUK, KECAMATAN SUJUK, KABUPATEN BELITUNG, PROVINSI KEPULAUAN BANGKA BELITUNG","[[[12003005.541499153, -286859.6888744207], [12002865.464510344, -286859.6888744207], [12002865.464510344, -287072.33858346177], [12002683.333466943, -287072.33858346177], [12002683.333466943, -286918.1907378741], [12002723.532159578, -286918.1907378741], [12002723.532159578, -286796.5439958523], [12002653.029852517, -286796.5439958523], [12002653.029852517, -286903.9521621142], [12002585.001287177, -286903.9521621142], [12002585.001287177, -286816.6637221914], [12002526.558554513, -286816.6637221914], [12002526.558554513, -286687.2787857642], [12002603.245215889, -286687.2787857642], [12002603.245215889, -286605.2525160685], [12002737.137850385, -286605.2525160685], [12002737.137850385, -286448.93838678015], [12002774.244421529, -286448.93838678015], [12002774.244421529, -286267.55230970524], [12002813.515377533, -286267.55230970524], [12002813.515377533, -286194.5027640298], [12003005.541499153, -286194.5027640298], [12003005.541499153, -286859.6888744207]]]",Non-Metallic Mineral,Kepulauan Bangka Belitung,Kabupaten Belitung,Operasi Produksi,"Desa Sijuk, Kecamatan Amatan Sujuk, Kabupaten Upaten Belitung, Provinsi Insi Kepulauan Bangka Belitung"
