,name,link
2245,DAGANG WANGSA GLOBAL,https://modi.esdm.go.id/portal/detailPerusahaan/16088?jp=7
2246,DAGO PRIMA COAL,https://modi.esdm.go.id/portal/detailPerusahaan/18213?jp=7
2247,DAIDAN ADITAMA YAKSA,https://modi.esdm.go.id/portal/detailPerusahaan/10394?jp=7
2248,DAIRI PRIMA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/2163?jp=2
2249,DAIRI PRIMA MINING,https://modi.esdm.go.id/portal/detailPerusahaan/17252?jp=7
2250,DAIYI SILICA INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/22183?jp=7
2251,DAKA GROUP,https://modi.esdm.go.id/portal/detailPerusahaan/2164?jp=1
2252,DAKA NIAGA PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/14904?jp=7
2253,DAKARA ARTHA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/18852?jp=7
2254,DAKARA MAKMUR INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/14532?jp=7
2255,DAKSA PETRA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/21249?jp=1
2256,DALPHY HEYDAY INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/21778?jp=7
2257,DAMAI BINTANG ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/7873?jp=1
2258,DAMAI CITRA MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/8465?jp=1
2259,DAMAI INDO SYNERGY,https://modi.esdm.go.id/portal/detailPerusahaan/21529?jp=7
2260,DAMAI MITRA CENDANA,https://modi.esdm.go.id/portal/detailPerusahaan/13460?jp=1
2261,DAMAI NIAGA NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/18981?jp=7
2262,DAMAI REJEKI YUMANA,https://modi.esdm.go.id/portal/detailPerusahaan/18834?jp=7
2263,DAMAI SUKSESINDO,https://modi.esdm.go.id/portal/detailPerusahaan/9345?jp=1
2264,DAMANKA PRIMA,https://modi.esdm.go.id/portal/detailPerusahaan/2169?jp=1
2265,DAMAR ANUGRA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/18886?jp=7
2266,DAMARRAJA MINERAL PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/20189?jp=1
2267,DAMIR PUTRA PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/20304?jp=1
2268,DAMIR SEMERU PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/21013?jp=1
2269,DAMIR TAMBANG PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/20951?jp=1
2270,DAM NIAGA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/11269?jp=7
2271,DAM NIAGA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/17636?jp=7
2272,DAMPALA SEJAHTERA BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/15206?jp=1
2273,DANADYAKSA SADA JIWA ENERGY,https://modi.esdm.go.id/portal/detailPerusahaan/15807?jp=7
2274,DANADYAKSA SUMBER MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/17635?jp=7
2275,DANA KITRI INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/15586?jp=7
2276,DANPAC RESOURCES KALBAR,https://modi.esdm.go.id/portal/detailPerusahaan/17944?jp=1
2277,DANTSU CIPTA ENERGY,https://modi.esdm.go.id/portal/detailPerusahaan/18929?jp=7
2278,DANURAJA GANDAKUSUMA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/14069?jp=7
2279,DAPUR SILIKA PRIMA,https://modi.esdm.go.id/portal/detailPerusahaan/19186?jp=1
2280,DARINDO NUSANTARA ALAM,https://modi.esdm.go.id/portal/detailPerusahaan/20573?jp=7
2281,DASACITA PUSAKA PRIMA,https://modi.esdm.go.id/portal/detailPerusahaan/2186?jp=1
2282,DASRAT SARANA ARANG SEJATI,https://modi.esdm.go.id/portal/detailPerusahaan/2188?jp=1
2283,DATU MULIA BORNEO,https://modi.esdm.go.id/portal/detailPerusahaan/18856?jp=7
2284,DAVID BUMI PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/2194?jp=1
2285,DAVID OKTA NUGRAHA,https://modi.esdm.go.id/portal/detailPerusahaan/16556?jp=1
2286,DAVID SINURAT,https://modi.esdm.go.id/portal/detailPerusahaan/15078?jp=1
2287,DAVINDO JAYAMANDIRI PALU,https://modi.esdm.go.id/portal/detailPerusahaan/20322?jp=1
2288,DAYA BAMBU SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/2198?jp=1
2289,DAYA BARA LESTARI,https://modi.esdm.go.id/portal/detailPerusahaan/16048?jp=7
2290,DAYA BARA NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/2200?jp=1
2291,DAYA BUMINDO KARUNIA,https://modi.esdm.go.id/portal/detailPerusahaan/2201?jp=1
2292,DAYACAYO ASRITAMA,https://modi.esdm.go.id/portal/detailPerusahaan/2221?jp=1
2293,DAYA CIPTA PERMATA,https://modi.esdm.go.id/portal/detailPerusahaan/21962?jp=7
2294,DAYA ENERGI BORNEO,https://modi.esdm.go.id/portal/detailPerusahaan/17214?jp=7
2295,DAYA ENERGI GEMILANG,https://modi.esdm.go.id/portal/detailPerusahaan/15587?jp=7
2296,DAYA ENERGI WARUKIN,https://modi.esdm.go.id/portal/detailPerusahaan/15941?jp=7
2297,DAYA ENIGMA GEMILANG,https://modi.esdm.go.id/portal/detailPerusahaan/20611?jp=7
2298,DAYAK MEMBANGUN PRATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/2226?jp=1
2299,DAYA MINERAL ALAM,https://modi.esdm.go.id/portal/detailPerusahaan/9571?jp=1
2300,DAYA MULIA PRIMA,https://modi.esdm.go.id/portal/detailPerusahaan/2215?jp=1
2301,DAYA SUKSES SAKTI,https://modi.esdm.go.id/portal/detailPerusahaan/18535?jp=7
2302,DAYA SWAHASTA CIPTA,https://modi.esdm.go.id/portal/detailPerusahaan/15016?jp=1
2303,DAYA TAKA KREASI BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/2219?jp=1
2304,DECA BARA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/18941?jp=7
2305,DEFTON DILTON METALINDO,https://modi.esdm.go.id/portal/detailPerusahaan/14245?jp=7
2306,DEHANG TRADING INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/19683?jp=7
2307,DEHES DANUM BARITO,https://modi.esdm.go.id/portal/detailPerusahaan/18169?jp=1
2308,DEHONG ASIA TRADING,https://modi.esdm.go.id/portal/detailPerusahaan/21151?jp=7
2309,DEISJE KEINTJEM,https://modi.esdm.go.id/portal/detailPerusahaan/15088?jp=1
2310,DEIZA ANUGERAH MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/21539?jp=7
2311,DEKO ENERGI INDO,https://modi.esdm.go.id/portal/detailPerusahaan/10494?jp=7
2312,DELANNA ANUGERAH BERKARYA,https://modi.esdm.go.id/portal/detailPerusahaan/16855?jp=7
2313,DELAPAN BINTANG BERSAUDARA,https://modi.esdm.go.id/portal/detailPerusahaan/21044?jp=7
2314,DELAPAN DAYA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/14536?jp=7
2315,DELAPAN INTI POWER,https://modi.esdm.go.id/portal/detailPerusahaan/2246?jp=1
2316,DELAPAN LIMA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/16680?jp=7
2317,DELAPAN NAGA PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/14531?jp=7
2318,DELAPAN NUSANTARA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/21219?jp=1
2319,DELAPAN PASIR BERTUAH,https://modi.esdm.go.id/portal/detailPerusahaan/20963?jp=9
2320,DELAPAN SEMBILAN SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/16319?jp=7
2321,DELAPAN SINAR PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/11296?jp=7
2322,DELAPAN SINAR RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/18313?jp=7
2323,DELI ANUGERAH WIRATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/16076?jp=7
2324,DELIMA MUSTIKA PRIMA,https://modi.esdm.go.id/portal/detailPerusahaan/8479?jp=1
2325,DELI PRATAMA PELABUHAN,https://modi.esdm.go.id/portal/detailPerusahaan/11268?jp=7
2326,DELMA MINING CORPORATION,https://modi.esdm.go.id/portal/detailPerusahaan/2251?jp=3
2327,DELPLAST PRATAMA PUTRA,https://modi.esdm.go.id/portal/detailPerusahaan/19944?jp=1
2328,DELTA BARA MAKMUR,https://modi.esdm.go.id/portal/detailPerusahaan/11616?jp=7
2329,DELTA LESTARI BERKAH,https://modi.esdm.go.id/portal/detailPerusahaan/18969?jp=1
2330,DELTA NIAGA INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/22001?jp=7
2331,DELTA SARANA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/16089?jp=7
2332,DEMPO BANGUN MITRA,https://modi.esdm.go.id/portal/detailPerusahaan/2259?jp=1
2333,DENMAR JAYA MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/21278?jp=1
2334,DENSUKO PRATAMA INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/18398?jp=7
2335,DEQIN RESOURCES INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/19265?jp=7
2336,DERANA ENERGI SAKTI,https://modi.esdm.go.id/portal/detailPerusahaan/17600?jp=7
2337,DERIAZ ENERGY RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/18451?jp=7
2338,DERMAGA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/2272?jp=1
2339,DERMAGA PERKASAPRATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/19457?jp=7
2340,DERMAGA PRATAMA PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/2273?jp=1
2341,DERMAGA PRIMA SUKSES INVESTMENT,https://modi.esdm.go.id/portal/detailPerusahaan/19476?jp=7
2342,DESTIA HANDOKO JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/13138?jp=7
2343,DEVA MUDA NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/16373?jp=7
2344,DEVANADI KARUNIA CAHAYA,https://modi.esdm.go.id/portal/detailPerusahaan/9277?jp=1
2345,DEVEN INTEGRA BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/14520?jp=7
2346,DEWADARU KARYAUTAMA JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/17118?jp=1
2347,DEWA NAPAN MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/14114?jp=7
2348,DEWA NAPAN MINERAL GROUP,https://modi.esdm.go.id/portal/detailPerusahaan/20938?jp=7
2349,DEWATA BAHTERA INTERNASIONAL,https://modi.esdm.go.id/portal/detailPerusahaan/17175?jp=7
2350,DEWATA SARI PRIMA,https://modi.esdm.go.id/portal/detailPerusahaan/15228?jp=1
2351,DEWI RINJANI,https://modi.esdm.go.id/portal/detailPerusahaan/2283?jp=1
2352,DEWI SUMBER ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/11221?jp=7
2353,DEZE TRADING INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/19677?jp=7
2354,DHARMA BAROKAH NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/14144?jp=7
2355,DHARMA BUMI KENDARI,https://modi.esdm.go.id/portal/detailPerusahaan/2290?jp=1
2356,DHARMA BUMI KOLAKA,https://modi.esdm.go.id/portal/detailPerusahaan/2291?jp=1
2357,DHARMA HUSADA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/19487?jp=7
2358,DHARMA KARTAPURA,https://modi.esdm.go.id/portal/detailPerusahaan/17989?jp=1
2359,DHARMA MANGGALA PUTRA,https://modi.esdm.go.id/portal/detailPerusahaan/16997?jp=7
2360,DHARMA POWER BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/2295?jp=1
2361,DHARMA PUTRA NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/2299?jp=1
2362,DHARMA ROSADI INTERNASIONAL,https://modi.esdm.go.id/portal/detailPerusahaan/2300?jp=1
2363,DHARMA TRADING NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/17625?jp=7
2364,DHEA HARUM PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/11897?jp=1
2365,DHIKA YOGATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/2304?jp=1
2366,DHINAKARA ESA NEGERI,https://modi.esdm.go.id/portal/detailPerusahaan/9974?jp=7
2367,DHIRGHAM MURNI MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/10129?jp=7
2368,DHRUVSTARA ENERGY INTERNATIONAL,https://modi.esdm.go.id/portal/detailPerusahaan/18231?jp=7
2369,DIAMOND ALFA PROPERTINDO,https://modi.esdm.go.id/portal/detailPerusahaan/10571?jp=1
2370,DIANA JAYA LESTARI,https://modi.esdm.go.id/portal/detailPerusahaan/14827?jp=1
2371,DIAN JAYA ARTHA,https://modi.esdm.go.id/portal/detailPerusahaan/2308?jp=1
2372,DIAN KINANTI ENERGY,https://modi.esdm.go.id/portal/detailPerusahaan/14453?jp=7
2373,DIAN PURNAWIRASWASTA,https://modi.esdm.go.id/portal/detailPerusahaan/2311?jp=1
2374,DIANRANA PETROJASA,https://modi.esdm.go.id/portal/detailPerusahaan/2314?jp=1
2375,DIANTAMA CIPTASEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/10392?jp=7
2376,DIANTAMA USAHA MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/21087?jp=1
2377,DIAN YAFIQ BERSAUDARA,https://modi.esdm.go.id/portal/detailPerusahaan/16271?jp=7
2378,DIEGO PUTRA KONSTRUKSI,https://modi.esdm.go.id/portal/detailPerusahaan/9387?jp=1
2379,DIFAIS MAJU PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/16269?jp=1
2380,DIMENSI GLOBAL MINING,https://modi.esdm.go.id/portal/detailPerusahaan/21043?jp=7
2381,DIMORI JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/2330?jp=1
2382,DINAMIKA MINERAL NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/21215?jp=7
2383,DINAMIKA SEJAHTERA MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/2333?jp=1
2384,DINAR BATU AGUNG,https://modi.esdm.go.id/portal/detailPerusahaan/16513?jp=1
2385,DINAR UTAMA COAL,https://modi.esdm.go.id/portal/detailPerusahaan/21247?jp=7
2386,DIPTA ENERGI MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/18556?jp=7
2387,DIRAR DUAGE ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/2343?jp=1
2388,DIRGHA ENERGI MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/16994?jp=7
2389,DITA ANUGRAH PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/19000?jp=7
2390,DIVA ENERGI INVESTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/15975?jp=7
2391,DIVA ENERGI NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/13166?jp=7
2392,DIVA KENCANA BORNEO,https://modi.esdm.go.id/portal/detailPerusahaan/2349?jp=1
2393,DIVA LAJU SUKSES GEMILANG,https://modi.esdm.go.id/portal/detailPerusahaan/20584?jp=9
2394,DIZAMATRA POWERINDO,https://modi.esdm.go.id/portal/detailPerusahaan/2350?jp=1
2395,DJAN RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/10398?jp=7
2396,DJAUTAMA PENGANGKUTAN PENJUALAN NIKEL,https://modi.esdm.go.id/portal/detailPerusahaan/16878?jp=7
2397,DJAVA ENERGI TRADABARA,https://modi.esdm.go.id/portal/detailPerusahaan/14409?jp=7
2398,DJAVU SUKSES MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/14204?jp=7
2399,DJ SURYA PRATAMA GROUP,https://modi.esdm.go.id/portal/detailPerusahaan/19804?jp=1
2400,DMP BARA ENERGY,https://modi.esdm.go.id/portal/detailPerusahaan/21580?jp=7
2401,DNR INTERNASIONAL COAL,https://modi.esdm.go.id/portal/detailPerusahaan/18270?jp=7
2402,DOA HAMBA,https://modi.esdm.go.id/portal/detailPerusahaan/19603?jp=9
2403,DOFA JAYA BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/18189?jp=7
2404,DOLLAR BAYAN,https://modi.esdm.go.id/portal/detailPerusahaan/21344?jp=1
2405,DORISUAL SURYA MEGA,https://modi.esdm.go.id/portal/detailPerusahaan/19937?jp=7
2406,DOTATA UTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/16707?jp=1
2407,DOTS ENERGY RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/17781?jp=7
2408,DRAGON RESOURCES MINERALS,https://modi.esdm.go.id/portal/detailPerusahaan/22032?jp=7
2409,DRAGON SOARING TECHNOLOGY INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/20986?jp=7
2410,DRIDJI KENTJANA,https://modi.esdm.go.id/portal/detailPerusahaan/2380?jp=1
2411,DS GRUP,https://modi.esdm.go.id/portal/detailPerusahaan/20097?jp=1
2412,DS GRUP,https://modi.esdm.go.id/portal/detailPerusahaan/20097?jp=9
2413,DTAN GLOBAL PRIMATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/22072?jp=7
2414,DUA BERLIAN ENERGY,https://modi.esdm.go.id/portal/detailPerusahaan/19205?jp=7
2415,DUA BERSAMA PUTRA,https://modi.esdm.go.id/portal/detailPerusahaan/21208?jp=1
2416,DUA BINTANG BERKAH,https://modi.esdm.go.id/portal/detailPerusahaan/20389?jp=9
2417,DUA DAYA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/18452?jp=7
2418,DUA JAYA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/19616?jp=7
2419,DUA LIMA BERLIAN,https://modi.esdm.go.id/portal/detailPerusahaan/17596?jp=7
2420,DUA MAJU MAKMUR,https://modi.esdm.go.id/portal/detailPerusahaan/20228?jp=7
2421,DUA NAGA ALAM,https://modi.esdm.go.id/portal/detailPerusahaan/15454?jp=1
2422,DUA PUTRA BANTOR,https://modi.esdm.go.id/portal/detailPerusahaan/21650?jp=7
2423,DUA PUTRA BARKAH MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/19488?jp=7
2424,DUA PUTRA RAJAWALI,https://modi.esdm.go.id/portal/detailPerusahaan/17423?jp=7
2425,DUA PUTRI JOGOSARI,https://modi.esdm.go.id/portal/detailPerusahaan/19601?jp=1
2426,DUA PUTRI SUBANG,https://modi.esdm.go.id/portal/detailPerusahaan/17658?jp=1
2427,DUA SAHABAT BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/17536?jp=7
2428,DUA SAHABAT JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/2401?jp=1
2429,DUA SATU ENERGI NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/21521?jp=7
2430,DUA SATU UTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/19850?jp=1
2431,DUA SAUDARA NIKELINDO,https://modi.esdm.go.id/portal/detailPerusahaan/21503?jp=1
2432,DUA SINERGY PRIMA,https://modi.esdm.go.id/portal/detailPerusahaan/20895?jp=7
2433,DUA SULTAN MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/16294?jp=7
2434,DUHUP LESTARI,https://modi.esdm.go.id/portal/detailPerusahaan/2410?jp=1
2435,DUKE GROUP INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/19367?jp=7
2436,DUMILAH BUMI MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/14497?jp=1
2437,DUMONA USAHA ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/19517?jp=7
2438,DUNIA TAMBANG HUALIAN,https://modi.esdm.go.id/portal/detailPerusahaan/22012?jp=7
2439,DUNIA USAHA MAJU,https://modi.esdm.go.id/portal/detailPerusahaan/2418?jp=1
2440,DUO AGAM MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/19926?jp=7
2441,DUSUN LAMAU SENTOSA,https://modi.esdm.go.id/portal/detailPerusahaan/16562?jp=1
2442,DUTA ALAM EKAPRATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/2421?jp=1
2443,DUTA ALAM JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/2422?jp=1
2444,DUTA ALAM SUMATERA,https://modi.esdm.go.id/portal/detailPerusahaan/2423?jp=1
2445,DUTA BARA UTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/2424?jp=1
2446,DUTA BORNEO PRATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/2426?jp=1
2447,DUTA BUANA MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/9993?jp=7
2448,DUTA BUANA MITRA INVESTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/15085?jp=7
2449,DUTA BUMI LESTARI,https://modi.esdm.go.id/portal/detailPerusahaan/17993?jp=1
2450,DUTADHARMA UTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/2458?jp=1
2451,DUTA ENERGI SENTOSA,https://modi.esdm.go.id/portal/detailPerusahaan/21824?jp=7
2452,DUTA ENERGY INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/2430?jp=1
2453,DUTA ENERGY MINERATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/2431?jp=1
2454,DUTA ENERGY TRANSPORTER,https://modi.esdm.go.id/portal/detailPerusahaan/2432?jp=1
2455,DUTA HARAPAN MAS,https://modi.esdm.go.id/portal/detailPerusahaan/14334?jp=7
2456,DUTA MEGAH PESONA,https://modi.esdm.go.id/portal/detailPerusahaan/15688?jp=7
2457,DUTA MINERAL ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/17061?jp=7
2458,DUTA MINERAL GEMILANG,https://modi.esdm.go.id/portal/detailPerusahaan/18836?jp=1
2459,DUTA MINERAL SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/18035?jp=7
2460,DUTA MINING RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/21179?jp=7
2461,DUTAM MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/2459?jp=1
2462,DUTA MOROWALI NIKEL MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/18681?jp=7
2463,DUTA NURCAHYA,https://modi.esdm.go.id/portal/detailPerusahaan/2446?jp=1
2464,DUTA NUSA TEKNIKAL,https://modi.esdm.go.id/portal/detailPerusahaan/19795?jp=1
2465,DUTA PASIR SEMERU,https://modi.esdm.go.id/portal/detailPerusahaan/15055?jp=1
2466,DUTA RAKSA SUMBER ARTHA,https://modi.esdm.go.id/portal/detailPerusahaan/12090?jp=1
2467,DUTA REKA BUMI,https://modi.esdm.go.id/portal/detailPerusahaan/16501?jp=7
2468,DUTA SARANA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/21605?jp=9
2469,DUTA SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/2452?jp=1
2470,DUTA TAMBANG GUNUNG PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/2454?jp=1
2471,DUTA TAMBANG REKAYASA,https://modi.esdm.go.id/portal/detailPerusahaan/2455?jp=1
2472,DUTA TAMBANG SUMBER ALAM,https://modi.esdm.go.id/portal/detailPerusahaan/2456?jp=1
2473,DUTA TIGA BERSAUDARA SUKSES,https://modi.esdm.go.id/portal/detailPerusahaan/14308?jp=7
2474,DUTA TUJUHBERSAUDARA SEJATI,https://modi.esdm.go.id/portal/detailPerusahaan/21871?jp=7
2475,DUTA UTAMA TAMBANG,https://modi.esdm.go.id/portal/detailPerusahaan/21403?jp=1
2476,DWI DHARMA SUKSES,https://modi.esdm.go.id/portal/detailPerusahaan/21189?jp=7
2477,DWIGUNA AMERTA PUTRA,https://modi.esdm.go.id/portal/detailPerusahaan/19219?jp=7
2478,DWI GUNA LAKSANA TBK,https://modi.esdm.go.id/portal/detailPerusahaan/2467?jp=7
2479,DWIJAYA CIPTA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/10081?jp=7
2480,DWI KARYA PERSADA UTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/19471?jp=7
2481,DWIMITRA ENGGANG KHATULISTIWA,https://modi.esdm.go.id/portal/detailPerusahaan/2478?jp=1
2482,DWIMITRA MULTIGUNA SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/2479?jp=1
2483,DWINAD NUSA SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/2480?jp=1
2484,DWI NUSANTARA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/19112?jp=7
2485,DWI PERMATA KUARRY,https://modi.esdm.go.id/portal/detailPerusahaan/11062?jp=1
2486,DWIRYAPADA CAHAYA INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/17956?jp=1
2487,DWI SAKTI PUTRA FERINA,https://modi.esdm.go.id/portal/detailPerusahaan/16031?jp=7
2488,DWITUNGGAL MANDIRI SEJATI,https://modi.esdm.go.id/portal/detailPerusahaan/17954?jp=7
2489,DYLAN PUTRA,https://modi.esdm.go.id/portal/detailPerusahaan/16192?jp=1
2490,EAGLE GLOBAL ASIA,https://modi.esdm.go.id/portal/detailPerusahaan/19155?jp=7
2491,EARL GEO INDUSTRIES,https://modi.esdm.go.id/portal/detailPerusahaan/16570?jp=7
2492,EASCOT INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/19816?jp=7
2493,EASTERN TECH GLOBAL,https://modi.esdm.go.id/portal/detailPerusahaan/2490?jp=7
2494,ECCLON ENERGI INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/19151?jp=7
2495,ECLAT MINERAL RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/17486?jp=7
2496,ECO ENERGI PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/22053?jp=7
2497,ECOMEC RESOURCES INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/16679?jp=7
2498,EDI NURCAHYO UTOMO,https://modi.esdm.go.id/portal/detailPerusahaan/19843?jp=1
2499,EDY ANWAR,https://modi.esdm.go.id/portal/detailPerusahaan/16694?jp=4
2500,EDZKA SINAR ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/18553?jp=7
2501,EFATA FERTO DRAGONS,https://modi.esdm.go.id/portal/detailPerusahaan/21595?jp=7
2502,EFATRA MITRA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/18626?jp=7
2503,EGI PRIMA DAYA,https://modi.esdm.go.id/portal/detailPerusahaan/14373?jp=7
2504,EICTON MATERIALS INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/16947?jp=7
2505,EIN GEDI INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/19266?jp=7
2506,EKA BAHTERA JAYA MAHARDIKA,https://modi.esdm.go.id/portal/detailPerusahaan/18531?jp=7
2507,EKA BIMA PAMULA SAKTI,https://modi.esdm.go.id/portal/detailPerusahaan/14530?jp=7
2508,EKA ENERGY MENTARI,https://modi.esdm.go.id/portal/detailPerusahaan/13229?jp=7
2509,EKA MATURAJA TRADING,https://modi.esdm.go.id/portal/detailPerusahaan/19609?jp=7
2510,EKA MINERAL INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/13933?jp=7
2511,EKASA YAD ENERGY,https://modi.esdm.go.id/portal/detailPerusahaan/10141?jp=7
2512,EKASA YAD RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/9646?jp=7
