url,modi_company_id,profil_perusahaan,perizinan_data
https://minerbaone.esdm.go.id/api/common/v2/publik/badan-usaha/611426748743160082,611426748743160082,"{
  ""Nama Perusahaan"": ""Aceng Amanullah"",
  ""Jenis Badan Usaha"": ""SDR""
}","[
  {
    ""JenisPerizinan"": ""IUP"",
    ""NomorPerizinan"": ""540/62/29.1.07.0/DPMPTSP/2020"",
    ""TahapanKegiatan"": ""OPERASI PRODUKSI"",
    ""KodeWIUP"": ""2232095122020004"",
    ""Komoditas"": ""Andesit"",
    ""Luas(ha)"": ""2.06000000"",
    ""TglMulaiBerlaku"": ""2020-10-19"",
    ""TglBerakhir"": ""2025-10-19"",
    ""Tahapan CNC"": ""CNC"",
    ""Lokasi"": ""KAB. CIREBON"",
    ""Kabupaten"": ""KAB. CIREBON"",
    ""Provinsi"": ""Jawa Barat""
  }
]"
https://minerbaone.esdm.go.id/api/common/v2/publik/badan-usaha/611426795245409420,611426795245409420,"{
  ""Nama Perusahaan"": ""AASAAK AFAFA JAYA"",
  ""Jenis Badan Usaha"": ""PT""
}","[
  {
    ""JenisPerizinan"": ""IUP"",
    ""NomorPerizinan"": ""896/1/IUP/PMDN/2022"",
    ""TahapanKegiatan"": ""OPERASI PRODUKSI"",
    ""KodeWIUP"": ""2235145122017022"",
    ""Komoditas"": ""Andesit"",
    ""Luas(ha)"": ""5.08000000"",
    ""TglMulaiBerlaku"": ""2022-08-21"",
    ""TglBerakhir"": ""2027-08-21"",
    ""Tahapan CNC"": ""CNC"",
    ""Lokasi"": ""KAB. PASURUAN"",
    ""Kabupaten"": ""KAB. PASURUAN"",
    ""Provinsi"": ""Jawa Timur""
  },
  {
    ""JenisPerizinan"": ""IUP"",
    ""NomorPerizinan"": ""05012200156650003"",
    ""TahapanKegiatan"": ""EKSPLORASI"",
    ""KodeWIUP"": ""2235145122023016"",
    ""Komoditas"": ""Andesit"",
    ""Luas(ha)"": ""12.23000000"",
    ""TglMulaiBerlaku"": ""2023-08-07"",
    ""TglBerakhir"": ""2026-08-07"",
    ""Tahapan CNC"": ""CNC"",
    ""Lokasi"": ""KAB. PASURUAN"",
    ""Kabupaten"": ""KAB. PASURUAN"",
    ""Provinsi"": ""Jawa Timur""
  }
]"
https://minerbaone.esdm.go.id/api/common/v2/publik/badan-usaha/611426691788709536,611426691788709536,"{
  ""Nama Perusahaan"": ""ABADI MINERAL RESOURCES"",
  ""Jenis Badan Usaha"": ""PT""
}","[
  {
    ""JenisPerizinan"": ""IUP"",
    ""NomorPerizinan"": ""91201004713510004"",
    ""TahapanKegiatan"": ""OPERASI PRODUKSI"",
    ""KodeWIUP"": ""2363025332020001"",
    ""Komoditas"": ""Batu Gunung Quarry Besar"",
    ""Luas(ha)"": ""949.00000000"",
    ""TglMulaiBerlaku"": ""2023-03-07"",
    ""TglBerakhir"": ""2029-01-08"",
    ""Tahapan CNC"": ""CNC"",
    ""Lokasi"": ""KAB. KOTABARU"",
    ""Kabupaten"": ""KAB. KOTABARU"",
    ""Provinsi"": ""Kalimantan Selatan""
  }
]"
https://minerbaone.esdm.go.id/api/common/v2/publik/badan-usaha/611426464528734883,611426464528734883,"{
  ""Nama Perusahaan"": ""AAL RIZKI TADANG PALIE"",
  ""Jenis Badan Usaha"": ""PT""
}","[
  {
    ""JenisPerizinan"": ""IUP"",
    ""NomorPerizinan"": ""188.45/0179/DESDM/2010"",
    ""TahapanKegiatan"": ""OPERASI PRODUKSI"",
    ""KodeWIUP"": ""3472032332014039"",
    ""Komoditas"": ""Besi"",
    ""Luas(ha)"": ""5248.00000000"",
    ""TglMulaiBerlaku"": ""2010-02-22"",
    ""TglBerakhir"": ""2030-02-22"",
    ""Tahapan CNC"": ""CNC-1"",
    ""Lokasi"": ""KAB. DONGGALA"",
    ""Kabupaten"": ""KAB. DONGGALA"",
    ""Provinsi"": ""Sulawesi Tengah""
  }
]"
https://minerbaone.esdm.go.id/api/common/v2/publik/badan-usaha/611426795287354103,611426795287354103,"{
  ""Nama Perusahaan"": ""ACRITAS MEGA PERSADA"",
  ""Jenis Badan Usaha"": ""PT""
}","[
  {
    ""JenisPerizinan"": ""IPP"",
    ""NomorPerizinan"": ""258/1/IUP/PMDN/2022"",
    ""TahapanKegiatan"": null,
    ""KodeWIUP"": null,
    ""Komoditas"": null,
    ""Luas(ha)"": null,
    ""TglMulaiBerlaku"": ""2022-02-02"",
    ""TglBerakhir"": ""2027-02-02"",
    ""Tahapan CNC"": null,
    ""Lokasi"": """",
    ""Kabupaten"": null,
    ""Provinsi"": null
  }
]"
https://minerbaone.esdm.go.id/api/common/v2/publik/badan-usaha/611426464545510509,611426464545510509,"{
  ""Nama Perusahaan"": ""ABISHA BUMI PERSADA"",
  ""Jenis Badan Usaha"": ""PT""
}","[
  {
    ""JenisPerizinan"": ""IUP"",
    ""NomorPerizinan"": ""570/597/PTSP-I/VII/2019"",
    ""TahapanKegiatan"": ""OPERASI PRODUKSI"",
    ""KodeWIUP"": ""3592072062014005"",
    ""Komoditas"": ""Emas"",
    ""Luas(ha)"": ""23324.00000000"",
    ""TglMulaiBerlaku"": ""2019-07-19"",
    ""TglBerakhir"": ""2039-07-19"",
    ""Tahapan CNC"": ""CNC-16"",
    ""Lokasi"": ""KAB. TELUK WONDAMA"",
    ""Kabupaten"": ""KAB. TELUK WONDAMA"",
    ""Provinsi"": ""Papua Barat""
  }
]"
https://minerbaone.esdm.go.id/api/common/v2/publik/badan-usaha/611426639234077511,611426639234077511,"{
  ""Nama Perusahaan"": ""ACK BARA ABADI"",
  ""Jenis Badan Usaha"": ""PT""
}","[
  {
    ""JenisPerizinan"": ""IUP"",
    ""NomorPerizinan"": ""81202049526090004"",
    ""TahapanKegiatan"": ""OPERASI PRODUKSI"",
    ""KodeWIUP"": ""3364073032014269"",
    ""Komoditas"": ""Batubara"",
    ""Luas(ha)"": ""1070.00000000"",
    ""TglMulaiBerlaku"": ""2024-11-08"",
    ""TglBerakhir"": ""2036-01-08"",
    ""Tahapan CNC"": ""CNC-12"",
    ""Lokasi"": ""KAB. KUTAI BARAT"",
    ""Kabupaten"": ""KAB. KUTAI BARAT"",
    ""Provinsi"": ""Kalimantan Timur""
  }
]"
https://minerbaone.esdm.go.id/api/common/v2/publik/badan-usaha/611426900157534936,611426900157534936,"{
  ""Nama Perusahaan"": ""ADAMA ANUGERAH NUSANTARA"",
  ""Jenis Badan Usaha"": ""PT""
}","[
  {
    ""JenisPerizinan"": ""IPP"",
    ""NomorPerizinan"": ""28112200515720002"",
    ""TahapanKegiatan"": null,
    ""KodeWIUP"": null,
    ""Komoditas"": null,
    ""Luas(ha)"": null,
    ""TglMulaiBerlaku"": ""2024-08-06"",
    ""TglBerakhir"": ""2029-08-06"",
    ""Tahapan CNC"": null,
    ""Lokasi"": """",
    ""Kabupaten"": null,
    ""Provinsi"": null
  }
]"
https://minerbaone.esdm.go.id/api/common/v2/publik/badan-usaha/611426681793679771,611426681793679771,"{
  ""Nama Perusahaan"": ""ACES SELARAS"",
  ""Jenis Badan Usaha"": ""PT""
}","[
  {
    ""JenisPerizinan"": ""IUP"",
    ""NomorPerizinan"": ""02200072311130002"",
    ""TahapanKegiatan"": ""OPERASI PRODUKSI"",
    ""KodeWIUP"": ""2472715332020084"",
    ""Komoditas"": ""Batu Gunung Quarry Besar"",
    ""Luas(ha)"": ""19.79000000"",
    ""TglMulaiBerlaku"": ""2022-10-03"",
    ""TglBerakhir"": ""2027-10-03"",
    ""Tahapan CNC"": ""CNC"",
    ""Lokasi"": ""KOTA PALU"",
    ""Kabupaten"": ""KOTA PALU"",
    ""Provinsi"": ""Sulawesi Tengah""
  }
]"
https://minerbaone.esdm.go.id/api/common/v2/publik/badan-usaha/611426849112857908,611426849112857908,"{
  ""Nama Perusahaan"": ""ADAMAS DAYA ENERGI"",
  ""Jenis Badan Usaha"": ""PT""
}","[
  {
    ""JenisPerizinan"": ""IPP"",
    ""NomorPerizinan"": ""30012300772810001"",
    ""TahapanKegiatan"": null,
    ""KodeWIUP"": null,
    ""Komoditas"": null,
    ""Luas(ha)"": null,
    ""TglMulaiBerlaku"": ""2023-03-14"",
    ""TglBerakhir"": ""2028-03-13"",
    ""Tahapan CNC"": null,
    ""Lokasi"": """",
    ""Kabupaten"": null,
    ""Provinsi"": null
  }
]"
