,longitude,latitude,mineral_type,mineral_grade,institution,city,province,object_name,hypotherical_resource,inferred_resource,indicated_resource,measured_resource,total_resource,probable_reserve,proven_reserve,total_reserve,units,year_measured
,117.572724,2.134371,Batubara,Rendah (< 5100),Swasta,Berau,Kalimantan Timur,Batubara Gurimbang,0,157,162.1,123.54,442.64,9.89,16.74,26.63,Juta Ton,2022
,116.200016,0.487386,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Gunung Sari 2,0,234,166,304,704,129,280,409,Juta Ton,2022
,117.062882,-0.922397,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Samboja Kuala 1,0,0.712961,0.511817,0.37223,1.597008,0.267,0.19,0.457,Juta Ton,2022
,101.350179,-0.840875,Batubara,Rendah (< 5100),Swasta,Sijunjung,Sumatera Barat,Batubara Kunangan Parit Rantan,0,0,0,0.8,0.8,0.79,0,0.79,Juta Ton,2022
,101.737162,-0.844345,Batubara,Rendah (< 5100),Swasta,Kuantan Singingi,Riau,Batubara Pangkalan,0,1.2,0.5,0.34,2.04,0.7,0.45,1.15,Juta Ton,2022
,101.76552,-3.206269,Batubara,Rendah (< 5100),Swasta,Bengkulu Utara,Bengkulu,Batubara Karang Tengah,0,28.041,16.281,9,53.322,1.825,7.73,9.555,Juta Ton,2022
,101.90092,-0.606207,Batubara,Rendah (< 5100),Swasta,Indragiri Hulu,Riau,Batubara Peranap,0,9.42,8.78,3.2,21.4,8.78,3.2,11.98,Juta Ton,2022
,102.020731,-0.650976,Batubara,Rendah (< 5100),Swasta,Indragiri Hulu,Riau,Batubara Semelinang Tebing 1,0,15,10.563,6.07,31.633,13.693,7.141,20.834,Juta Ton,2022
,102.398771,-1.23007,Batubara,Rendah (< 5100),Swasta,Tebo,Jambi,Batubara Muara Sekalo 3,0,17.84,13.54,8.92,40.3,3.13,2.3,5.43,Juta Ton,2022
,102.564036,-1.280263,Batubara,Rendah (< 5100),Swasta,Tebo,Jambi,Batubara Suo Suo 3,0,1.059,0.921,0.837,2.817,0.797,0,0.797,Juta Ton,2022
,102.82582,-1.75502,Batubara,Rendah (< 5100),Swasta,Batang Hari,Jambi,Batubara Padang Kelapo,0,21.128,11.762,0,32.89,9.519,0,9.519,Juta Ton,2022
,102.900778,-2.199128,Batubara,Rendah (< 5100),Swasta,Sarolangun,Jambi,Batubara Lubuk Napal 4,0,0,1.8,8,9.8,1.1,5.92,7.02,Juta Ton,2022
,102.945533,-2.155396,Batubara,Rendah (< 5100),Swasta,Sarolangun,Jambi,Batubara Lamban Sigatal 3,0,1.2,27.46,66.27,94.93,25.32,59.46,84.78,Juta Ton,2022
,102.959095,-2.109294,Batubara,Rendah (< 5100),Swasta,Sarolangun,Jambi,Batubara Rangkiling Simpang,0,25.9,8.7,23.4,58,4.57,12.463,17.033,Juta Ton,2022
,103.110305,-2.230885,Batubara,Rendah (< 5100),Swasta,Sarolangun,Jambi,Batubara Guruh Baru 1,0,0,0,0,0,17.489,0,17.489,Juta Ton,2022
,103.125246,-2.297817,Batubara,Rendah (< 5100),Swasta,Sarolangun,Jambi,Batubara Guruh Baru 2,0,0,76.864,3.361,80.225,28.63,0,28.63,Juta Ton,2022
,103.81999,-3.812585,Batubara,Rendah (< 5100),Swasta,Muara Enim,Sumatera Selatan,Batubara Elang dan Barat Enim,0,41.36,51,66.76,159.12,27.674,49.905,77.579,Juta Ton,2022
,104.031448,-3.425958,Batubara,Rendah (< 5100),Swasta,Muara Enim,Sumatera Selatan,Batubara Dalam,0,176,34,18,228,78,34,112,Juta Ton,2022
,104.153884,-2.31234,Batubara,Rendah (< 5100),Swasta,Musi Banyuasin,Sumatera Selatan,Batubara Muara Merang 2,0,16.31,20.76,13.36,50.43,16.39,11.21,27.6,Juta Ton,2022
,113.635303,-1.285161,Batubara,Rendah (< 5100),Swasta,Gunung Mas,Kalimantan Tengah,Batubara Tumbang Jutuh,0,98.5,23.640144,7.880047,130.020191,39.400245,0,39.400245,Juta Ton,2022
,113.697512,-1.243339,Batubara,Rendah (< 5100),Swasta,Gunung Mas,Kalimantan Tengah,Batubara Linau,0,48.082106,11.539703,3.846567,63.468376,19.232841,0,19.232841,Juta Ton,2022
,113.845842,-1.057371,Batubara,Rendah (< 5100),Swasta,Gunung Mas,Kalimantan Tengah,Batubara Tumbang Tambirah,0,13.6,15.14,32.84,61.58,6.5,23.4,29.9,Juta Ton,2022
,114.958451,-3.269567,Batubara,Rendah (< 5100),Swasta,Banjar,Kalimantan Selatan,Batubara Pematang Danau,0,0.143,0.185,5.557,5.885,0.083,2.051,2.134,Juta Ton,2022
,115.534348,-3.55515,Batubara,Rendah (< 5100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Mangkalapi 3,0,1.887,1.451,1.161,4.499,1.015,0.672,1.687,Juta Ton,2022
,115.62261,-2.032574,Batubara,Rendah (< 5100),Swasta,Tabalong,Kalimantan Selatan,Batubara Kinarum,0,16.8,12.5479,8.446,37.7939,0,3.954,3.954,Juta Ton,2022
,115.62712,-3.69789,Batubara,Rendah (< 5100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Banjar Sari 1,0,0,0.306,3.1045,3.4105,0,0.664,0.664,Juta Ton,2022
,115.627703,-3.687733,Batubara,Rendah (< 5100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Banjar Sari 2,0,0,4.456,4.333,8.789,0,2.609,2.609,Juta Ton,2022
,116.008028,-3.24312,Batubara,Rendah (< 5100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Batu Ampar 3,0,0,0,0.38,0.38,0,3.01,3.01,Juta Ton,2022
,116.125119,-1.775854,Batubara,Rendah (< 5100),Swasta,Paser,Kalimantan Timur,Batubara Kerta Bumi,0,0,0.058,0.315,0.373,0.052,0.263,0.315,Juta Ton,2022
,116.194761,-2.028335,Batubara,Rendah (< 5100),Swasta,Paser,Kalimantan Timur,Batubara Suatang,0,0.728,0.255,0.249,1.232,0.249,0.215,0.464,Juta Ton,2022
,116.541087,0.613573,Batubara,Rendah (< 5100),Swasta,Kutai Timur,Kalimantan Timur,Batubara Long Poq Baru,0,61.82,35.99,40.67,138.48,0,0,0,Juta Ton,2022
,116.586113,-1.405346,Batubara,Rendah (< 5100),Swasta,Penajam Paser Utara,Kalimantan Timur,Batubara Sesulu,0,2.57,1.29,0.64,4.5,0.98,0.21,1.19,Juta Ton,2022
,116.605651,0.843819,Batubara,Rendah (< 5100),Swasta,Kutai Timur,Kalimantan Timur,Batubara Marah Haloq 2,0,620.461,1102.4,682.7,2405.561,380,648.1,1028.1,Juta Ton,2022
,116.623096,1.154728,Batubara,Rendah (< 5100),Swasta,Kutai Timur,Kalimantan Timur,Batubara Benhes 1,0,0,0,60.013,60.013,0,34.282,34.282,Juta Ton,2022
,116.741912,-1.189755,Batubara,Rendah (< 5100),Swasta,Penajam Paser Utara,Kalimantan Timur,Batubara Gersik 2,0,1.53,1.027,0.74,3.297,0.945,0.259,1.204,Juta Ton,2022
,116.935758,-1.092604,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Karya Merdeka,0,0.35,1.7,0,2.05,0.35,0.739,1.089,Juta Ton,2022
,117.172737,-0.587383,Batubara,Rendah (< 5100),Swasta,Kota Samarinda,Kalimantan Timur,Batubara Handil Bakti,0,0.071,0.142,0.284,0.497,0.203,0.067,0.27,Juta Ton,2022
,117.180543,3.687005,Batubara,Rendah (< 5100),Swasta,Tana Tidung,Kalimantan Utara,Batubara Plaju,0,5.9,9.4,17.4,32.7,0.41,3.88,4.29,Juta Ton,2022
,117.216263,-0.673822,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Jawa 5,0,0.228,0.534,0.347,1.109,0.157,0.512,0.669,Juta Ton,2022
,117.238042,-0.6,Batubara,Rendah (< 5100),Swasta,Kota Samarinda,Kalimantan Timur,Batubara Bukuan,0,0.832,0.883,0.881,2.596,1.034,0.952,1.986,Juta Ton,2022
,117.285891,3.000712,Batubara,Rendah (< 5100),Swasta,Bulungan,Kalimantan Utara,Batubara Silva Rahayu 1,0,18.927,6.202,3.496,28.625,1.27,0,1.27,Juta Ton,2022
,117.309981,-0.499545,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Kutai Lama 3,0,0.29,0.469,0.63,1.389,0,0.21,0.21,Juta Ton,2022
,117.321961,-0.526215,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Kutai Lama 4,0,1.92,2.52,7.38,11.82,1.94,1.3,3.24,Juta Ton,2022
,117.332401,-0.331992,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Batu-Batu,0,65.998,32.525,34.513,133.036,0.19,2.03,2.22,Juta Ton,2022
,117.333591,-0.411269,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Salo Palai,0,11.422,11.011,7.12,29.553,5.869,5.051,10.92,Juta Ton,2022
,117.361465,0.606924,Batubara,Rendah (< 5100),Swasta,Kutai Timur,Kalimantan Timur,Batubara Mukti Jaya,0,2.834689,3.282965,16.32,22.437654,0,9.87,9.87,Juta Ton,2022
,117.368718,-0.365213,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Tanah Datar,0,10.33,17.94,26.59,54.86,3.05,4.58,7.63,Juta Ton,2022
,117.588966,2.64325,Batubara,Rendah (< 5100),Swasta,Bulungan,Kalimantan Utara,Batubara Sajau 2,0,83.977573,70.960352,57.636,212.573925,56.557032,45.245625,101.802657,Juta Ton,2022
,117.700075,2.651837,Batubara,Rendah (< 5100),Swasta,Bulungan,Kalimantan Utara,Batubara Binai,0,0,0,0,0,0,0,0,Juta Ton,2022
,117.943503,2.316844,Batubara,Rendah (< 5100),Swasta,Berau,Kalimantan Timur,Batubara Tanjung Batu,0,161.1,36.7,0,197.8,95.1,0,95.1,Juta Ton,2022
,117.743626,1.127899,Batubara,Rendah (< 5100),Swasta,Kutai Timur,Kalimantan Timur,Batubara Kadungan Jaya,0,37.4,30.8,85.3,153.5,10.64,20.2,30.84,Juta Ton,2022
,101.959729,-3.289973,Batubara,Rendah (< 5100),Swasta,Bengkulu Utara,Bengkulu,Batubara Margasakti,0,0.354,6,38.2,44.554,0.118,8.653,8.771,Juta Ton,2022
,103.844266,-3.920118,Batubara,Rendah (< 5100),Swasta,Muara Enim,Sumatera Selatan,Batubara Suban Jelawatan,0,1063.75,1279.63,729.27,3072.65,888.56,631.64,1520.2,Juta Ton,2022
,105.69467,-3.72569,Batubara,Rendah (< 5100),Swasta,Ogan Komering Ilir,Sumatera Selatan,Batubara Gajah Mati,0,54.5,0,0,54.5,0,0,0,Juta Ton,2022
,103.841654,-3.976661,Batubara,Rendah (< 5100),Swasta,Muara Enim,Sumatera Selatan,Batubara Tanjung Agung,0,98.7,99.5,152.7,350.9,49.88,0,49.88,Juta Ton,2022
,103.905193,-3.903119,Batubara,Rendah (< 5100),Swasta,Muara Enim,Sumatera Selatan,Batubara Rambang,0,19.92,30.96,22.21,73.09,22.2,0,22.2,Juta Ton,2022
,104.171519,-3.481998,Batubara,Rendah (< 5100),Swasta,Kota Prabumulih,Sumatera Selatan,Batubara Patih Galung,0,51.81,30.54,48.46,130.81,25,30,55,Juta Ton,2022
,115.420477,-1.401655,Batubara,Rendah (< 5100),Swasta,Barito Selatan,Kalimantan Tengah,Batubara Sungai Muntol,0,0,0,0,0,0,0,0,Juta Ton,2022
,116.204724,-2.783595,Batubara,Rendah (< 5100),Swasta,Kotabaru,Kalimantan Selatan,Batubara Sangsang,0,0,0,0,0,0,0,0,Juta Ton,2022
,116.076072,-3.285897,Batubara,Rendah (< 5100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Setangga,0,0,0,0,0,0,0,0,Juta Ton,2022
,116.209748,-2.908201,Batubara,Rendah (< 5100),Swasta,Kotabaru,Kalimantan Selatan,Batubara Sembilang 1,0,0,0,0,0,0,0,0,Juta Ton,2022
,115.615977,-3.74421,Batubara,Rendah (< 5100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Bunati,0,1.795,3.082,1.759,6.636,0.042,0.6,0.642,Juta Ton,2022
,116.018748,-3.253772,Batubara,Rendah (< 5100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Sarongga,0,34.27,44.26,198.76,277.29,16.2,140.19,156.39,Juta Ton,2022
,116.219294,-2.734355,Batubara,Rendah (< 5100),Swasta,Kotabaru,Kalimantan Selatan,Batubara Sepapah,0,0,0,0,0,0,0,0,Juta Ton,2022
,116.256277,-3.225161,Batubara,Rendah (< 5100),Swasta,Kotabaru,Kalimantan Selatan,Batubara Pulau Laut Utara,0,0,0,0,0,0,0,0,Juta Ton,2022
,115.283815,-3.825818,Batubara,Rendah (< 5100),Swasta,Tanah Laut,Kalimantan Selatan,Batubara Asam Asam,0,73.22,23.53,87.84,184.59,1.48,16.87,18.35,Juta Ton,2022
,115.217864,-3.750346,Batubara,Rendah (< 5100),Swasta,Tanah Laut,Kalimantan Selatan,Batubara Kintap,0,188.56,137.47,159.44,485.47,11.24,52.8,64.04,Juta Ton,2022
,115.37312,-3.790327,Batubara,Rendah (< 5100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Mulia,0,93.24,93.5,111.34,298.08,8.84,20.27,29.11,Juta Ton,2022
,115.616407,-3.712813,Batubara,Rendah (< 5100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Sungai Danau 1,0,3.537,3.165,2.904,9.606,2.851,2.561,5.412,Juta Ton,2022
,117.208595,-0.654943,Batubara,Rendah (< 5100),Swasta,Kota Samarinda,Kalimantan Timur,Batubara Bantuas 5,0,3.68,3.63,12.77,20.08,0.9,6.93,7.83,Juta Ton,2022
,117.339522,-0.459654,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Anggana 2,0,0.889,2.916,1.62,5.425,2.632,0.787,3.419,Juta Ton,2022
,116.187021,-2.059086,Batubara,Rendah (< 5100),Swasta,Paser,Kalimantan Timur,Batubara Petangis 3,0,0.579,0.547,0.399,1.525,0.365,0.382,0.747,Juta Ton,2022
,116.282834,-2.024479,Batubara,Rendah (< 5100),Swasta,Paser,Kalimantan Timur,Batubara Apsirbalengkong,0,0.28,1.93,12.4,14.61,6.814,6.383,13.197,Juta Ton,2022
,117.282438,-0.618665,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Snga-Sanga,0,1.68636,1.12814,0.965043,3.779543,0.781666,0.649666,1.431332,Juta Ton,2022
,116.229028,-2.131714,Batubara,Rendah (< 5100),Swasta,Paser,Kalimantan Timur,Batubara Baijaya,0,2.545,6.66,7.254,16.459,2.146,0.894,3.04,Juta Ton,2022
,117.70787,2.50872,Batubara,Rendah (< 5100),Swasta,Bulungan,Kalimantan Utara,Batubara Mangkupadi,0,141,0,0,141,0,0,0,Juta Ton,2022
,117.428541,2.802428,Batubara,Rendah (< 5100),Swasta,Bulungan,Kalimantan Utara,Batubara Tanjungselor,0,0.5,4.258,7.846,12.604,1.836,5.24,7.076,Juta Ton,2022
,103.976671,-2.492627,Batubara,Rendah (< 5100),Swasta,Musi Banyuasin,Sumatera Selatan,Batubara Cinta,0,204.3,175.7,87.1,467.1,65.8,42.5,108.3,Juta Ton,2022
,103.3574,-2.38431,Batubara,Rendah (< 5100),Swasta,Musi Banyuasin,Sumatera Selatan,Batubara Lubuk Bintialo 2,0,0,0,0,0,0,0,0,Juta Ton,2022
,117.115113,-0.641637,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Tani Bakti,0,0,0,13.25,13.25,3.916,12.5,16.416,Juta Ton,2022
,117.252129,-0.068157,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Maukiri,0,12,0,0,12,0,0,0,Juta Ton,2022
,116.91844,-0.679949,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Beruaq,0,18.6,35.17,31.52,85.29,2.09,3.39,5.48,Juta Ton,2022
,117.304112,-0.284194,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Muara Badak Ulu 9,0,4.463412,5.862642,11.267464,21.593518,0,2.6,2.6,Juta Ton,2022
,103.462119,-1.772222,Batubara,Rendah (< 5100),Swasta,Muaro Jambi,Jambi,Batubara Baru,0,0,0.96,6.905,7.865,0,1.975,1.975,Juta Ton,2022
,102.65888,-1.452614,Batubara,Rendah (< 5100),Swasta,Tebo,Jambi,Batubara Mengupeh 3,0,12.325,7.064,2.712,22.101,4.733,1.864,6.597,Juta Ton,2022
,102.996731,-1.722875,Batubara,Rendah (< 5100),Swasta,Batang Hari,Jambi,Batubara Mersam 3,0,0,0.07,6.03,6.1,0,0.584,0.584,Juta Ton,2022
,115.168415,-1.592908,Batubara,Rendah (< 5100),Swasta,Barito Selatan,Kalimantan Tengah,Batubara Luir,0,20.69,5.55,62,88.24,7.3,40.5,47.8,Juta Ton,2022
,115.154975,-2.033468,Batubara,Rendah (< 5100),Swasta,Barito Timur,Kalimantan Tengah,Batubara Jaweten,0,4.848,18.485,7.145,30.478,7.233,2.216,9.449,Juta Ton,2022
,115.305416,-2.032027,Batubara,Rendah (< 5100),Swasta,Barito Timur,Kalimantan Tengah,Batubara Desa Awang,0,0,0,1.138,1.138,1.099,0,1.099,Juta Ton,2022
,115.273915,-2.120164,Batubara,Rendah (< 5100),Swasta,Barito Timur,Kalimantan Tengah,Batubara Jaar,0,0,0,6.87,6.87,6.114,6.005,12.119,Juta Ton,2022
,115.170151,-3.05376,Batubara,Rendah (< 5100),Swasta,Tapin,Kalimantan Selatan,Batubara Pantai Cabe,0,9.409,3.92,1.704,15.033,3.409,0.975,4.384,Juta Ton,2022
,116.005563,-3.206179,Batubara,Rendah (< 5100),Swasta,Kotabaru,Kalimantan Selatan,Batubara Kelumpang Hilir,0,2.26,1.737,1.335,5.332,1.072,0.732,1.804,Juta Ton,2022
,101.70282,-1.287333,Batubara,Rendah (< 5100),Swasta,Bungo,Jambi,Batubara Ujung Tanjung 2,0,2.669,5.174,0,7.843,3.119,1.89,5.009,Juta Ton,2022
,117.740707,2.614725,Batubara,Rendah (< 5100),Swasta,Bulungan,Kalimantan Utara,Batubara Tanah Kuning,0,45,87,122,254,136.71,37.8,174.51,Juta Ton,2022
,114.266606,-1.158223,Batubara,Rendah (< 5100),Swasta,Kapuas,Kalimantan Tengah,Batubara Pit 3,0,0.4,3,7.25,10.65,1,7,8,Juta Ton,2022
,117.079832,-0.744653,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Batuah 4,0,0,0,4.389,4.389,0,2.119,2.119,Juta Ton,2022
,117.029362,-0.402749,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Tenggarong Seberang 3,0,0,1,1.5,2.5,0.06,0.314,0.374,Juta Ton,2022
,117.067169,-0.452269,Batubara,Rendah (< 5100),Swasta,Kota Samarinda,Kalimantan Timur,Batubara Lok Bahu,0,0,0,0.54,0.54,0,0.54,0.54,Juta Ton,2022
,117.31836,1.949249,Batubara,Rendah (< 5100),Swasta,Berau,Kalimantan Timur,Batubara Binungan 5,0,150,93.2,196.73,439.93,0.13,24.64,24.77,Juta Ton,2022
,117.298016,1.933188,Batubara,Rendah (< 5100),Swasta,Berau,Kalimantan Timur,Batubara Binungan 6,0,54,1,0,55,0,0,0,Juta Ton,2022
,117.154891,1.980658,Batubara,Rendah (< 5100),Swasta,Berau,Kalimantan Timur,Batubara Binungan 7,0,26.6,112.6,298.5,437.7,6.98,35.58,42.56,Juta Ton,2022
,117.191297,2.091303,Batubara,Rendah (< 5100),Swasta,Berau,Kalimantan Timur,Batubara Binungan 8,0,113,214.2,208.2,535.4,31.98,83.88,115.86,Juta Ton,2022
,117.211106,-0.601547,Batubara,Rendah (< 5100),Swasta,Kota Samarinda,Kalimantan Timur,Batubara Sungai Gilinggang,0,1.51,2.87,12.1,16.48,3.47,3.88,7.35,Juta Ton,2022
,116.927378,-1.093296,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Samboja 3,0,0.016,0.904,0,0.92,0.216,0,0.216,Juta Ton,2022
,117.340063,-0.469007,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Anggana 4,0,0.775,0.698,0.384,1.857,0.384,0.435,0.819,Juta Ton,2022
,131.20238,-1.28442,Batubara,Rendah (< 5100),Swasta,Sorong,Papua Barat,Batubara Ninjemur,0,4.31,6.24,3.94,14.49,6.32,4.31,10.63,Juta Ton,2022
,104.136079,-3.403166,Batubara,Rendah (< 5100),Swasta,Muara Enim,Sumatera Selatan,Batubara Air Limau,0,13.2,44.5,56.3,114,37.2,46.8,84,Juta Ton,2022
,104.495976,-4.17054,Batubara,Rendah (< 5100),Swasta,Ogan Komering Ulu,Sumatera Selatan,Batubara Lekis Rejo 1,0,55.945,17.387,5.284,78.616,0,8.493,8.493,Juta Ton,2022
,116.730958,-1.162118,Batubara,Rendah (< 5100),Swasta,Penajam Paser Utara,Kalimantan Timur,Batubara Penajam Blok Timur,0,0.827,0.646,0.464,1.937,0.102,0.093,0.195,Juta Ton,2022
,114.959222,-3.241554,Batubara,Rendah (< 5100),Swasta,Banjar,Kalimantan Selatan,Batubara Surian Hanyar,0,2.22,5.6,5.77,13.59,1.07,1.94,3.01,Juta Ton,2022
,116.051954,-2.67668,Batubara,Rendah (< 5100),Swasta,Kotabaru,Kalimantan Selatan,Batubara Magalau,0,258,387,0,645,203,0,203,Juta Ton,2022
,115.258792,-2.170955,Batubara,Rendah (< 5100),Swasta,Barito Timur,Kalimantan Tengah,Batubara Maragut,0,224.679,84.254,28.084,337.017,0,10.57,10.57,Juta Ton,2022
,116.235347,0.370938,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Kembang Janggut,0,1.16,54.47,22.68,78.31,29.314,24.457,53.771,Juta Ton,2022
,115.187917,-2.068339,Batubara,Rendah (< 5100),Swasta,Barito Timur,Kalimantan Tengah,Batubara Dusun Timur,0,19.679,7.989,4.747,32.415,0,5.849,5.849,Juta Ton,2022
,115.260808,-2.094004,Batubara,Rendah (< 5100),Swasta,Barito Timur,Kalimantan Tengah,Batubara Bentot,0,24.48,35.02,79.27,138.77,0,6.74,6.74,Juta Ton,2022
,117.245838,-0.644696,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Sanga-Sanga,0,0.25,0.29,0.29,0.83,0.13,0.09,0.22,Juta Ton,2022
,117.193493,-0.615334,Batubara,Rendah (< 5100),Swasta,Kota Samarinda,Kalimantan Timur,Batubara Palaran,0,1.09176128,0.94990373,0.82125401,2.86291902,0.462207,0.369308,0.831515,Juta Ton,2022
,101.975148,-0.46049,Batubara,Rendah (< 5100),Swasta,Indragiri Hulu,Riau,Batubara Serai Wangi,0,4.9,5.62,2.47,12.99,5.62,2.47,8.09,Juta Ton,2022
,116.088594,0.400533,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Tabang,0,59,39,19,117,0,0,0,Juta Ton,2022
,117.085541,-0.772808,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Loa Janan,0,1.58,1.98,10.58,14.14,0.5,4.27,4.77,Juta Ton,2022
,117.163193,-0.860607,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Samboja,0,0,0,0,0,1.090742,1.233,2.323742,Juta Ton,2022
,115.691134,0.112834,Batubara,Rendah (< 5100),Swasta,Kutai Barat,Kalimantan Timur,Batubara Tukul,0,0,0,0,0,43.013,23.161,66.174,Juta Ton,2022
,117.082012,-0.699429,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Batuah 5,0,3.85,8.103,3.882,15.835,3.754,0,3.754,Juta Ton,2022
,115.601841,-3.643086,Batubara,Rendah (< 5100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Bayan Sari,0,17.92,15.67,14.25,47.84,12.65,10.85,23.5,Juta Ton,2022
,117.020167,-1.079071,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Argosari 2,0,0.45,0,0.18,0.63,0.25,0.18,0.43,Juta Ton,2022
,112.584411,-2.006027,Batubara,Rendah (< 5100),Swasta,Kotawaringin Timur,Kalimantan Tengah,Batubara Satiung,0,0,0,2.82,2.82,2.28,0,2.28,Juta Ton,2022
,114.796819,-3.976279,Batubara,Rendah (< 5100),Swasta,Tanah Laut,Kalimantan Selatan,Batubara Sabuhur 2,0,19.44,16.2,12.96,48.6,8.43,6.097,14.527,Juta Ton,2022
,115.961662,-1.725083,Batubara,Rendah (< 5100),Swasta,Paser,Kalimantan Timur,Batubara Rantau Buta,0,0,0.12,11.05,11.17,0,2.65,2.65,Juta Ton,2022
,116.324678,0.303886,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Kelekat 2,0,19.61,4.52,1.87,26,1.13,2.28,3.41,Juta Ton,2022
,101.735903,-1.410668,Batubara,Rendah (< 5100),Swasta,Bungo,Jambi,Batabara Tanjung Belit,0,0,0,0,0,0,0,0,Juta Ton,2022
,116.284266,0.113518,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Kahala,0,165.55,72.95,38.68,277.18,46.96,20.42,67.38,Juta Ton,2022
,117.094803,-0.252907,Batubara,Rendah (< 5100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Sukamaju,0,13.49,0,0,13.49,10.913,0,10.913,Juta Ton,2022
,127.52338,-1.68346,Batubara,Sedang (5100-6100),Pemerintah,Halmahera Selatan,Maluku Utara,Batubara Pulau Obi,2.13,0,0,0,0,0,0,0,Juta Ton,2022
,101.638061,-0.824834,Batubara,Sedang (5100-6100),Pemerintah,Kuantan Singingi,Riau,Batubara Kuantan Mudik,0,22.59,0,0,22.59,0,0,0,Juta Ton,2022
,106.15763,-6.58127,Batubara,Sedang (5100-6100),Pemerintah,Lebak,Banten,Batubara Sajira,5.47,0,0,0,0,0,0,0,Juta Ton,2022
,106.35088,-6.54974,Batubara,Sedang (5100-6100),Pemerintah,Lebak,Banten,Batubara Bojongmanik,0,2.78,0,2.09,4.87,0,0,0,Juta Ton,2022
,132.66416,-1.37833,Batubara,Sedang (5100-6100),Pemerintah,Maybrat,Papua Barat,Batubara Ayawasi,0.162583,0,0,0,0,0,0,0,Juta Ton,2022
,130.94952,-1.08476,Batubara,Sedang (5100-6100),Pemerintah,Raja Ampat,Papua Barat,Batubara Selawati,76.4,0,0,0,0,0,0,0,Juta Ton,2022
,131.40717,-1.24464,Batubara,Sedang (5100-6100),Pemerintah,Sorong,Papua Barat,Batubara Klamono,13,0,0,0,0,0,0,0,Juta Ton,2022
,132.21686,-1.56108,Batubara,Sedang (5100-6100),Pemerintah,Sorong Selatan,Papua Barat,Batubara Teminabuan,0,1.91,0,0,1.91,0,0,0,Juta Ton,2022
,102.72827,-1.31838,Batubara,Sedang (5100-6100),Pemerintah,Tebo,Jambi,Batubara Sungai Lingkis,0,10.35,0,0,10.35,0,0,0,Juta Ton,2022
,102.99244,-1.71933,Batubara,Sedang (5100-6100),Pemerintah,Batang Hari,Jambi,Batubara Mersam 1,0,1.72,0,0,1.72,0,0,0,Juta Ton,2022
