,longitude,latitude,mineral_type,mineral_grade,institution,city,province,object_name,hypotherical_resource,inferred_resource,indicated_resource,measured_resource,total_resource,probable_reserve,proven_reserve,total_reserve,units,year_measured
,116.294311,-1.614235,Batubara,Sedang (5100-6100),Swasta,Paser,Kalimantan Timur,Batubara Muara Adang,0,0,0.573,0,0.573,0,0.538,0.538,Juta Ton,2022
,117.162265,-0.140042,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Sungai Separi Anak,0,14.267,46.822,80.575,141.664,1.63,25.332,26.962,Juta Ton,2022
,117.081209,-0.793636,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Batuah 1,0,0.504,1.742,11.83,14.076,2.727,3.745,6.472,Juta Ton,2022
,117.255909,-0.67124,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Tamapole 3,0,6,15,31.032,52.032,7.775,2.757,10.532,Juta Ton,2022
,117.059823,-0.720357,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Batuah 2,0,10.80721,1.4859,45.30913,57.60224,3.038,15.608,18.646,Juta Ton,2022
,116.450772,-1.475773,Batubara,Sedang (5100-6100),Swasta,Penajam Paser Utara,Kalimantan Timur,Batubara Gunung Makmur,0,1.2,4.8,26.5,32.5,4.2,24.3,28.5,Juta Ton,2022
,117.029464,-0.962509,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Sungai Seluang 2,0,0,0.66,20.373,21.033,1.889,3.533,5.422,Juta Ton,2022
,117.441668,1.528514,Batubara,Sedang (5100-6100),Swasta,Kutai Timur,Kalimantan Timur,Batubara Karangan,0,12.32626374,92.17257384,30.29779438,134.796632,22.33387545,18.98379413,41.31766958,Juta Ton,2022
,117.116461,-0.258937,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Loa Ulung 1,0,89.44,83.56,47.5,220.5,30.611,6.787,37.398,Juta Ton,2022
,117.031389,-0.381153,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Tanjungbatu,0,0.765,0.75,1.389,2.904,0.825,0.609,1.434,Juta Ton,2022
,117.256048,-0.039919,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Mulawarman 1,0,0.065,0.795,1.875,2.735,0.716,0.423,1.139,Juta Ton,2022
,117.123905,-0.196822,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Separi,0,0.58,3.71,17.23,21.52,3.09,17.13,20.22,Juta Ton,2022
,116.897917,-0.726111,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Sungai Payung 3,0,0,0,0.74,0.74,0,0.244,0.244,Juta Ton,2022
,117.14155,-0.76857,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Muara Jawa Tengah,0,0,65.651,68.998,134.649,19.618,16.88,36.498,Juta Ton,2022
,116.246082,0.376792,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Long Beleh Haloq 2,0,0,0,0,0,0,11.97,11.97,Juta Ton,2022
,116.345181,0.082241,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Teluk Bingkai,0,70.33,37.33,108.74,216.4,20.52,42.32,62.84,Juta Ton,2022
,115.624404,0.105625,Batubara,Sedang (5100-6100),Swasta,Kutai Barat,Kalimantan Timur,Batubara Long Iram Ilir,0,105,36.8,42.4,184.2,37.748,42.525,80.273,Juta Ton,2022
,117.024389,-0.59259,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Bakungan,0,0,0,0.607,0.607,0,0.457,0.457,Juta Ton,2022
,115.817941,-0.097645,Batubara,Sedang (5100-6100),Swasta,Kutai Barat,Kalimantan Timur,Batubara Sekolaq Darat,0,132.574614,86.598772,40,259.173386,40.341,16,56.341,Juta Ton,2022
,116.063783,-1.74655,Batubara,Sedang (5100-6100),Swasta,Paser,Kalimantan Timur,Batubara Modang,0,1.275,1.361382,1.0629,3.699282,0.78176723,0.2913,1.07306723,Juta Ton,2022
,115.89475,0.260142,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Long Beleh Haloq 3,0,3.472,2.458,5.353,11.283,0.069,2.134,2.203,Juta Ton,2022
,116.932771,-0.518964,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Rempanga 1,0,1.61,1.44,0.72,3.77,0.208,0.3,0.508,Juta Ton,2022
,117.285138,-0.153916,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Sebuntal,0,56.12,26.709,12.162,94.991,13.277,6.881,20.158,Juta Ton,2022
,117.040237,-0.678321,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Loa Janan Ulu 2,0,24.041,52.384,94.77,171.195,9.4,6,15.4,Juta Ton,2022
,115.807742,-1.747966,Batubara,Sedang (5100-6100),Swasta,Paser,Kalimantan Timur,Batubara Sungai Serakit1,0,0.808,0.621,0.47838287,1.90738287,0.23288,0.168,0.40088,Juta Ton,2022
,117.223274,-0.773808,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Dondang 3,0,0,0.049,1.635,1.684,0,0.25,0.25,Juta Ton,2022
,115.866896,0.021169,Batubara,Sedang (5100-6100),Swasta,Kutai Barat,Kalimantan Timur,Batubara Sekolaq Oday,0,10.59,7.06,5.88,23.53,17.64,5.88,23.52,Juta Ton,2022
,117.166669,-0.621973,Batubara,Sedang (5100-6100),Swasta,Kota Samarinda,Kalimantan Timur,Batubara Palaran 2,0,0.365,1.551,3.01,4.926,0.495,0.377,0.872,Juta Ton,2022
,117.294514,1.988082,Batubara,Sedang (5100-6100),Swasta,Berau,Kalimantan Timur,Batubara Labanan,0,0,13.02,9.99,23.01,0,10.03,10.03,Juta Ton,2022
,116.251207,-1.632678,Batubara,Sedang (5100-6100),Swasta,Paser,Kalimantan Timur,Batubara Krayan Makmur,0,2.261,2.933,7.19,12.384,0.017,1.322,1.339,Juta Ton,2022
,115.780387,0.06768,Batubara,Sedang (5100-6100),Swasta,Kutai Barat,Kalimantan Timur,Batubara Muyub Ulu,0,79.6,44.2,22.242,146.042,10.11,21.3168,31.4268,Juta Ton,2022
,116.796536,-0.987688,Batubara,Sedang (5100-6100),Swasta,Penajam Paser Utara,Kalimantan Timur,Batubara Sepaku II,0,0.619,1.15,2.178,3.947,0,1.47,1.47,Juta Ton,2022
,117.229306,-0.410535,Batubara,Sedang (5100-6100),Swasta,Kota Samarinda,Kalimantan Timur,Batubara Sungai Siring 2,0,0.094,0.245,1.93,2.269,0.13,1.04,1.17,Juta Ton,2022
,116.700296,1.125332,Batubara,Sedang (5100-6100),Swasta,Kutai Timur,Kalimantan Timur,Batubara Marah Kenyah 2,0,16.2,57.5,90.7,164.4,0,108.45,108.45,Juta Ton,2022
,117.630013,0.735444,Batubara,Sedang (5100-6100),Swasta,Kutai Timur,Kalimantan Timur,Batubara Sepaso Timur 1,0,30.89,13.727,6.203,50.82,2.633,5.1,7.733,Juta Ton,2022
,116.781544,1.085303,Batubara,Sedang (5100-6100),Swasta,Kutai Timur,Kalimantan Timur,Batubara Benhes,0,0.449,0.522,0.65,1.621,0.465,0.248,0.713,Juta Ton,2022
,117.336811,2.958565,Batubara,Sedang (5100-6100),Swasta,Bulungan,Kalimantan Utara,Batubara Tanjung Palas,0,4.38,4.06,1.599,10.039,4.28,4.6,8.88,Juta Ton,2022
,117.213837,4.050939,Batubara,Sedang (5100-6100),Swasta,Nunukan,Kalimantan Utara,Batubara Samunad,0,4.482,3.743,4.298,12.523,2.445,2.069,4.514,Juta Ton,2022
,117.219531,4.124533,Batubara,Sedang (5100-6100),Swasta,Nunukan,Kalimantan Utara,Batubara Sei Tabur,0,17.252,10.659,6.6,34.511,3.643,3.036,6.679,Juta Ton,2022
,116.480199,3.044495,Batubara,Sedang (5100-6100),Swasta,Malinau,Kalimantan Utara,Batubara Nunuk Tanah Kibang,0,16.6801,10.805,7.401,34.8861,22.448,11.622,34.07,Juta Ton,2022
,116.48951,3.085043,Batubara,Sedang (5100-6100),Swasta,Malinau,Kalimantan Utara,Batubara Seturan,0,4.84,13.35,23,41.19,0,2.98,2.98,Juta Ton,2022
,116.452887,3.089656,Batubara,Sedang (5100-6100),Swasta,Malinau,Kalimantan Utara,Batubara Sungai Meritum,0,0.75,2.01,15.26,18.02,0.35,11.45,11.8,Juta Ton,2022
,117.092785,-0.423811,Batubara,Sedang (5100-6100),Swasta,Kota Samarinda,Kalimantan Timur,Batubara Loa Bakung 1,0,8.67,15.36,40.656,64.686,6.346,0.14,6.486,Juta Ton,2022
,99.543195,2.485277,Batubara,Sedang (5100-6100),Swasta,Labuhanbatu Utara,Sumatera Utara,Batubara Hasang,0,10.235,8.475,7.55,26.26,0,7.115,7.115,Juta Ton,2022
,102.709405,-0.916797,Batubara,Sedang (5100-6100),Swasta,Indragiri Hilir,Riau,Batubara Keritang,0,0.568,0.68,0.752,2,0.516,0.375,0.891,Juta Ton,2022
,102.458322,-1.296814,Batubara,Sedang (5100-6100),Swasta,Tebo,Jambi,Batubara Muara Sekalo 2,0,23.6,34.95,53.38,111.93,11.64,38.56,50.2,Juta Ton,2022
,102.935915,-1.735224,Batubara,Sedang (5100-6100),Swasta,Batang Hari,Jambi,Batubara Rantau Gedang,0,5.533783,13.734469,19.662243,38.930495,0,15.233548,15.233548,Juta Ton,2022
,102.893187,-1.95935,Batubara,Sedang (5100-6100),Swasta,Batang Hari,Jambi,Batubara Jelutih 2,0,15.24,21.675,64.373,101.288,32.92,0,32.92,Juta Ton,2022
,102.6602,-1.438472,Batubara,Sedang (5100-6100),Swasta,Tebo,Jambi,Batubara Mengupeh 2,0,2.87,1.96,1.5,6.33,1.5,1.09,2.59,Juta Ton,2022
,102.737904,-2.357238,Batubara,Sedang (5100-6100),Swasta,Sarolangun,Jambi,Batubara Kamalindo,0,0,0,16.299,16.299,0,16.04,16.04,Juta Ton,2022
,102.702304,-1.477048,Batubara,Sedang (5100-6100),Swasta,Tebo,Jambi,Batubara Muara Ketalo 1,0,1.877,6.754,32.698,41.329,19.413,8.352,27.765,Juta Ton,2022
,102.598393,-1.314644,Batubara,Sedang (5100-6100),Swasta,Tebo,Jambi,Batubara Sungai Keruh 1,0,15.4,12.155,7.182,34.737,0,6.105,6.105,Juta Ton,2022
,102.534325,-1.343703,Batubara,Sedang (5100-6100),Swasta,Tebo,Jambi,Batubara Suo-Suo 1,0,77.835,40.516,23.693,142.044,1.184,22.508,23.692,Juta Ton,2022
,101.772387,-3.17678,Batubara,Sedang (5100-6100),Swasta,Bengkulu Utara,Bengkulu,Batubara Tanjung Dalam,0,28.041,16.286,9,53.327,1.825,7.73,9.555,Juta Ton,2022
,103.841927,-3.752645,Batubara,Sedang (5100-6100),Swasta,Muara Enim,Sumatera Selatan,Batubara Lawang Kidul,0,18,86,412.26,516.26,4.15,250.81,254.96,Juta Ton,2022
,103.769764,-3.724278,Batubara,Sedang (5100-6100),Swasta,Muara Enim,Sumatera Selatan,Batubara Air Laya,0,49.41,229.3,415.99,694.7,111.88,274.76,386.64,Juta Ton,2022
,103.71221,-3.730377,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Muara Tiga Besar,0,21,56,246.97,323.97,14.01,163.84,177.85,Juta Ton,2022
,102.982444,-2.382857,Batubara,Sedang (5100-6100),Swasta,Musi Rawas Utara,Sumatera Selatan,Batubara Srijaya Makmur,0,2.91,5.27,6.35,14.53,4,3.31,7.31,Juta Ton,2022
,103.809374,-3.107842,Batubara,Sedang (5100-6100),Swasta,Musi Banyuasin,Sumatera Selatan,Batubara Sungai Keruh 2,0,13.77,3.85,0,17.62,2,0,2,Juta Ton,2022
,103.707984,-3.683552,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Banjarsari 1,0,1.96,10.144,6.296,18.4,7.104,4.111,11.215,Juta Ton,2022
,103.54521,-3.752314,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Lahat,0,0.12,0.49,8.7,9.31,0.81,2.027,2.837,Juta Ton,2022
,103.663065,-3.680208,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Purwasari,0,7.2,68.6,0,75.8,56.834,0,56.834,Juta Ton,2022
,103.848717,-2.26668,Batubara,Sedang (5100-6100),Swasta,Musi Banyuasin,Sumatera Selatan,Batubara Tunggal Jaya,0,6.55,5.18,0,11.73,0.459,4.692,5.151,Juta Ton,2022
,103.676168,-3.698799,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Prabumenang,0,18.79,45.19,74.169,138.149,14.41,40.699,55.109,Juta Ton,2022
,104.142962,-2.646235,Batubara,Sedang (5100-6100),Swasta,Musi Banyuasin,Sumatera Selatan,Batubara Keluang 2,0,80.257,91.722,103.187,275.166,9.75,7.35,17.1,Juta Ton,2022
,103.936806,-4.61311,Batubara,Sedang (5100-6100),Swasta,Ogan Komering Ulu Selatan,Sumatera Selatan,Batubara Kota Agung,0,3.747,1.873,0.936,6.556,1.696,0.489,2.185,Juta Ton,2022
,103.672972,-3.749817,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Merapi,0,24.47,38.23,12.23,74.93,13.86,7.31,21.17,Juta Ton,2022
,103.581273,-3.769238,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Ulak Lebar,0,0,1.619,2.733,4.352,0.003,0.337,0.34,Juta Ton,2022
,103.795374,-3.948518,Batubara,Sedang (5100-6100),Swasta,Muara Enim,Sumatera Selatan,Batubara Lesung Batu,0,38.7,38.5,43.17,120.37,7,13.67,20.67,Juta Ton,2022
,104.17413,-2.361163,Batubara,Sedang (5100-6100),Swasta,Musi Banyuasin,Sumatera Selatan,Batubara Karang Agung,0,27.45,28.88,18.63,74.96,24.62,14.32,38.94,Juta Ton,2022
,103.569312,-3.757958,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Manggul,0,1.572,3.8,3.62,8.992,2.384,0.12,2.504,Juta Ton,2022
,114.322503,-0.828841,Batubara,Sedang (5100-6100),Swasta,Murung Raya,Kalimantan Tengah,Batubara Sei Bakanon,0,340,43,33,416,25,14,39,Juta Ton,2022
,115.275828,-0.536324,Batubara,Sedang (5100-6100),Swasta,Barito Utara,Kalimantan Tengah,Batubara Karendan 2,0,38.3,91.3,62.4,192,43.55,12.8,56.35,Juta Ton,2022
,115.636716,-3.688028,Batubara,Sedang (5100-6100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Banjar Sari,0,0.71,1.245,1.955,3.91,0.369,0.225,0.594,Juta Ton,2022
,115.606463,-3.443406,Batubara,Sedang (5100-6100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Mangkalapi 2,0,0.033,0.144,3.541,3.718,0.11,1.42,1.53,Juta Ton,2022
,115.642607,-1.628971,Batubara,Sedang (5100-6100),Swasta,Tabalong,Kalimantan Selatan,Batubara Salikung,0,0.5,4.8,6.4,11.7,0,0,0,Juta Ton,2022
,115.012044,-3.223614,Batubara,Sedang (5100-6100),Swasta,Banjar,Kalimantan Selatan,Batubara Surian 1,0,1.265,1.118,2.848,5.231,1.175,0.446,1.621,Juta Ton,2022
,114.936053,-3.299779,Batubara,Sedang (5100-6100),Swasta,Banjar,Kalimantan Selatan,Batubara Pasar Jati 1,0,1.851,0.856,4.805,7.512,0.564,4.116,4.68,Juta Ton,2022
,115.207739,-3.720139,Batubara,Sedang (5100-6100),Swasta,Tanah Laut,Kalimantan Selatan,Batubara Riam Adungan 1,0,1.094,2.76,4.596,8.45,0,0.303,0.303,Juta Ton,2022
,114.935127,-3.311605,Batubara,Sedang (5100-6100),Swasta,Banjar,Kalimantan Selatan,Batubara Pasar Jati 2,0,9.978,8.665,7.29,25.933,6.879,6.487,13.366,Juta Ton,2022
,115.639277,-3.635928,Batubara,Sedang (5100-6100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Makmur 1,0,6.298214,17.928177,34.83,59.056391,0,9.028,9.028,Juta Ton,2022
,115.604507,-3.731141,Batubara,Sedang (5100-6100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Bunati 2,0,8.47,14.93,16.51,39.91,8.64,13.7,22.34,Juta Ton,2022
,115.42982,-3.774433,Batubara,Sedang (5100-6100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Sinar Bulan,0,4.588,3.171,1.213,8.972,0.861,2.323,3.184,Juta Ton,2022
,115.196539,-3.836695,Batubara,Sedang (5100-6100),Swasta,Tanah Laut,Kalimantan Selatan,Batubara Kintapura 2,0,60.665,52.755,45.858,159.278,6.376,6.294,12.67,Juta Ton,2022
,114.995309,-3.234499,Batubara,Sedang (5100-6100),Swasta,Banjar,Kalimantan Selatan,Batubara Surian 2,0,109.00394,51.926182,41.92,202.850122,78.742867,16.062,94.804867,Juta Ton,2022
,114.882201,-3.950232,Batubara,Sedang (5100-6100),Swasta,Tanah Laut,Kalimantan Selatan,Batubara Jilatan Alur 1,0,8.419,7.724,6.658,22.801,9.48,1.67,11.15,Juta Ton,2022
,114.879273,-3.944019,Batubara,Sedang (5100-6100),Swasta,Tanah Laut,Kalimantan Selatan,Batubara Jilatan Alur 3,0,2.77,2.59,3.36,8.72,0.66,2.43,3.09,Juta Ton,2022
,115.941125,-2.66943,Batubara,Sedang (5100-6100),Swasta,Kotabaru,Kalimantan Selatan,Batubara Bangkalan Dayak,0,5.5,5.04,5.63,16.17,2.87,3.6,6.47,Juta Ton,2022
,115.393264,-3.729074,Batubara,Sedang (5100-6100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Sungai Danau,0,13.72,16.07,30.18,59.97,16.21,12.77,28.98,Juta Ton,2022
,116.126762,-3.411872,Batubara,Sedang (5100-6100),Swasta,Kotabaru,Kalimantan Selatan,Batubara Sungup Kanan,0,22.2425,24.055,54.03,100.3275,8.209361,31.45,39.659361,Juta Ton,2022
,114.927539,-3.335592,Batubara,Sedang (5100-6100),Swasta,Banjar,Kalimantan Selatan,Batubara Sungai Alat,0,19.387,27.275,14.075,60.737,11.153,7.77,18.923,Juta Ton,2022
,114.946676,-3.870018,Batubara,Sedang (5100-6100),Swasta,Tanah Laut,Kalimantan Selatan,Batubara Damit 3,0,3.347,4.603,5.22,13.17,0,0.86,0.86,Juta Ton,2022
,115.184055,-2.974674,Batubara,Sedang (5100-6100),Swasta,Tapin,Kalimantan Selatan,Batubara Shabah,0,19.274639,14.173525,10.21,43.658164,5.68,3.308,8.988,Juta Ton,2022
,115.98922,-3.192899,Batubara,Sedang (5100-6100),Swasta,Kotabaru,Kalimantan Selatan,Batubara Tegal Rejo,0,1.837,0.8916,0.488,3.2166,0,0.4,0.4,Juta Ton,2022
,115.478041,-3.719465,Batubara,Sedang (5100-6100),Swasta,Tanah Bumbu,Kalimantan Selatan,Batubara Al Kautsar,0,1.76,2.92,5.8,10.48,2.68,2.946,5.626,Juta Ton,2022
,115.730146,-0.433171,Batubara,Sedang (5100-6100),Swasta,Kutai Barat,Kalimantan Timur,Batubara Benggeris,0,7,14,2.9,23.9,0,0,0,Juta Ton,2022
,116.357233,0.406315,Batubara,Sedang (5100-6100),Swasta,Kutai Timur,Kalimantan Timur,Batubara Senyiur 2,0,0,46.79,0,46.79,43.51,0,43.51,Juta Ton,2022
,114.993962,0.043156,Batubara,Sedang (5100-6100),Swasta,Kutai Kartanegara,Kalimantan Timur,Batubara Nyaribungan,0,0.563281,2.140469,1.8025,4.50625,0.8433125,1.9891875,2.8325,Juta Ton,2022
,96.23427,4.171133,Batubara,Sedang (5100-6100),Swasta,Aceh Barat,Aceh,Batubara Bukit Jaya,0,0,17.811,161.948,179.759,7.367,84.755,92.122,Juta Ton,2022
,96.344631,4.180979,Batubara,Sedang (5100-6100),Swasta,Nagan Raya,Aceh,Batubara Batu Raja,0,0.04,4.933,26.49,31.463,0,5.53,5.53,Juta Ton,2022
,96.213527,4.204913,Batubara,Sedang (5100-6100),Swasta,Aceh Barat,Aceh,Batubara Paya Baro,0,0,0,7.909,7.909,7.909,5.135,13.044,Juta Ton,2022
,104.240496,-2.956863,Batubara,Sedang (5100-6100),Swasta,Banyuasin,Sumatera Selatan,Batubara Rantau Bayur 2,0,49.3,17.02,1.39,67.71,17.02,6.9,23.92,Juta Ton,2022
,101.691164,-1.40509,Batubara,Sedang (5100-6100),Swasta,Dharmasraya,Sumatera Barat,Batubara Sinamar 2,0,8.4,4.8,0.8,14,4.8,0.8,5.6,Juta Ton,2022
,101.702791,-1.379203,Batubara,Sedang (5100-6100),Swasta,Dharmasraya,Sumatera Barat,Batubara Sinamar 3,0,13.91,5.41,8.15,27.47,1.66,0.83,2.49,Juta Ton,2022
,101.783539,-3.128693,Batubara,Sedang (5100-6100),Swasta,Bengkulu Utara,Bengkulu,Batubara Air Putih 2,0,1.642,2.578,4.448,8.668,0,5.669,5.669,Juta Ton,2022
,102.035,-0.748247,Batubara,Sedang (5100-6100),Swasta,Indragiri Hulu,Riau,Batubara Semelinang Tebing 2,0,23,61,24,108,8.9,2.68,11.58,Juta Ton,2022
,102.495365,-3.683718,Batubara,Sedang (5100-6100),Swasta,Bengkulu Utara,Bengkulu,Batubara Sumber Agung 1,0,1.7,0.85,5.87,8.42,0.453,1.84,2.293,Juta Ton,2022
,102.334204,-3.581937,Batubara,Sedang (5100-6100),Swasta,Bengkulu Tengah,Bengkulu,Batubara Sekayun,0,0.8,0.25,0.2,1.25,0.74,0.26,1,Juta Ton,2022
,102.454518,-2.347505,Batubara,Sedang (5100-6100),Swasta,Sarolangun,Jambi,Batubara Sekamis,0,5.341,4.362,3.226,12.929,0.569,3.226,3.795,Juta Ton,2022
,102.522253,-2.490525,Batubara,Sedang (5100-6100),Swasta,Sarolangun,Jambi,Batubara Ranggo,0,0,0,0,0,9.503,6.494,15.997,Juta Ton,2022
,102.659731,-1.437876,Batubara,Sedang (5100-6100),Swasta,Tebo,Jambi,Batubara Muara Kilis 3,0,4.013,2.993,9.484,16.49,2.48,2.16,4.64,Juta Ton,2022
,102.70529,-0.994747,Batubara,Sedang (5100-6100),Swasta,Indragiri Hilir,Riau,Batubara Batu Ampar 2,0,0.51,0.39,0.25,1.15,0.36,0.14,0.5,Juta Ton,2022
,102.42414,-1.18692,Batubara,Sedang (5100-6100),Swasta,Tebo,Jambi,Batubara Muara Ketalo 2,0,0.29,2.72,31.86,34.87,7.05,9.8,16.85,Juta Ton,2022
,102.75152,-0.982527,Batubara,Sedang (5100-6100),Swasta,Indragiri Hilir,Riau,Batubara Selensen 1,0,0.1,0.09,0.08,0.27,0.08,0.08,0.16,Juta Ton,2022
,102.786851,-2.288137,Batubara,Sedang (5100-6100),Swasta,Sarolangun,Jambi,Batubara Ladang Panjang,0,23.02,5.06,4.197,32.277,3.578,0,3.578,Juta Ton,2022
,102.839244,-2.048324,Batubara,Sedang (5100-6100),Swasta,Sarolangun,Jambi,Batubara Gurun Mudo,0,7.66,19.58,27.35,54.59,24.97,0.83,25.8,Juta Ton,2022
,102.87157,-1.961652,Batubara,Sedang (5100-6100),Swasta,Batang Hari,Jambi,Batubara Jelutih 3,0,0.054,0.625,7.685,8.364,7.091,0,7.091,Juta Ton,2022
,102.876612,-1.966425,Batubara,Sedang (5100-6100),Swasta,Batang Hari,Jambi,Batubara Jelutih 4,0,0.0002,9.259,29.44,38.6992,31.21,0,31.21,Juta Ton,2022
,102.894201,-2.255466,Batubara,Sedang (5100-6100),Swasta,Sarolangun,Jambi,Batubara Lubuk Napal 3,0,1.5,10,72.1,83.6,9.57,31.73,41.3,Juta Ton,2022
,102.890339,-1.807459,Batubara,Sedang (5100-6100),Swasta,Batang Hari,Jambi,Batubara Aur Gading,0,0.672,1.709,8.471,10.852,1.104,7.938,9.042,Juta Ton,2022
,102.921177,-2.190509,Batubara,Sedang (5100-6100),Swasta,Sarolangun,Jambi,Batubara Lubuk Napal 5,0,0,6,4.36,10.36,2.939,3.19,6.129,Juta Ton,2022
,102.951565,-1.148789,Batubara,Sedang (5100-6100),Swasta,Tanjung Jabung Barat,Jambi,Batubara Lubuk Lawas,0,1.461,22.708,24.169,48.338,1.461,22.708,24.169,Juta Ton,2022
,102.981347,-1.779494,Batubara,Sedang (5100-6100),Swasta,Batang Hari,Jambi,Batubara Mata Gual,0,6.521,2.137,0,8.658,1.69,0,1.69,Juta Ton,2022
,103.005284,-2.02315,Batubara,Sedang (5100-6100),Swasta,Sarolangun,Jambi,Batubara Desa Taman Dewa,0,0.28,4.54,0,4.82,0.26,3.23,3.49,Juta Ton,2022
,103.015505,-1.999003,Batubara,Sedang (5100-6100),Swasta,Sarolangun,Jambi,Batubara Simpang Kertopati 1,0,9.177,5.827,15.895,30.899,0,2.3,2.3,Juta Ton,2022
,103.028762,-1.987245,Batubara,Sedang (5100-6100),Swasta,Sarolangun,Jambi,Batubara Simpang Kertopati 2,0,1.09,16.83,0,17.92,5.95,0,5.95,Juta Ton,2022
,103.14703,-1.924687,Batubara,Sedang (5100-6100),Swasta,Batang Hari,Jambi,Batubara Jangga Baru,0,1.25,4.28,5.48,11.01,0.91,1.24,2.15,Juta Ton,2022
,103.170406,-2.56666,Batubara,Sedang (5100-6100),Swasta,Musi Rawas Utara,Sumatera Selatan,Batubara Beringin Makmur Ii 1,0,22.9,37.5,25.6,86,10.7,6.58,17.28,Juta Ton,2022
,103.586371,-3.73181,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Senabing 2,0,9.22,39.9,158.68,207.8,70.3,45.45,115.75,Juta Ton,2022
,103.619465,-3.874664,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Talang Sawah,0,0.8,6.4,2.4,9.6,3.394,0.718,4.112,Juta Ton,2022
,103.655958,-3.791584,Batubara,Sedang (5100-6100),Swasta,Lahat,Sumatera Selatan,Batubara Ulak Pandan 3,0,0,0.07,0,0.07,0.07,0,0.07,Juta Ton,2022
,103.80655,-2.195484,Batubara,Sedang (5100-6100),Swasta,Musi Banyuasin,Sumatera Selatan,Batubara Kali Berau,0,48,15.3,11.8,75.1,7.673,8.18,15.853,Juta Ton,2022
,103.816532,-3.425626,Batubara,Sedang (5100-6100),Swasta,Muara Enim,Sumatera Selatan,Batubara Padang Bindu 2,0,6.18,31.24,28.7,66.12,40.27,0.3,40.57,Juta Ton,2022
,103.840524,-3.834042,Batubara,Sedang (5100-6100),Swasta,Muara Enim,Sumatera Selatan,Batubara Lingga,0,1.06,293,78.37,372.43,287.72,77.14,364.86,Juta Ton,2022
,103.864819,-2.234894,Batubara,Sedang (5100-6100),Swasta,Musi Banyuasin,Sumatera Selatan,Batubara Tampang Baru 2,0,6.851629,7.830914,0,14.682543,1.03,0,1.03,Juta Ton,2022
,103.904142,-2.297513,Batubara,Sedang (5100-6100),Swasta,Musi Banyuasin,Sumatera Selatan,Batubara Simpang Tungkal 2,0,79.09,197.72,162.57,439.38,0,11.561,11.561,Juta Ton,2022
,116.044636,-2.760843,Batubara,Sedang (5100-6100),Swasta,Kotabaru,Kalimantan Selatan,Batubara Kuripan 2,0,26.76,76.87,267.93,371.56,23.23,131.62,154.85,Juta Ton,2022
